iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.172533500001009,590283.2801598808,,,975,1371,200,-5999.427245144429,29257,975,-5999.427245144429,-5999.427245144429,29257,,,False,False
2,1.592817799999466,589640.6976795206,,,987,2358,400,-7140.280043848811,23868,987,-7140.280043848811,-7140.280043848811,23868,,,False,False
3,2.211970199998177,588520.2994195755,,,994,3352,600,-3473.592767723335,16519,994,-3473.592767723335,-3473.592767723335,16519,,,False,False
4,2.965568699997675,564475.5823267584,,,977,4329,800,-2794.2890677233354,13809,977,-2794.2890677233354,-2794.2890677233354,13809,,,False,False
5,3.8642977999988943,555229.6130477556,,,961,5290,1000,-2108.917775063918,11699,961,-2108.917775063918,-2108.917775063918,11699,,,False,False
6,4.9865878999989945,549405.9082850162,,,963,6253,1200,-1705.228227551694,8950,963,-1705.228227551694,-1705.228227551694,8950,,0.06925043152804998,False,False
7,6.252657199998794,543782.8674091933,,,919,7172,1400,-1850.253290732396,7841,919,-1850.253290732396,-1850.253290732396,7841,,0.07777249849068553,False,False
8,7.642949199998839,542196.893210873,,,906,8078,1600,-1172.0803158951026,6351,906,-1172.0803158951026,-1172.0803158951026,6351,,0.07871165404895746,False,False
9,9.247519599997759,540283.2024610952,,,790,8868,1800,-1002.3467277233349,6322,790,-798.4391274224411,-1002.3467277233349,6322,,0.04285815121699805,False,False
10,10.915517800000089,539793.8275648088,,,546,9414,2000,-679.2745677233352,8467,546,-414.1936907323959,-679.2745677233352,8467,,0.02780072445743117,False,False
11,12.746366799998214,539713.9211543874,,,477,9891,2200,-1463.5612977233354,7167,477,-234.06218212164822,-1463.5612977233354,7167,,0.01764084984248268,False,False
12,14.597688599998946,539700.9279843582,,,204,10095,2400,-359.5299172870514,5044,204,-188.55755699544397,-359.5299172870514,5044,,0.0075065612940017675,False,False
13,16.521055699999124,539700.4502592195,,,106,10201,2600,-359.5299172870514,4301,106,-199.99996046756246,-359.5299172870514,4301,,0.004604310690291206,False,False
14,18.504929899998388,539699.4359968668,,,162,10363,2800,-403.07840775361774,6253,162,-132.002642732396,-403.07840775361774,6253,,0.0010804823499402216,False,False
15,20.53284110000095,539699.4359790169,,,83,10446,3000,-403.07840775361774,6135,83,-104.16226799544393,-403.07840775361774,6135,,0.00017486599692639114,False,False
16,22.57184359999883,539699.4359790169,,,207,10653,3200,-403.07840775361774,6029,207,-169.07072539043247,-403.07840775361774,6029,,2.6838617279853354e-05,False,False
17,24.596455999999307,539699.4359790169,,,299,10952,3400,-410.04713577058465,5240,299,-410.04713577058465,-410.04713577058465,5240,,2.764503938862764e-06,False,False
18,26.71117030000096,539699.436022125,,,264,11216,3600,-410.04713577058465,4414,264,-410.04713577058465,-410.04713577058465,4414,,1.879259307764109e-06,False,False
19,28.85942960000102,539699.4359790169,,,36,11252,3800,-387.43736772333546,5485,36,-6.585482969967416e-05,-387.43736772333546,5485,,3.3073677105909955e-11,False,False
20,30.989516900001036,539699.435979017,539699.4359790168,539717.136351639,19,11271,4000,-403.07840775361774,4819,19,-31.641326063917404,-403.07840775361774,4819,0.0032795646886223237,0.0,False,True
