iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.1757922999968287,602348.6926190121,,,964,1362,200,-5927.603660655091,30339,964,-5927.603660655091,-5927.603660655091,30339,,,False,False
2,1.591579099997034,600585.596052213,,,995,2357,400,-4286.194435522108,20162,995,-4286.194435522108,-4286.194435522108,20162,,,False,False
3,2.1881512999971164,579402.5674040245,,,991,3348,600,-3964.756350655867,18461,991,-3964.756350655867,-3964.756350655867,18461,,,False,False
4,2.9432941999984905,567709.1643002545,,,984,4332,800,-2845.338358758808,14284,984,-2845.338358758808,-2845.338358758808,14284,,,False,False
5,3.8668148999968253,555374.9781842995,,,967,5299,1000,-2190.0220546756336,11417,967,-2190.0220546756336,-2190.0220546756336,11417,,,False,False
6,4.911352099999931,547099.9366009043,,,954,6253,1200,-2115.9641743495167,9440,954,-2115.9641743495167,-2115.9641743495167,9440,,0.09172221454965922,False,False
7,6.162359699999797,539130.1268822498,,,892,7145,1400,-1584.2125246756332,7753,892,-1584.2125246756332,-1584.2125246756332,7753,,0.10232591253257498,False,False
8,7.548913599999651,535750.2024599769,,,787,7932,1600,-694.653190419097,6013,787,-694.653190419097,-694.653190419097,6013,,0.07534030292552762,False,False
9,9.115070099996956,534891.559053735,,,471,8403,1800,-559.2034899128716,5407,471,-559.2034899128716,-559.2034899128716,5407,,0.05780707325197012,False,False
10,10.76960599999802,534762.2297989754,,,713,9116,2000,-446.7088749163404,4729,713,-434.82283238527975,-446.7088749163404,4729,,0.0371150109295775,False,False
11,12.667539399997622,534762.2297989754,,,526,9642,2200,-531.8904976563019,5704,526,-444.1491452189373,-531.8904976563019,5704,,0.022551102598516615,False,False
12,14.566676799997367,534762.2297989753,,,313,9955,2400,-497.71548765630223,5579,313,-228.75330558608948,-497.71548765630223,5579,,0.00810174921689831,False,False
13,16.52992599999925,534762.2297989754,,,369,10324,2600,-456.80727491634025,6723,369,-165.91299655701914,-456.80727491634025,6723,,0.0018440919974739489,False,False
14,18.55776319999859,534760.7223425484,,,82,10406,2800,-555.1561476563022,4290,82,-180.13974155037977,-555.1561476563022,4290,,0.00024460417999122434,False,False
15,20.630883699999686,534760.7223361147,,,99,10505,3000,-691.1593720550009,4140,99,-691.1593720550009,-691.1593720550009,4140,,2.81894041251534e-06,False,False
16,22.71793389999948,534760.7223175153,,,168,10673,3200,-539.441317656302,5667,168,-333.33332800000017,-539.441317656302,5667,,2.8189751932872443e-06,False,False
17,24.915756299997156,534760.7223123156,,,50,10723,3400,-602.2835476563021,4136,50,-143.10298098165595,-602.2835476563021,4136,,2.818984916438291e-06,False,False
18,27.062201299999288,534760.7222697487,,,68,10791,3600,-446.7088749163404,4146,68,-166.6666679816558,-446.7088749163404,4146,,2.819064516356204e-06,False,False
19,29.322265200000402,534760.7223324648,,,25,10816,3800,-446.7088749163404,4153,25,-166.66674396306644,-446.7088749163404,4153,,1.885640048849027e-11,False,False
20,31.47038109999994,534760.7223103993,534760.722340719,534762.2297989754,220,11036,4000,-446.7088749163404,3595,220,-78.302459,-446.7088749163404,3595,0.0002818931802658993,4.808776154557577e-11,False,True
