iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.187274800002342,615203.6055051195,,,979,1369,200,-5886.079163103072,28164,979,-5886.079163103072,-5886.079163103072,28164,,,False,False
2,1.6336728000023868,611838.0041746388,,,980,2349,400,-5815.623592465707,18754,980,-5815.623592465707,-5815.623592465707,18754,,,False,False
3,2.2694286000005377,607648.0225362779,,,987,3336,600,-3490.756914937871,14622,987,-3490.756914937871,-3490.756914937871,14622,,,False,False
4,3.0306707000017923,589716.2227929849,,,987,4323,800,-3208.943070018078,13385,987,-3208.943070018078,-3208.943070018078,13385,,,False,False
5,3.9175467999994,576485.5800401305,,,953,5276,1000,-2752.220515531216,9158,953,-2752.220515531216,-2752.220515531216,9158,,,False,False
6,4.962270300002274,563226.807434597,,,978,6254,1200,-2256.7745864464723,8659,978,-2256.7745864464723,-2256.7745864464723,8659,,0.08448714800337749,False,False
7,6.158116200000222,557263.9807442911,,,896,7150,1400,-1246.3832804468332,6217,896,-1246.3832804468332,-1246.3832804468332,6217,,0.08919685122202779,False,False
8,7.527077500002633,552316.4825436453,,,876,8026,1600,-920.3348564464727,5745,876,-920.3348564464727,-920.3348564464727,5745,,0.09105853708152102,False,False
9,9.064004600000771,550842.6752252246,,,784,8810,1800,-531.5804221115627,3818,784,-531.5804221115627,-531.5804221115627,3818,,0.06591907440437937,False,False
10,10.69004700000005,550444.2753325166,,,473,9283,2000,-550.0000439038135,3914,473,-550.0000439038135,-550.0000439038135,3914,,0.04517251707458336,False,False
11,12.412695600000006,550419.6325408982,,,580,9863,2200,-480.43499756105575,6015,580,-357.34139992483915,-480.43499756105575,6015,,0.02273892990291674,False,False
12,14.303029500002594,550398.0473579995,,,420,10283,2400,-624.3787777569792,7121,420,-624.3787777569792,-624.3787777569792,7121,,0.012320791623964919,False,False
13,16.346654600001784,550397.1807680153,,,283,10566,2600,-480.43499756105575,3603,283,-140.72821711156303,-480.43499756105575,3603,,0.0034750036189229857,False,False
14,18.309144099999685,550397.1807424304,,,178,10744,2800,-471.0933844971896,4019,178,-104.63106511156275,-471.0933844971896,4019,,0.0008087508517963753,False,False
15,20.302446400000917,550397.1807235884,,,112,10856,3000,-484.0120975610557,3787,112,-116.5906574464725,-484.0120975610557,3787,,8.555745066063965e-05,False,False
16,22.30798010000217,550397.180750638,,,100,10956,3200,-468.4425844971897,4192,100,-168.34349469434164,-468.4425844971897,4192,,4.079031512104136e-05,False,False
17,24.386108999999124,550397.1808185304,,,135,11091,3400,-464.86548449718975,3852,135,-126.78261144647286,-464.86548449718975,3852,,1.5743868882978828e-06,False,False
18,26.49074770000152,550397.1807886173,,,102,11193,3600,-486.6628975610556,4138,102,-38.13409244647255,-486.6628975610556,4138,,0.0,False,False
19,28.581585200001427,550397.180722596,,,68,11261,3800,-480.43499756105575,2230,68,-61.73347122874702,-480.43499756105575,2230,,3.6036479774171934e-11,False,False
20,30.708072600002197,550397.1807430033,550397.1807447585,550421.0187226476,233,11494,4000,-550.000049924839,3705,233,-550.000049924839,-550.000049924839,3705,0.004330862572150808,0.0,False,True
