iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.4833080999997037,313412.49879129964,,,357,564,125,-5887.287586658465,22462,357,-5887.287586658465,-5887.287586658465,22462,,,False,False
2,0.7305281999979343,293243.4479879289,,,322,886,250,-4722.572757479655,16825,322,-4722.572757479655,-4722.572757479655,16825,,,False,False
3,1.0410988999974506,288747.9872482611,,,324,1210,375,-3502.769019062066,16067,324,-3502.769019062066,-3502.769019062066,16067,,,False,False
4,1.4254338999999163,288096.1021409535,,,308,1518,500,-3087.871470392557,13553,308,-3087.871470392557,-3087.871470392557,13553,,,False,False
5,1.8841044999971928,284496.95652012026,,,282,1800,625,-3539.0256385606635,10973,282,-3539.0256385606635,-3539.0256385606635,10973,,,False,False
6,2.3954906999970262,283710.2725368912,,,242,2042,750,-3275.7354889353223,9914,242,-3275.7354889353223,-3275.7354889353223,9914,,0.09477039482776671,False,False
7,2.962943099999393,265981.27519318595,,,355,2397,875,-2757.3448627603457,10255,355,-2757.3448627603457,-2757.3448627603457,10255,,0.09296771328328261,False,False
8,3.59648659999948,265809.7800232718,,,355,2752,1000,-2736.1410701503905,9186,355,-2736.1410701503905,-2736.1410701503905,9186,,0.07944023244486684,False,False
9,4.263696300000447,265620.55819889694,,,335,3087,1125,-2105.7359430037286,8366,335,-2105.7359430037286,-2105.7359430037286,8366,,0.0780140507803892,False,False
10,4.994486199997482,265429.9793488397,,,343,3430,1250,-2138.815156660336,8541,343,-2138.815156660336,-2138.815156660336,8541,,0.06701996887594851,False,False
11,5.781174899999314,265276.8056140423,,,339,3769,1375,-1631.1327578026498,8025,339,-1631.1327578026498,-1631.1327578026498,8025,,0.06497285684448371,False,False
12,6.579144299998006,265106.9735433539,,,332,4101,1500,-3053.847159975397,6997,332,-3053.847159975397,-3053.847159975397,6997,,0.003287079698362348,False,False
