iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.30799670000124024,581568.9910015716,,,450,600,150,-3558.948280079147,5365,450,-3558.948280079147,-3558.948280079147,5365,,,False,False
2,0.49562349999905564,426110.0080484574,,,352,952,300,-3302.0956326864475,2031,352,-3302.0956326864475,-3302.0956326864475,2031,,,False,False
3,0.7152826999990793,413580.1095242826,,,308,1260,450,-2115.921369403357,1457,308,-2115.921369403357,-2115.921369403357,1457,,,False,False
4,0.9597474000001966,405501.01839459303,,,222,1482,600,-1737.3235023779453,1162,222,-1737.3235023779453,-1737.3235023779453,1162,,,False,False
5,1.2283683999994537,398021.292016173,,,147,1629,750,-1375.1171570865877,808,147,-1375.1171570865877,-1375.1171570865877,808,,,False,False
6,1.5129526999990048,394788.90976817015,,,105,1734,900,-1017.0381082100716,588,105,-1017.0381082100716,-1017.0381082100716,588,,0.32116581888544454,False,False
7,1.816957099999854,391862.7955658093,,,79,1813,1050,-1483.600313428147,719,79,-1483.600313428147,-1483.600313428147,719,,0.08037176277435258,False,False
8,2.1288854999984324,390251.64537805744,,,43,1856,1200,-480.0820449751636,647,43,-480.0820449751636,-480.0820449751636,647,,0.0564061559272243,False,False
9,2.442105999998603,390112.5029857871,,,15,1871,1350,-443.37672147338117,445,15,-372.99415804805403,-443.37672147338117,445,,0.0379493878208497,False,False
10,2.758922699998948,390112.5029857871,,,19,1890,1500,-600.000030784302,950,19,-600.000030784302,-600.000030784302,950,,0.019870266211950642,False,False
11,3.077314699999988,390112.5029857871,,,17,1907,1650,-820.5435989281466,303,17,-820.5435989281466,-820.5435989281466,303,,0.01184533472616833,False,False
12,3.4043376999979955,390112.5029857871,,,6,1913,1800,-461.2125976497341,727,6,-113.33401594178827,-461.2125976497341,727,,0.004466595450825957,False,False
13,3.7377764000011666,390112.50298578705,,,17,1930,1950,-485.2733399775798,630,17,-485.2733399775798,-485.2733399775798,630,,0.00035654530587715737,False,False
14,4.082782800000132,390112.5029857871,390112.5029857871,390112.5029857871,26,1956,2100,-479.48659764973445,584,26,-4.2449176817171974e-05,-479.48659764973445,584,0.0,0.0,False,True
