iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.1625308000002406,594602.9942367236,,,965,1366,200,-5950.457828150027,31082,965,-5950.457828150027,-5950.457828150027,31082,,,False,False
2,1.5838736000005156,593820.504280949,,,992,2358,400,-5970.093388150027,22373,992,-5970.093388150027,-5970.093388150027,22373,,,False,False
3,2.206421999999293,586597.4483604224,,,988,3346,600,-3549.7630686280136,16106,988,-3549.7630686280136,-3549.7630686280136,16106,,,False,False
4,2.949834400002146,573397.8607365617,,,987,4333,800,-3023.4470486280134,13309,987,-3023.4470486280134,-3023.4470486280134,13309,,,False,False
5,3.8890310999995563,556809.1673933376,,,979,5312,1000,-2454.1701301283515,11036,979,-2454.1701301283515,-2454.1701301283515,11036,,,False,False
6,4.951177300001291,545944.6146151054,,,922,6234,1200,-1884.98585976912,7851,922,-1884.98585976912,-1884.98585976912,7851,,0.08183339151206208,False,False
7,6.173114000001078,539360.6283803006,,,871,7105,1400,-1466.0863777614247,7206,871,-1466.0863777614247,-1466.0863777614247,7206,,0.09171100611723286,False,False
8,7.567415199999232,535769.812226206,,,768,7873,1600,-1068.16750822194,5915,768,-1068.16750822194,-1068.16750822194,5915,,0.0866482393953178,False,False
9,9.142957000000024,534429.244376905,,,608,8481,1800,-800.0000360558265,7433,608,-800.0000360558265,-800.0000360558265,7433,,0.06796086806044115,False,False
10,10.849481900000683,534167.1940046872,,,345,8826,2000,-484.63105247957947,2666,345,-322.16070959863055,-484.63105247957947,2666,,0.04066379419478153,False,False
11,12.636958800001594,534067.0315894799,,,400,9226,2200,-448.2397524795797,4660,400,-406.0671970558269,-448.2397524795797,4660,,0.021756021962043407,False,False
12,14.481227799999033,533878.4064048231,,,255,9481,2400,-484.63105247957947,7269,255,-273.5536376533262,-484.63105247957947,7269,,0.010164297664700955,False,False
13,16.41113459999906,533878.4064048459,,,221,9702,2600,-484.63105247957947,7071,221,-75.08186085650277,-484.63105247957947,7071,,0.003530258290404574,False,False
14,18.388209500000812,533878.4064089791,,,162,9864,2800,-484.63105247957947,5523,162,-213.33626775020184,-484.63105247957947,5523,,0.0010307032665627493,False,False
15,20.318037500001083,533878.4064048409,,,78,9942,3000,-472.2881934263369,5434,78,-109.63282685650302,-472.2881934263369,5434,,0.0005406314784727072,False,False
16,22.318417300000874,533878.406404823,,,151,10093,3200,-484.63105247957947,7230,151,-114.9057898565029,-484.63105247957947,7230,,0.0003531863483419921,False,False
17,24.497792400001345,533878.4064048231,,,240,10333,3400,-484.63105247957947,7944,240,-126.06624137509425,-484.63105247957947,7944,,0.0,False,False
18,26.56912640000155,533878.406404823,,,86,10419,3600,-484.63105247957947,4466,86,-119.06664114076739,-484.63105247957947,4466,,4.295700692287448e-14,False,False
19,28.652860900001542,533878.4064025909,,,81,10500,3800,-484.63105247957947,6657,81,-5.27298953011632,-484.63105247957947,6657,,1.1965597958718603e-11,False,False
20,30.698445800000627,533878.4064048602,533878.4064048228,533895.5082606238,24,10524,4000,-484.63105247957947,7582,24,-104.3598948565027,-484.63105247957947,7582,0.003203221517384335,0.0,False,True
