iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.245168299999932,560304.481973656,,,993,1454,200,-4692.480973228092,21059,993,-4692.480973228092,-4692.480973228092,21059,,,False,False
2,1.695118800002092,548214.0992519903,,,975,2429,400,-2999.999971610174,14252,975,-2999.999971610174,-2999.999971610174,14252,,,False,False
3,2.344573999998829,545925.329851018,,,969,3398,600,-2971.0549723697773,14326,969,-2971.0549723697773,-2971.0549723697773,14326,,,False,False
4,3.221801499999856,544223.5197412089,,,946,4344,800,-2284.977078963047,11446,946,-2284.977078963047,-2284.977078963047,11446,,,False,False
5,4.289212399999087,542332.309016349,,,913,5257,1000,-1834.3832199315398,9957,913,-1834.3832199315398,-1834.3832199315398,9957,,,False,False
6,5.5143965999996,541487.7820461798,,,890,6147,1200,-1390.755105153935,8323,890,-1390.755105153935,-1390.755105153935,8323,,0.0335829902006048,False,False
7,6.8889258000017435,540529.2807072613,,,895,7042,1400,-791.6479716919437,6978,895,-791.6479716919437,-791.6479716919437,6978,,0.014017914816883708,False,False
8,8.42659569999887,540001.6086273892,,,746,7788,1600,-894.6059816919436,3343,746,-894.6059816919436,-894.6059816919436,3343,,0.010850790208333837,False,False
9,10.189815900001122,539884.2700951495,,,743,8531,1800,-417.77699736751447,4657,743,-356.3729317632933,-417.77699736751447,4657,,0.007973285770748698,False,False
10,12.060483500001283,539551.2832510988,,,472,9003,2000,-1124.3385247694082,3450,472,-1124.3385247694082,-1124.3385247694082,3450,,0.005127899848515881,False,False
11,14.055952400001843,539434.7726114127,,,411,9414,2200,-454.08974908831124,4553,411,-454.08974908831124,-454.08974908831124,4553,,0.003791423376182439,False,False
12,16.118276799999876,539226.851402287,,,243,9657,2400,-455.54070695213704,3329,243,-216.18051215393507,-455.54070695213704,3329,,0.002409544406678751,False,False
13,18.24726649999866,539131.6279458163,,,243,9900,2600,-417.77699736751447,5356,243,-166.66663500000004,-417.77699736751447,5356,,0.0016110705369643198,False,False
14,20.60490000000209,539083.6193973668,,,80,9980,2800,-404.5642069521373,3302,80,-333.33331799999996,-404.5642069521373,3302,,0.0014830043069075619,False,False
15,22.752329999999347,539083.6193973668,,,135,10115,3000,-381.91879736751434,3947,135,-116.63744915644884,-381.91879736751434,3947,,0.0008667644174880233,False,False
16,25.057144599999447,539083.6193725049,,,31,10146,3200,-381.91879736751434,3473,31,-58.38024939255638,-381.91879736751434,3473,,0.0006509651522979636,False,False
17,27.249705000001995,539083.6193973668,,,67,10213,3400,-404.5642069521373,3708,67,-120.55632844064894,-404.5642069521373,3708,,0.0002656247635809889,False,False
18,29.551167599998735,539083.6193973668,,,77,10290,3600,-396.98229736751455,3333,77,-166.6667069535656,-396.98229736751455,3333,,8.904791698534339e-05,False,False
19,31.885422200000903,539083.6193973668,,,23,10313,3800,-381.91879736751434,3224,23,-104.20302995358679,-381.91879736751434,3224,,0.0,False,False
20,34.30666259999998,539083.6193973668,539083.6193872828,539083.6193973668,126,10439,4000,-381.91879736751434,3483,126,-288.4192517331869,-381.91879736751434,3483,1.8705839370974916e-09,0.0,False,True
