iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.1975192999998399,581207.5203435865,,,969,1367,200,-5950.457828150027,27452,969,-5950.457828150027,-5950.457828150027,27452,,,False,False
2,1.6152369000010367,581207.5203435863,,,985,2352,400,-5280.130832591804,20199,985,-5280.130832591804,-5280.130832591804,20199,,,False,False
3,2.228131600000779,573992.4968547954,,,978,3330,600,-4218.09907143584,15244,978,-4218.09907143584,-4218.09907143584,15244,,,False,False
4,2.984191200001078,553827.5130347182,,,992,4322,800,-3155.7456714358404,12081,992,-3155.7456714358404,-3155.7456714358404,12081,,,False,False
5,3.8950724999995145,539951.0333738528,,,977,5299,1000,-2055.2577053095542,9308,977,-2055.2577053095542,-2055.2577053095542,9308,,,False,False
6,4.952648300000874,534394.9354881191,,,970,6269,1200,-1989.582127597194,7904,970,-1989.582127597194,-1989.582127597194,7904,,0.0805436667918433,False,False
7,6.188899199998559,528772.5216623187,,,901,7170,1400,-1701.8757677246178,6593,901,-1701.8757677246178,-1701.8757677246178,6593,,0.09021734379876943,False,False
8,7.579554399999324,526907.4667961363,,,868,8038,1600,-1981.9925972648255,5251,868,-1981.9925972648255,-1981.9925972648255,5251,,0.08203074137146826,False,False
9,9.129535799998848,525270.9449095686,,,679,8717,1800,-1363.7963678655765,3759,679,-1363.7963678655765,-1363.7963678655765,3759,,0.05156220565618493,False,False
10,10.804060300000856,524961.2768330388,,,538,9255,2000,-400.00002522509203,3571,538,-400.00002522509203,-400.00002522509203,3571,,0.027761325776434646,False,False
11,12.585806799997954,524577.8428415274,,,367,9622,2200,-402.75679210555563,3979,367,-256.37202922509186,-402.75679210555563,3979,,0.018370482193332784,False,False
12,14.425931599998876,524523.7822410399,,,435,10057,2400,-383.7529981274879,3756,435,-200.00001522509183,-383.7529981274879,3756,,0.00803509873758554,False,False
13,16.352898500001174,524521.9588516735,,,258,10315,2600,-402.75679210555563,1716,258,-223.801261430267,-402.75679210555563,1716,,0.004527375478218054,False,False
14,18.3531710999996,524520.6665741678,,,307,10622,2800,-388.96821578729714,2981,307,-200.00001057892484,-388.96821578729714,2981,,0.001428364433007095,False,False
15,20.395646599998145,524520.6665741678,,,142,10764,3000,-388.58060836140066,3316,142,-116.7446305357712,-388.58060836140066,3316,,0.0008393195428224409,False,False
16,22.46484810000038,524520.6665741678,,,334,11098,3200,-388.96821578729714,6208,334,-130.65489612271176,-388.96821578729714,6208,,0.00010899481962472303,False,False
17,24.533948600001168,524520.6665741678,,,85,11183,3400,-388.96821578729714,3218,85,-175.57516953011645,-388.96821578729714,3218,,5.939991622136747e-06,False,False
18,26.59229469999991,524520.6665741678,,,102,11285,3600,-388.96821578729714,3412,102,-94.27750195982844,-388.96821578729714,3412,,2.4637243187432788e-06,False,False
19,28.713063299997884,524520.6665741678,,,55,11340,3800,-402.75679210555563,3318,55,-163.3263085142985,-402.75679210555563,3318,,0.0,False,False
20,30.839165900000808,524520.6665741677,524520.6665741678,524520.6665741678,122,11462,4000,-402.75679210555563,3523,122,-218.31452053501562,-402.75679210555563,3523,0.0,2.219461105074943e-16,False,True
