iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,3.008712300001207,1829357.9379506812,,,2467,3168,500,-5993.860831329492,82257,2467,-5993.860831329492,-5993.860831329492,82257,,,False,False
2,4.043917599999986,1827067.0806399528,,,2500,5668,1000,-5490.622801833893,54415,2500,-5490.622801833893,-5490.622801833893,54415,,,False,False
3,5.489382300002035,1815372.2838428759,,,2498,8166,1500,-4005.2245121629794,39083,2498,-4005.2245121629794,-4005.2245121629794,39083,,,False,False
4,7.257809500002622,1802894.0371238543,,,2460,10626,2000,-3480.564876488938,32576,2460,-3480.564876488938,-3480.564876488938,32576,,,False,False
5,9.572090800000296,1782015.3835077586,,,2444,13070,2500,-3432.782001678383,24380,2444,-3432.782001678383,-3432.782001678383,24380,,,False,False
6,12.323221300001023,1767788.524857733,,,2391,15461,3000,-3359.6937532264774,19329,2391,-3359.6937532264774,-3359.6937532264774,19329,,0.03365629646099808,False,False
7,15.545966500001668,1752324.5161483078,,,2169,17630,3500,-3044.695653836531,14449,2169,-3044.695653836531,-3044.695653836531,14449,,0.040908494977352154,False,False
8,19.237500800001726,1741842.5475480098,,,1985,19615,4000,-2973.266546974949,12391,1985,-2973.266546974949,-2973.266546974949,12391,,0.04050394343314224,False,False
9,23.35226710000279,1725595.5867690546,,,1614,21229,4500,-2891.526725766281,13522,1614,-2891.526725766281,-2891.526725766281,13522,,0.04287464973710455,False,False
10,28.058160900000075,1714095.376988338,,,1111,22340,5000,-1798.0116912821575,5870,1111,-1798.0116912821575,-1798.0116912821575,5870,,0.03811415274413922,False,False
11,33.07997580000301,1710606.1832594047,,,1102,23442,5500,-1791.8420951063345,5776,1102,-1791.8420951063345,-1791.8420951063345,5776,,0.03234682248145608,False,False
12,38.31804810000176,1708147.2850102754,,,768,24210,6000,-1510.5817382562932,3124,768,-804.1464804670477,-1510.5817382562932,3124,,0.02521064490676421,False,False
13,43.86096820000239,1708078.5771234608,,,459,24669,6500,-1508.0163382562937,6025,459,-400.00000886559087,-1508.0163382562937,6025,,0.01938405424306489,False,False
14,49.50925850000203,1707877.8072806012,,,679,25348,7000,-1504.6799935487925,5769,679,-399.9999961335466,-1504.6799935487925,5769,,0.010267631433635946,False,False
15,55.1662107000011,1707877.654875662,,,202,25550,7500,-1501.1680387882257,2902,202,-200.00000886559076,-1501.1680387882257,2902,,0.0036274073170891184,False,False
16,61.00333130000217,1707877.654865405,,,127,25677,8000,-1476.2368044731597,3415,127,-200.00004286559056,-1476.2368044731597,3415,,0.0015950652001039249,False,False
17,66.90738720000081,1707877.6548831798,,,187,25864,8500,-1510.5817382562932,4783,187,-192.06073213354648,-1510.5817382562932,4783,,0.00015784946032566235,False,False
18,72.98408420000123,1707877.6549136215,,,100,25964,9000,-1426.5619500106204,2800,100,-98.35077671573526,-1426.5619500106204,2800,,0.00011763054260519176,False,False
19,78.83332490000248,1707877.6548925273,,,87,26051,9500,-1508.0163382562937,2743,87,-332.9676574670475,-1508.0163382562937,2743,,8.922656721693398e-08,False,False
20,84.58104500000263,1707877.6548771511,1707877.6548515363,1707883.2541867124,183,26234,10000,-1504.6799935487925,4551,183,-12.547137515314262,-1504.6799935487925,4551,0.0003278523378249362,0.0,False,True
