iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.1925322999995842,558618.9629072201,,,958,1343,200,-5990.090495068338,37424,958,-5990.090495068338,-5990.090495068338,37424,,,False,False
2,1.6262898999993922,557687.6825976943,,,957,2300,400,-5990.090549834795,24794,957,-5990.090549834795,-5990.090549834795,24794,,,False,False
3,2.247627000000648,553864.1785182579,,,972,3272,600,-5098.34756301353,20186,972,-5098.34756301353,-5098.34756301353,20186,,,False,False
4,3.0446033000007446,551234.9078027005,,,980,4252,800,-4608.954902400038,18132,980,-4608.954902400038,-4608.954902400038,18132,,,False,False
5,3.963917600001878,546722.3365843063,,,963,5215,1000,-3370.7160011312917,16652,963,-3370.7160011312917,-3370.7160011312917,16652,,,False,False
6,5.081195999999181,543004.0747658387,,,929,6144,1200,-2500.0000495043832,15866,929,-2500.0000495043832,-2500.0000495043832,15866,,0.027952663941297105,False,False
7,6.332520899999508,538977.9045289193,,,914,7058,1400,-2246.816255749982,15275,914,-2246.816255749982,-2246.816255749982,15275,,0.03354884580133711,False,False
8,7.617363000001205,534669.6604700155,,,931,7989,1600,-2126.856774200607,12571,931,-2126.856774200607,-2126.856774200607,12571,,0.034655640846088215,False,False
9,9.060032699999283,529811.2764496969,,,916,8905,1800,-2000.000049321531,11307,916,-2000.000049321531,-2000.000049321531,11307,,0.038864794391199324,False,False
10,10.632367500002147,527675.493179393,,,879,9784,2000,-2655.7076768729007,10409,879,-2655.7076768729007,-2655.7076768729007,10409,,0.0348382389567437,False,False
11,12.374136099999305,519963.7007834426,,,891,10675,2200,-1893.6911607666968,6754,891,-1893.6911607666968,-1893.6911607666968,6754,,0.04243130954833417,False,False
12,14.310730000001058,518452.50689414254,,,877,11552,2400,-1883.851947200114,6764,877,-1883.851947200114,-1883.851947200114,6764,,0.03808207620814521,False,False
13,16.371233300000313,516269.2718411179,,,835,12387,2600,-1865.2127472001143,7298,835,-1865.2127472001143,-1865.2127472001143,7298,,0.03441449924935382,False,False
14,18.789492300002166,515620.4170741686,,,588,12975,2800,-1800.0000472001143,5915,588,-1800.0000472001143,-1800.0000472001143,5915,,0.026784743938676043,False,False
15,21.195508900000277,515129.4124166017,,,612,13587,3000,-1800.000032418976,13077,612,-1800.000032418976,-1800.000032418976,13077,,0.023776129316140142,False,False
16,23.699765800000023,512782.1311334319,,,465,14052,3200,-1782.3076266502192,5355,465,-1782.3076266502192,-1782.3076266502192,5355,,0.013811675005755242,False,False
17,26.345375100001547,510895.6604675131,,,334,14386,3400,-1632.1616746758878,4824,334,-1632.1616746758878,-1632.1616746758878,4824,,0.014575773723035378,False,False
18,29.209393799999816,506303.93266940187,,,282,14668,3600,-1042.5970806886721,7691,282,-1042.5970806886721,-1042.5970806886721,7691,,0.019302599854873505,False,False
19,32.060603800000536,506242.52514567523,,,204,14872,3800,-423.5530479140175,4965,204,-200.0000030886722,-423.5530479140175,4965,,0.01818758842349031,False,False
20,34.95195170000079,506146.54292150075,,,222,15094,4000,-423.5530479140175,6367,222,-276.9348069249593,-423.5530479140175,6367,,0.01743808308859725,False,False
21,37.86193060000005,506146.54292150075,,,91,15185,4200,-423.5530479140175,3853,91,-153.48986700758041,-423.5530479140175,3853,,0.012940365525733412,False,False
22,40.72896799999944,506146.54292150075,,,98,15283,4400,-423.5530479140175,7950,98,-360.1061409249594,-423.5530479140175,7950,,0.009295670160256375,False,False
23,43.84633480000048,506146.5429215007,,,115,15398,4600,-423.5530479140175,7266,115,-148.78388092495925,-423.5530479140175,7266,,0.00031086021210889776,False,False
24,46.87926060000245,506146.5429215006,,,79,15477,4800,-423.5530479140175,7009,79,-200.0000432886477,-423.5530479140175,7009,,0.00018959731631995778,False,False
25,49.80012160000115,506146.5429215008,506146.5429215006,506154.32520475675,115,15592,5000,-423.5530479140175,6937,115,-31.68350968502,-423.5530479140175,6937,0.0015375317109127644,0.0,False,True
