iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.2665954999974929,501790.7306680147,,,375,500,125,-3726.9911712382846,4624,375,-3726.9911712382846,-3726.9911712382846,4624,,,False,False
2,0.4379640000006475,341142.0698741495,,,281,781,250,-3575.4331660511384,1646,281,-3575.4331660511384,-3575.4331660511384,1646,,,False,False
3,0.6291074000000663,329479.50001939334,,,191,972,375,-2517.6473020511385,1130,191,-2517.6473020511385,-2517.6473020511385,1130,,,False,False
4,0.8371349000008195,325949.36889494775,,,154,1126,500,-1855.293663602621,1110,154,-1855.293663602621,-1855.293663602621,1110,,,False,False
5,1.0620333999977447,321429.3595874717,,,106,1232,625,-1773.124295030177,687,106,-1773.124295030177,-1773.124295030177,687,,,False,False
6,1.3088010999999824,319538.3533042215,,,100,1332,750,-1805.9765929764717,792,100,-1805.9765929764717,-1805.9765929764717,792,,0.36320395380992304,False,False
7,1.5592766999980086,316159.1780628605,,,128,1460,875,-1606.0509929764721,791,128,-1606.0509929764721,-1606.0509929764721,791,,0.07323310144804313,False,False
8,1.816856800000096,315947.694708938,,,58,1518,1000,-1406.0510097181393,488,58,-1406.0510097181393,-1406.0510097181393,488,,0.04107024961995765,False,False
9,2.0959771999987424,314250.31426823523,,,46,1564,1125,-800.0000282604549,579,46,-800.0000282604549,-800.0000282604549,579,,0.035892245063628515,False,False
10,2.3762390999982017,313919.43258551555,,,5,1569,1250,-449.55471820017056,573,5,-107.34555010462009,-449.55471820017056,573,,0.023364160049332547,False,False
11,2.6546902999980375,313919.43258551555,,,7,1576,1375,-432.1936497969591,465,7,-190.2922865805831,-432.1936497969591,465,,0.017584495446643294,False,False
12,2.9350009000008868,313919.43258551555,,,27,1603,1500,-474.47777252946435,547,27,-474.47777252946435,-474.47777252946435,547,,0.007084233616332462,False,False
13,3.2168543999978283,313919.43258551555,,,18,1621,1625,-410.84761622522274,561,18,-374.99999,-410.84761622522274,561,,0.006419613617662157,False,False
14,3.5068118999988656,313919.4325855155,,,11,1632,1750,-817.7304378607582,553,11,-817.7304378607582,-817.7304378607582,553,,0.00105292395169194,False,False
15,3.7987341999978526,313919.4325855155,313919.43258551555,313919.43258551555,4,1636,1875,-449.55471820017056,543,4,-188.4223678607582,-449.55471820017056,543,0.0,1.8542229270120422e-16,False,True
