iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.2241410999995423,563989.2536887465,,,994,1409,200,-5795.674660727819,33464,994,-5795.674660727819,-5795.674660727819,33464,,,False,False
2,1.6907694000001356,561701.3664469215,,,993,2402,400,-5344.715169639577,21415,993,-5344.715169639577,-5344.715169639577,21415,,,False,False
3,2.3314618000003975,550409.9707898645,,,997,3399,600,-3211.3065512754833,17152,997,-3211.3065512754833,-3211.3065512754833,17152,,,False,False
4,3.1114879000015208,543180.3975571514,,,994,4393,800,-2317.331291874377,16770,994,-2317.331291874377,-2317.331291874377,16770,,,False,False
5,4.0278136000015365,535754.0569259312,,,983,5376,1000,-2168.1750190742905,13832,983,-2168.1750190742905,-2168.1750190742905,13832,,,False,False
6,5.087584000000788,528203.2456488023,,,974,6350,1200,-1927.2727490883126,11821,974,-1927.2727490883126,-1927.2727490883126,11821,,0.0634515778552294,False,False
7,6.328435499999614,524862.6249950362,,,969,7319,1400,-1888.3075221455733,9851,969,-1888.3075221455733,-1888.3075221455733,9851,,0.06558421191835649,False,False
8,7.673915100000158,519540.7852254152,,,934,8253,1600,-1660.6564890883114,8088,934,-1660.6564890883114,-1660.6564890883114,8088,,0.05608398685102051,False,False
9,9.199372800001584,516315.1599113838,,,820,9073,1800,-859.8547968182797,9233,820,-859.8547968182797,-859.8547968182797,9233,,0.049459144266966876,False,False
10,10.870697400001518,515028.5569087319,,,649,9722,2000,-458.2931331564487,7849,649,-458.2931331564487,-458.2931331564487,7849,,0.03868472809355637,False,False
11,12.663381000002119,514833.2014295669,,,635,10357,2200,-400.00003754708086,9061,635,-400.00003754708086,-400.00003754708086,9061,,0.025312309853023872,False,False
12,14.601324999999633,514791.7118795168,,,505,10862,2400,-404.5642069521373,7076,505,-317.40592731460083,-404.5642069521373,7076,,0.019187712433543225,False,False
13,16.6153822999986,514649.99137887533,,,308,11170,2600,-381.91879736751434,3906,308,-240.57830576329343,-381.91879736751434,3906,,0.0094136860581944,False,False
14,18.688315200000943,514621.7865743031,,,278,11448,2800,-404.5642069521373,5977,278,-179.06211515393534,-404.5642069521373,5977,,0.003279728097411161,False,False
15,20.838303100001212,514605.0767634201,,,291,11739,3000,-381.91879736751434,4908,291,-91.7499144730873,-381.91879736751434,4908,,0.0008222459505033675,False,False
16,23.03803170000174,514605.0767877538,,,239,11978,3200,-381.91879736751434,4301,239,-103.99162408086568,-381.91879736751434,4301,,0.000443103982376541,False,False
17,25.602196799998637,514605.0768144206,,,113,12091,3400,-341.1217294962712,958,113,-43.85479896304696,-341.1217294962712,958,,0.0003625448133474966,False,False
18,28.21308610000051,514605.07680501783,,,55,12146,3600,-404.5642069521373,1613,55,-25.48390471015,-404.5642069521373,1613,,8.727207735331974e-05,False,False
19,31.05388210000092,514605.076751018,,,24,12170,3800,-404.5642069521373,4238,24,-106.94562181299852,-404.5642069521373,4238,,3.247010468862157e-05,False,False
20,33.749284599998646,514605.07679524785,514605.07680505264,514609.1150606575,106,12276,4000,-381.91879736751434,4544,106,-4.908831215288956e-05,-381.91879736751434,4544,0.000784722906507616,0.0,False,True
