iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,2.974091199997929,1801602.429124101,,,2485,3180,500,-5322.045060074033,82062,2485,-5322.045060074033,-5322.045060074033,82062,,,False,False
2,3.983748299997387,1798355.6620392962,,,2493,5673,1000,-5961.465092438272,53421,2493,-5961.465092438272,-5961.465092438272,53421,,,False,False
3,5.409947899999679,1787447.1643889537,,,2495,8168,1500,-4302.783321872677,38511,2495,-4302.783321872677,-4302.783321872677,38511,,,False,False
4,7.314496999999392,1772464.9758697124,,,2484,10652,2000,-3495.865011856786,35021,2484,-3495.865011856786,-3495.865011856786,35021,,,False,False
5,9.668667999998434,1749223.162368182,,,2466,13118,2500,-3329.5382194185413,28334,2466,-3329.5382194185413,-3329.5382194185413,28334,,,False,False
6,12.439081999997143,1728224.2557783038,,,2438,15556,3000,-3202.1175878592067,20816,2438,-3202.1175878592067,-3202.1175878592067,20816,,0.04072939298903591,False,False
7,15.62819319999835,1716738.330456545,,,2303,17859,3500,-3051.746787859207,17111,2303,-3051.746787859207,-3051.746787859207,17111,,0.04538442161668891,False,False
8,19.412092099999427,1708354.1441497833,,,2181,20040,4000,-2992.524994556375,12604,2181,-2992.524994556375,-2992.524994556375,12604,,0.04424915142384569,False,False
9,23.665017600000283,1695591.2889821054,,,1608,21648,4500,-2930.1483878592057,12261,1608,-2930.1483878592057,-2930.1483878592057,12261,,0.043371061168577744,False,False
10,28.503189899998688,1683835.1290126818,,,1303,22951,5000,-2793.358870213609,7573,1303,-2793.358870213609,-2793.358870213609,7573,,0.03738118426637735,False,False
11,33.54306720000022,1672764.1583089856,,,1255,24206,5500,-1609.0702269354595,6573,1255,-1609.0702269354595,-1609.0702269354595,6573,,0.03209079914477985,False,False
12,39.039493199998105,1670291.6393938952,,,841,25047,6000,-1400.8673648432436,2829,841,-540.4774329769871,-1400.8673648432436,2829,,0.02705519544746113,False,False
13,44.72896489999766,1669842.4856204938,,,778,25825,6500,-1410.1572267513711,6840,778,-570.1009365769869,-1410.1572267513711,6840,,0.02254313525165245,False,False
14,50.976975099998526,1669839.8644638238,,,480,26305,7000,-1416.7722717882261,4525,480,-374.9999791245368,-1416.7722717882261,4525,,0.015187282858560004,False,False
15,57.131702399998176,1669787.9567433612,,,468,26773,7500,-1415.8973977427104,4024,468,-168.3510774699389,-1415.8973977427104,4024,,0.008342367983234292,False,False
16,63.790771299998596,1669787.3531920435,,,317,27090,8000,-1404.4493010620236,3839,317,-167.68994452357174,-1404.4493010620236,3839,,0.0017795725130501571,False,False
17,70.33411669999987,1669786.8172913159,,,497,27587,8500,-1416.1721717882265,7733,497,-168.4666330757418,-1416.1721717882265,7733,,0.00030223590340335704,False,False
18,76.78882129999693,1669786.8172913156,,,268,27855,9000,-1416.1721717882265,3784,268,-115.15749561806706,-1416.1721717882265,3784,,3.333747323924215e-05,False,False
19,83.27552149999974,1669786.8172913156,,,195,28050,9500,-1424.4341172824156,3708,195,-249.99993860350287,-1424.4341172824156,3708,,3.1767820158752554e-05,False,False
20,89.89567009999882,1669786.8172913156,1669786.8172913159,1669788.7090198402,168,28218,10000,-1424.4341172824156,3853,168,-52.00983432753583,-1424.4341172824156,3853,0.0001132914909612684,6.823932589458114e-07,False,True
