iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.29094390000318526,602156.9159438079,,,450,600,150,-3569.887163938095,5061,450,-3569.887163938095,-3569.887163938095,5061,,,False,False
2,0.47584249999999884,427641.69830062456,,,316,916,300,-3986.9868604324706,1678,316,-3986.9868604324706,-3986.9868604324706,1678,,,False,False
3,0.6838049000034516,416144.0890187904,,,266,1182,450,-1774.8238106020178,1334,266,-1774.8238106020178,-1774.8238106020178,1334,,,False,False
4,0.9231663000027766,411888.2143699171,,,182,1364,600,-1743.3340616541636,1130,182,-1743.3340616541636,-1743.3340616541636,1130,,,False,False
5,1.1775260000031267,409196.31508980907,,,107,1471,750,-1743.3340616541636,802,107,-1743.3340616541636,-1743.3340616541636,802,,,False,False
6,1.4455263000018022,407271.25384600385,,,138,1609,900,-1746.8051135810747,753,138,-1746.8051135810747,-1746.8051135810747,753,,0.32364597489068847,False,False
7,1.7261410000028263,403861.67564602365,,,73,1682,1050,-1397.052513581075,917,73,-1397.052513581075,-1397.052513581075,917,,0.05560735248479902,False,False
8,2.0174959000032686,401031.68937798415,,,33,1715,1200,-948.4662068025145,623,33,-948.4662068025145,-948.4662068025145,623,,0.03631530529831429,False,False
9,2.3103711000003386,399452.6680124631,,,25,1740,1350,-490.86240252643483,381,25,-490.86240252643483,-490.86240252643483,381,,0.03019155664960508,False,False
10,2.6089809000004607,399434.6442687517,,,33,1773,1500,-578.7580029322587,358,33,-578.7580029322587,-578.7580029322587,358,,0.02385571536467742,False,False
11,2.911687100000563,399434.6442687517,,,39,1812,1650,-522.5364995757832,571,39,-522.5364995757832,-522.5364995757832,571,,0.019241744913858508,False,False
12,3.2206702000003133,399434.6442687517,,,14,1826,1800,-516.8679395086015,611,14,-177.15329144356292,-516.8679395086015,611,,0.010961751620007947,False,False
13,3.5286977000032493,399434.6442687517,,,6,1832,1950,-534.1556395086013,811,6,-199.99999602961157,-534.1556395086013,811,,0.0039823414247126,False,False
14,3.8353344000024663,399434.6442687517,399434.6442687517,399434.6442687517,2,1834,2100,-536.8508395086014,363,2,-199.99999798178214,-536.8508395086014,363,0.0,4.512109983151095e-05,False,True
