iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.0957629999975325,608206.6757565768,,,959,1335,200,-5974.397663720882,30918,959,-5974.397663720882,-5974.397663720882,30918,,,False,False
2,1.5293120999995153,607177.9558506998,,,955,2290,400,-5832.328661471178,18228,955,-5832.328661471178,-5832.328661471178,18228,,,False,False
3,2.0979573000004166,600956.6292107264,,,972,3262,600,-3582.9981416233127,17029,972,-3582.9981416233127,-3582.9981416233127,17029,,,False,False
4,2.7814556999983324,593667.9640718941,,,970,4232,800,-3413.1008369457613,14877,970,-3413.1008369457613,-3413.1008369457613,14877,,,False,False
5,3.583322300000873,584755.7285730543,,,981,5213,1000,-2881.8529139378975,13816,981,-2881.8529139378975,-2881.8529139378975,13816,,,False,False
6,4.460057399999641,582837.7458311194,,,960,6173,1200,-2832.3363134975957,11992,960,-2832.3363134975957,-2832.3363134975957,11992,,0.041711034976556045,False,False
7,5.451655400000163,576306.5041231626,,,927,7100,1400,-2570.0389416233124,10539,927,-2570.0389416233124,-2570.0389416233124,10539,,0.05084415768073149,False,False
8,6.5389305999997305,571781.4314116107,,,958,8058,1600,-2132.4241121664386,9561,958,-2132.4241121664386,-2132.4241121664386,9561,,0.04854792572541095,False,False
9,7.755494199998793,567069.9641873309,,,837,8895,1800,-2154.9665011172583,8375,837,-2154.9665011172583,-2154.9665011172583,8375,,0.044802821601035714,False,False
10,9.100938299998234,559290.1156666797,,,892,9787,2000,-2001.593385876372,5360,892,-2001.593385876372,-2001.593385876372,5360,,0.04354914652741733,False,False
11,10.59867149999991,553990.3931324726,,,637,10424,2200,-1793.5045156660517,5727,637,-1793.5045156660517,-1793.5045156660517,5727,,0.0494946542240684,False,False
12,12.27221279999867,549412.5014395802,,,497,10921,2400,-1408.9464641809636,5468,497,-1408.9464641809636,-1408.9464641809636,5468,,0.046666144649019685,False,False
13,14.17101410000032,547231.2081150287,,,438,11359,2600,-1800.0000459378978,5175,438,-1800.0000459378978,-1800.0000459378978,5175,,0.042936377342601965,False,False
14,16.056169799998315,546649.8749684475,,,353,11712,2800,-982.9284316543826,4228,353,-982.9284316543826,-982.9284316543826,4228,,0.03600982331721183,False,False
15,18.06652159999794,546644.719442215,,,260,11972,3000,-490.4276591000853,4750,260,-361.81312378099256,-490.4276591000853,4750,,0.022609725919062944,False,False
16,20.052468599998974,546641.2391490515,,,214,12186,3200,-490.42255910008544,4638,214,-298.04380694587803,-490.42255910008544,4638,,0.013265850950710973,False,False
17,22.079091799998423,546641.239170179,,,209,12395,3400,-494.9938591000855,4922,209,-419.15543165438294,-494.9938591000855,4922,,0.005044046617322894,False,False
18,24.15139459999773,546641.2391107611,,,156,12551,3600,-490.42255910008544,4580,156,-365.9298679543831,-490.42255910008544,4580,,0.001078098243519002,False,False
19,26.291881699999067,546641.2391698377,,,222,12773,3800,-490.4276591000853,6762,222,-402.43764358426097,-490.4276591000853,6762,,1.579767782863573e-05,False,False
20,28.459361599998374,546641.239187619,546641.2391141262,546653.3587725161,94,12867,4000,-490.42255910008544,4931,94,-258.1367410700725,-490.42255910008544,4931,0.002217064652663575,6.3665749842977304e-06,False,True
