iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.2083430000020599,564297.6819448906,,,960,1369,200,-5828.054583271061,34523,960,-5828.054583271061,-5828.054583271061,34523,,,False,False
2,1.658535300000949,563729.8486039101,,,985,2354,400,-5237.675636155294,23483,985,-5237.675636155294,-5237.675636155294,23483,,,False,False
3,2.29658500000005,557356.7432145143,,,979,3333,600,-3331.718118226822,20707,979,-3331.718118226822,-3331.718118226822,20707,,,False,False
4,3.0324183000011544,549320.8263312273,,,988,4321,800,-2998.5268252090905,18735,988,-2998.5268252090905,-2998.5268252090905,18735,,,False,False
5,3.9074596999998903,542974.1293029032,,,984,5305,1000,-2461.443611720305,15987,984,-2461.443611720305,-2461.443611720305,15987,,,False,False
6,4.957457200001954,536948.6005846243,,,977,6282,1200,-2173.0195498131848,13950,977,-2173.0195498131848,-2173.0195498131848,13950,,0.04846569857598179,False,False
7,6.135720300000685,529367.1743374943,,,968,7250,1400,-2048.3994120180055,12877,968,-2048.3994120180055,-2048.3994120180055,12877,,0.06095592481312763,False,False
8,7.504748899998958,522829.6388428754,,,947,8197,1600,-1842.287238492257,11874,947,-1842.287238492257,-1842.287238492257,11874,,0.06194794409861511,False,False
9,9.072340599999734,515107.8209764744,,,920,9117,1800,-1800.0000499985015,9872,920,-1800.0000499985015,-1800.0000499985015,9872,,0.06228237436991569,False,False
10,10.854778799999622,513897.3963691885,,,888,10005,2000,-689.2703656063636,11353,888,-689.2703656063636,-689.2703656063636,11353,,0.05355086248960854,False,False
11,12.859392499998648,513560.02738956944,,,872,10877,2200,-541.7118148778354,8091,872,-541.7118148778354,-541.7118148778354,8091,,0.043558309248947935,False,False
12,15.063696600002004,513335.7547249167,,,740,11617,2400,-423.8243516851271,10949,740,-416.65173999850117,-423.8243516851271,10949,,0.03028412109731019,False,False
13,17.45199330000105,513088.46243993193,,,628,12245,2600,-446.7803372291196,7656,628,-340.2729250161551,-446.7803372291196,7656,,0.018631645337671816,False,False
14,19.984116300001915,513018.9774308824,,,394,12639,2800,-446.7803372291196,10348,394,-215.72856701615547,-446.7803372291196,10348,,0.0040551578922490925,False,False
15,22.689239899998938,512983.3935161263,,,363,13002,3000,-499.4889859232719,9785,363,-499.4889859232719,-499.4889859232719,9785,,0.001778570702089237,False,False
16,25.39199970000118,512983.3935681505,,,189,13191,3200,-446.7803372291196,9458,189,-251.6034212435411,-446.7803372291196,9458,,0.001122816789986463,False,False
17,28.061788800001523,512983.39354206156,,,545,13736,3400,-451.5237469232718,11163,545,-451.5237469232718,-451.5237469232718,11163,,0.0006864146508632977,False,False
18,30.9046989999988,512981.2859963443,,,237,13973,3600,-446.7803372291196,11569,237,-171.41401887783513,-446.7803372291196,11569,,0.00020888492225682562,False,False
19,33.73556240000107,512981.2859963443,,,190,14163,3800,-819.3469188778349,7084,190,-819.3469188778349,-819.3469188778349,7084,,7.34698640718147e-05,False,False
20,36.62425340000118,512981.28599634435,512981.28599634435,513061.31139877526,220,14383,4000,-446.7803372291196,8659,220,-264.63400387783486,-446.7803372291196,8659,0.015597629494364882,4.1083586888225965e-06,False,False
