iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,2.992164799998136,1821595.902087533,,,2473,3160,500,-5982.6130891115345,86495,2473,-5982.6130891115345,-5982.6130891115345,86495,,,False,False
2,4.004699999997683,1820286.332927743,,,2484,5644,1000,-5432.521778068814,52209,2484,-5432.521778068814,-5432.521778068814,52209,,,False,False
3,5.403260899998713,1808214.3089824645,,,2485,8129,1500,-4680.481941619109,43409,2485,-4680.481941619109,-4680.481941619109,43409,,,False,False
4,7.143093399998179,1793013.6531152925,,,2482,10611,2000,-3489.4089671040597,39486,2482,-3489.4089671040597,-3489.4089671040597,39486,,,False,False
5,9.182533200000762,1785835.3206745363,,,2465,13076,2500,-3439.539323462862,34153,2465,-3439.539323462862,-3439.539323462862,34153,,,False,False
6,11.62227939999866,1764980.3829872562,,,2422,15498,3000,-3286.9266987377896,27309,2422,-3286.9266987377896,-3286.9266987377896,27309,,0.031080174826587974,False,False
7,14.479726499997923,1753145.0714607472,,,2371,17869,3500,-3146.835650371043,21415,2371,-3146.835650371043,-3146.835650371043,21415,,0.03688500004227687,False,False
8,17.779558399997768,1737075.5585559907,,,2189,20058,4000,-3000.000049521644,14233,2189,-3000.000049521644,-3000.000049521644,14233,,0.03934199064407674,False,False
9,21.546136999997543,1731810.3795963472,,,1916,21974,4500,-2948.6025876905956,12056,1916,-2948.6025876905956,-2948.6025876905956,12056,,0.03413430422719146,False,False
10,25.80367320000005,1723526.3686008141,,,1569,23543,5000,-2850.495294857328,8504,1569,-2850.495294857328,-2850.495294857328,8504,,0.034890648287876365,False,False
11,30.581375199999457,1711307.7229285347,,,1017,24560,5500,-2809.8829948573275,5260,1017,-2809.8829948573275,-2809.8829948573275,5260,,0.03040977711484795,False,False
12,35.6947196000001,1703640.819431186,,,1076,25636,6000,-2164.5225104224132,5962,1076,-2164.5225104224132,-2164.5225104224132,5962,,0.028237396228889097,False,False
13,41.10235570000077,1698973.1898242524,,,788,26424,6500,-1411.2810542231427,8526,788,-736.2623639187559,-1411.2810542231427,8526,,0.02193477914306291,False,False
14,46.755602799999906,1698578.603254156,,,607,27031,7000,-1399.4769160404621,9919,607,-507.5082582970407,-1399.4769160404621,9919,,0.019189038669428102,False,False
15,52.6494574999997,1698570.6253058587,,,446,27477,7500,-1386.262991705762,4931,446,-331.11835732204054,-1386.262991705762,4931,,0.014479467067982794,False,False
16,58.59889689999909,1698569.1019309864,,,325,27802,8000,-1431.5983241822914,4590,325,-200.00003729704054,-1431.5983241822914,4590,,0.007443793320671123,False,False
17,64.61948579999807,1698568.8547614443,,,506,28308,8500,-1386.262991705762,11797,506,-200.00002523159128,-1386.262991705762,11797,,0.0029771326278946082,False,False
18,71.059160599998,1698568.8547609437,,,260,28568,9000,-1422.114324182292,11134,260,-145.56033737813914,-1422.114324182292,11134,,0.0002379879010042154,False,False
19,77.36961659999724,1698568.8547825837,,,406,28974,9500,-1431.5983241822914,11135,406,-168.09369443265905,-1431.5983241822914,11135,,5.7391936726510405e-06,False,False
20,83.6673340999987,1698568.854752836,1698568.854738419,1698575.060522126,187,29161,10000,-1412.6608564119615,13908,187,-31.906381472248995,-1412.6608564119615,13908,0.0003653523386350746,1.0423782186297033e-06,False,True
