iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.1208277000005182,548734.832762718,,,989,1462,200,-4607.514666443563,20408,989,-4607.514666443563,-4607.514666443563,20408,,,False,False
2,1.5737492999978713,543120.3129419792,,,968,2430,400,-3102.9571241300528,13752,968,-3102.9571241300528,-3102.9571241300528,13752,,,False,False
3,2.2188071999989916,541161.9461329525,,,967,3397,600,-2737.7321156079124,12656,967,-2737.7321156079124,-2737.7321156079124,12656,,,False,False
4,3.039184400000522,539483.8751042129,,,963,4360,800,-1771.7166925055928,9362,963,-1771.7166925055928,-1771.7166925055928,9362,,,False,False
5,4.032018199999584,538425.7043478452,,,853,5213,1000,-2126.2362088900145,7859,853,-2126.2362088900145,-2126.2362088900145,7859,,,False,False
6,5.20819180000035,536938.7663205161,,,816,6029,1200,-871.1862302621826,6354,816,-871.1862302621826,-871.1862302621826,6354,,0.021496842806227795,False,False
7,6.560276199998043,535785.1313356016,,,709,6738,1400,-637.7410394045696,4626,709,-637.7410394045696,-637.7410394045696,4626,,0.01350562928984245,False,False
8,8.098971600000368,535563.434183572,,,644,7382,1600,-410.6246378900146,5935,644,-410.6246378900146,-410.6246378900146,5935,,0.0103453540837202,False,False
9,9.76589740000054,534929.0531130328,,,600,7982,1800,-365.67093727581914,7330,600,-270.21455847903803,-365.67093727581914,7330,,0.008442925176030902,False,False
10,11.630246699998679,534807.0601846339,,,282,8264,2000,-446.926756479038,4420,282,-446.926756479038,-446.926756479038,4420,,0.006720786422323984,False,False
11,13.455183999998553,534802.3540448496,,,313,8577,2200,-410.09364205057,5719,313,-235.50644250559253,-410.09364205057,5719,,0.003978875077891459,False,False
12,15.401398199999676,534743.413260271,,,157,8734,2400,-410.09364205057,4345,157,-148.4033144045693,-410.09364205057,4345,,0.001944283285230059,False,False
13,17.31882819999737,534743.413260271,,,54,8788,2600,-410.09364205057,4300,54,-166.66666723746766,-410.09364205057,4300,,0.001531136875599169,False,False
14,19.236498199999915,534743.4132602711,,,311,9099,2800,-410.09364205057,4101,311,-130.07374268216518,-410.09364205057,4101,,0.00034703639983923274,False,False
15,21.270556499999657,534743.413260271,,,81,9180,3000,-410.09364205057,4528,81,-90.64906425587287,-410.09364205057,4528,,0.00011900913264123781,False,False
16,23.26735429999826,534743.413260271,,,113,9293,3200,-410.09364205057,3992,113,-96.45205746756164,-410.09364205057,3992,,0.00011021040601802282,False,False
17,25.269817099997454,534743.4132602711,,,151,9444,3400,-410.09364205057,3861,151,-79.20231746756235,-410.09364205057,3861,,0.0,False,False
18,27.24564090000058,534743.413260271,,,225,9669,3600,-575.0000961997443,8328,225,-575.0000961997443,-575.0000961997443,8328,,0.0,False,False
19,29.233747599999333,534743.413260271,,,31,9700,3800,-410.09364205057,2618,31,-166.66667158995006,-410.09364205057,2618,,2.177031431152439e-16,False,False
20,31.385822099997313,534743.4132602711,534743.413260271,534743.413260271,26,9726,4000,-410.09364205057,4476,26,-85.35126525587293,-410.09364205057,4476,0.0,0.0,False,True
