iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.117082600001595,589539.9982590644,,,944,1332,200,-5930.033996880643,39105,944,-5930.033996880643,-5930.033996880643,39105,,,False,False
2,1.5593348000002152,588830.5792556796,,,963,2295,400,-6086.92225552789,28977,963,-6086.92225552789,-6086.92225552789,28977,,,False,False
3,2.2018097000000125,586860.0160836588,,,979,3274,600,-5568.543976595716,21787,979,-5568.543976595716,-5568.543976595716,21787,,,False,False
4,3.0275877000021865,580298.7570342008,,,956,4230,800,-4113.848774413176,18854,956,-4113.848774413176,-4113.848774413176,18854,,,False,False
5,4.013885100001062,574703.4884601594,,,955,5185,1000,-3140.322509760529,16627,955,-3140.322509760529,-3140.322509760529,16627,,,False,False
6,5.1238222000029054,571631.7151385141,,,958,6143,1200,-3052.980792206179,15552,958,-3052.980792206179,-3052.980792206179,15552,,0.03037670586123795,False,False
7,6.360542400001577,558324.9058608478,,,966,7109,1400,-2924.463751563021,15191,966,-2924.463751563021,-2924.463751563021,15191,,0.05180721665881041,False,False
8,7.806468200000381,553816.4526551039,,,957,8066,1600,-3032.899881245492,13272,957,-3032.899881245492,-3032.899881245492,13272,,0.05630569901331368,False,False
9,9.350946300000942,547803.4768761776,,,935,9001,1800,-2044.9853665836708,10823,935,-2044.9853665836708,-2044.9853665836708,10823,,0.055997500880581884,False,False
10,11.07955590000347,543254.5693803821,,,925,9926,2000,-1970.8618079041353,8885,925,-1970.8618079041353,-1970.8618079041353,8885,,0.05472199092446865,False,False
11,12.912332800002332,541143.916436645,,,911,10837,2200,-1867.8385032612086,8884,911,-1867.8385032612086,-1867.8385032612086,8884,,0.053334687167386235,False,False
12,14.888339500001166,539061.296478182,,,758,11595,2400,-1800.000042582315,9728,758,-1800.000042582315,-1800.000042582315,9728,,0.03450250773420975,False,False
13,17.158931900001335,534589.8680637337,,,613,12208,2600,-1800.0000256447001,4981,613,-1800.0000256447001,-1800.0000256447001,4981,,0.034716528371799366,False,False
14,19.513041100002738,531533.7079542032,,,760,12968,2800,-1799.9999670526938,11524,760,-1799.9999670526938,-1799.9999670526938,11524,,0.029700010329894045,False,False
15,21.976575300002878,527871.6488513605,,,636,13604,3000,-1361.903496356949,10076,636,-1361.903496356949,-1361.903496356949,10076,,0.028316228516157307,False,False
16,24.556608700000652,525315.8488961869,,,445,14049,3200,-447.4249135639293,8123,445,-344.7174644811951,-447.4249135639293,8123,,0.029249275580299612,False,False
17,27.198271500001283,525190.7050174162,,,214,14263,3400,-447.4249135639293,7337,214,-243.26091940568904,-447.4249135639293,7337,,0.025731009722615477,False,False
18,29.998358000000735,525178.1537017506,,,507,14770,3600,-447.4249135639293,10194,507,-267.9734493258122,-447.4249135639293,10194,,0.017605485857919507,False,False
19,32.770151700002316,525167.5366195493,,,175,14945,3800,-424.4813782342708,11264,175,-200.00003232581184,-424.4813782342708,11264,,0.011976985164603113,False,False
20,35.64604280000276,525167.5365644724,,,213,15158,4000,-424.4813782342708,4398,213,-164.5950278148489,-424.4813782342708,4398,,0.0051226700520330655,False,False
21,38.50025950000054,525167.5366191799,,,148,15306,4200,-447.4249135639293,11267,148,-220.42359635694925,-447.4249135639293,11267,,0.0002823297209072834,False,False
22,41.371890300000814,525167.5366422748,525167.5366328923,525202.1633857385,27,15333,4400,-447.4249135639293,8800,27,-87.57752665494854,-447.4249135639293,8800,0.006593033170875182,4.411421397979289e-05,False,True
