iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.173532000000705,555913.949802914,,,958,1370,200,-5802.05717131124,36166,958,-5802.05717131124,-5802.05717131124,36166,,,False,False
2,1.604477400000178,554922.7637874169,,,969,2339,400,-7931.019891314083,20499,969,-7931.019891314083,-7931.019891314083,20499,,,False,False
3,2.2086907000011706,550810.1366593349,,,970,3309,600,-4828.342248771624,20567,970,-4828.342248771624,-4828.342248771624,20567,,,False,False
4,2.9613391000020783,544795.048405365,,,973,4282,800,-3314.1210892238464,18393,973,-3314.1210892238464,-3314.1210892238464,18393,,,False,False
5,3.8594688000011956,536362.4544664795,,,952,5234,1000,-2897.005397594471,16171,952,-2897.005397594471,-2897.005397594471,16171,,,False,False
6,4.871228800002427,527167.04473035,,,968,6202,1200,-2163.506797594471,13182,968,-2163.506797594471,-2163.506797594471,13182,,0.05171106982070796,False,False
7,6.059881799999857,520527.212780405,,,973,7175,1400,-2106.909336335157,12333,973,-2106.909336335157,-2106.909336335157,12333,,0.061982591545277285,False,False
8,7.410621600000013,513704.3664913824,,,946,8121,1600,-2344.33963319566,9641,946,-2344.33963319566,-2344.33963319566,9641,,0.06736580846714091,False,False
9,9.049877400000696,509796.87355372624,,,959,9080,1800,-1914.8773632718974,9742,959,-1914.8773632718974,-1914.8773632718974,9742,,0.06424099292767008,False,False
10,10.811581000001752,503678.8123284043,,,853,9933,2000,-1499.9999676715395,7191,853,-1499.9999676715395,-1499.9999676715395,7191,,0.06093573826040018,False,False
11,12.658977500002948,501833.6132465413,,,629,10562,2200,-796.2729477443665,8380,629,-796.2729477443665,-796.2729477443665,8380,,0.0480557950976753,False,False
12,14.697424500001944,501378.91689129395,,,564,11126,2400,-670.9648714483751,7900,564,-670.9648714483751,-670.9648714483751,7900,,0.03678634933768421,False,False
13,16.90616030000092,501270.93207642774,,,410,11536,2600,-429.79933592035104,9184,410,-376.74359974623076,-429.79933592035104,9184,,0.024203482053063795,False,False
14,19.36205770000015,501213.54076598963,,,306,11842,2800,-429.79933592035104,8844,306,-286.2945844483752,-429.79933592035104,8844,,0.016836770158873943,False,False
15,21.916054900000745,501213.54077657463,,,340,12182,3000,-429.79933592035104,9585,340,-191.41397927189746,-429.79933592035104,9585,,0.0048945309818239115,False,False
16,24.498645000003307,501213.5407939155,,,184,12366,3200,-429.79933592035104,10324,184,-167.85994051751322,-429.79933592035104,10324,,0.001235613630211641,False,False
17,27.236961200000223,501213.5407529124,,,163,12529,3400,-429.79933592035104,9593,163,-162.14674201751313,-429.79933592035104,9593,,0.00032984262562719497,False,False
18,29.754693599999882,501213.54082065163,,,260,12789,3600,-429.79933592035104,8833,260,-200.00004774623062,-429.79933592035104,8833,,0.00011449148973864002,False,False
19,32.26510760000019,501213.54073340114,,,202,12991,3800,-388.26453999844944,9977,202,-82.10165414094945,-388.26453999844944,9977,,6.501917373416395e-11,False,False
20,34.90618830000312,501213.54077013815,501213.54086427164,501247.466924929,283,13274,4000,-429.79933592035104,9904,283,-65.73984639332684,-429.79933592035104,9904,0.006768325606809945,1.2841805348109268e-11,False,True
