iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.1981649999979709,593175.3534043983,,,949,1336,200,-5865.418082914648,31144,949,-5865.418082914648,-5865.418082914648,31144,,,False,False
2,1.6392034999989846,592746.9531743668,,,988,2324,400,-4944.564050670651,20528,988,-4944.564050670651,-4944.564050670651,20528,,,False,False
3,2.2690250999985437,576863.8756380955,,,992,3316,600,-3248.5945925702217,14303,992,-3248.5945925702217,-3248.5945925702217,14303,,,False,False
4,3.0476688999988255,563265.5601505657,,,978,4294,800,-2892.956482011952,11931,978,-2892.956482011952,-2892.956482011952,11931,,,False,False
5,3.963793099999748,554366.628232089,,,978,5272,1000,-2484.4260606301586,8738,978,-2484.4260606301586,-2484.4260606301586,8738,,,False,False
6,5.051135999998223,545963.93699928,,,905,6177,1200,-2051.3313460797103,7409,905,-2051.3313460797103,-2051.3313460797103,7409,,0.07959099469348964,False,False
7,6.313761299999896,539313.992916752,,,871,7048,1400,-1640.815157930954,5239,871,-1640.815157930954,-1640.815157930954,5239,,0.09014463924523389,False,False
8,7.8000398999975005,537990.5691328653,,,764,7812,1600,-1451.0336412997551,7077,764,-1451.0336412997551,-1451.0336412997551,7077,,0.06738731292929499,False,False
9,9.491259899998113,536927.3000443048,,,411,8223,1800,-784.8040012407582,3928,411,-784.8040012407582,-784.8040012407582,3928,,0.04675993344812427,False,False
10,11.253413700000237,536454.8167262126,,,626,8849,2000,-462.03406099298445,5268,626,-378.66643664075855,-462.03406099298445,5268,,0.03231040721732888,False,False
11,13.13069650000034,536454.0380883303,,,386,9235,2200,-435.30606561870445,4949,386,-400.00000389926527,-435.30606561870445,4949,,0.017418547758333434,False,False
12,15.072603199998412,536413.6597040251,,,309,9544,2400,-462.03406099298445,3509,309,-400.2082374302381,-462.03406099298445,3509,,0.005377819323843427,False,False
13,17.04005469999902,536413.6597006987,,,137,9681,2600,-462.03406099298445,1007,137,-132.99373763451604,-462.03406099298445,1007,,0.0029311098049697643,False,False
14,19.07912999999826,536413.6597014188,,,116,9797,2800,-694.2119910585786,3027,116,-123.95091262075857,-694.2119910585786,3027,,0.0009566292174817602,False,False
15,21.07717169999887,536413.6597040251,,,34,9831,3000,-462.0931609929844,1497,34,-48.934872483560866,-462.0931609929844,1497,,7.672038893909562e-05,False,False
16,23.287536499999987,536413.6597040251,,,46,9877,3200,-462.0931609929844,1508,46,-60.42739538137039,-462.0931609929844,1508,,7.526904718445922e-05,False,False
17,25.33077670000057,536413.6597040249,,,8,9885,3400,-435.3651656187044,2811,8,-33.248403507026524,-435.3651656187044,2811,,4.3405054931363547e-16,False,False
18,27.415628700000525,536413.6597040253,,,16,9901,3600,-462.03406099298445,149,16,-319.84634548356075,-462.03406099298445,149,,0.0,False,False
19,29.46224810000058,536413.659725475,,,70,9971,3800,-435.30606561870445,3650,70,-203.79024000000004,-435.30606561870445,3650,,0.0,False,False
20,31.53661419999844,536413.6597040251,536413.659704025,536454.5483780027,114,10085,4000,-435.3651656187044,1119,114,-117.81664694441088,-435.3651656187044,1119,0.0076220201881636584,0.0,False,True
