iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.7796799999996438,561548.1624319964,,,274,474,100,-5990.090495068338,17792,274,-5990.090495068338,-5990.090495068338,17792,,,False,False
2,0.9701090000016848,561548.1624319964,,,268,742,200,-5990.0905159262265,15647,268,-5990.0905159262265,-5990.0905159262265,15647,,,False,False
3,1.2178320999992138,561548.1624319964,,,275,1017,300,-5672.194249834794,15330,275,-5672.194249834794,-5672.194249834794,15330,,,False,False
4,1.519407300002058,561548.1624319965,,,274,1291,400,-6024.553982400039,10879,274,-6024.553982400039,-6024.553982400039,10879,,,False,False
5,1.8749019999995653,561548.1624319976,,,280,1571,500,-6894.2880813438105,9756,280,-6894.2880813438105,-6894.2880813438105,9756,,,False,False
6,2.28497520000019,561548.1624319957,561548.1624319964,561548.1624319964,279,1850,600,-7803.501914864095,9370,279,-7803.501914864095,-7803.501914864095,9370,0.0,1.2438682515432438e-15,False,True
