iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.202230499999132,551664.2897194334,,,954,1368,200,-5946.584923811946,35632,954,-5946.584923811946,-5946.584923811946,35632,,,False,False
2,1.6387911000019812,550341.936037295,,,992,2360,400,-4988.302623811946,26167,992,-4988.302623811946,-4988.302623811946,26167,,,False,False
3,2.2726086000002397,547047.4735970697,,,965,3325,600,-3567.95097143584,20624,965,-3567.95097143584,-3567.95097143584,20624,,,False,False
4,3.0369054000002507,541523.9478577337,,,947,4272,800,-3202.915031850487,16772,947,-3202.915031850487,-3202.915031850487,16772,,,False,False
5,3.9291635000008682,530669.1762002514,,,944,5216,1000,-2621.329384450082,15165,944,-2621.329384450082,-2621.329384450082,15165,,,False,False
6,4.954284600000392,522822.00966359966,,,948,6164,1200,-2173.5837045295616,13589,948,-2173.5837045295616,-2173.5837045295616,13589,,0.0522823039180267,False,False
7,6.109201300001587,516005.73246262607,,,907,7071,1400,-2209.7808468942153,11339,907,-2209.7808468942153,-2209.7808468942153,11339,,0.0623906726460004,False,False
8,7.412234700001136,513885.46947924834,,,954,8025,1600,-1877.1245972648255,10125,954,-1877.1245972648255,-1877.1245972648255,10125,,0.06061997489864476,False,False
9,8.887127699999837,509980.6541600928,,,942,8967,1800,-1821.4297004300424,8515,942,-1821.4297004300424,-1821.4297004300424,8515,,0.05824912050967646,False,False
10,10.53898019999906,503741.992901066,,,878,9845,2000,-1190.3504192250916,7244,878,-1190.3504192250916,-1190.3504192250916,7244,,0.05074193962421565,False,False
11,12.391878499998711,501620.750890332,,,650,10495,2200,-984.7292749953083,5912,650,-984.7292749953083,-984.7292749953083,5912,,0.04055158042583028,False,False
12,14.373301899999205,499989.075823594,,,738,11233,2400,-535.3793782720613,4734,738,-535.3793782720613,-535.3793782720613,4734,,0.031039687413147374,False,False
13,16.509805500001676,499898.1279779598,,,666,11899,2600,-388.129115787297,4124,666,-240.7898688655764,-388.129115787297,4124,,0.02721879160246106,False,False
14,18.947872000000643,499830.85071534826,,,346,12245,2800,-388.96821578729714,3846,346,-216.78249781056365,-388.96821578729714,3846,,0.01990233033733537,False,False
15,21.20459269999992,499781.5404459295,,,373,12618,3000,-402.75679210555563,7815,373,-334.32751086557664,-402.75679210555563,7815,,0.00786206532500526,False,False
16,23.557296599999972,499781.5404304959,,,230,12848,3200,-388.96821578729714,4729,230,-167.13439574020776,-388.96821578729714,4729,,0.003666535837226881,False,False
17,26.0176223999988,499781.540430496,,,219,13067,3400,-402.75679210555563,5397,219,-167.16377851429888,-402.75679210555563,5397,,0.00041507985500715736,False,False
18,28.54102160000184,499781.54043049586,,,85,13152,3600,-388.96821578729714,5174,85,-326.13186786557685,-388.96821578729714,5174,,0.00023322261264616549,False,False
19,30.966274300000805,499781.54043053254,,,136,13288,3800,-402.75679210555563,5142,136,-16.226569320116596,-402.75679210555563,5142,,9.865394411960913e-05,False,False
20,33.421214599999075,499781.54043049604,499781.54043049616,499794.6153805248,33,13321,4000,-402.75679210555563,5654,33,-167.16377153500707,-402.75679210555563,5654,0.002616064604590339,3.0880432756941803e-11,False,True
