iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.6571621000002779,663054.4578470351,,,920,1223,200,-3643.4899197841455,6148,920,-3643.4899197841455,-3643.4899197841455,6148,,,False,False
2,0.9472822999996424,609814.0396070651,,,392,1615,400,-1800.0,1240,392,-1800.0,-1800.0,1240,,,False,False
3,1.2793997999979183,601260.7816599755,,,239,1854,600,-1370.5719420061694,1024,239,-1370.5719420061694,-1370.5719420061694,1024,,,False,False
4,1.6391183999985515,598344.7926693349,,,84,1938,800,-798.5657591000854,904,84,-477.29471019751577,-798.5657591000854,904,,,False,False
5,2.015004000000772,598144.7926693349,,,62,2000,1000,-798.5657591000854,1238,62,-324.6005750205311,-798.5657591000854,1238,,,False,False
6,2.3956216999977187,598144.7926693349,,,57,2057,1200,-788.1954591000854,922,57,-401.84035650756664,-788.1954591000854,922,,0.0978949231236067,False,False
7,2.783144799999718,598144.7926693349,,,21,2078,1400,-798.5657591000854,478,21,-316.25712319751574,-798.5657591000854,478,,0.019135746604406378,False,False
8,3.2287397000000055,598144.7926693349,,,7,2085,1600,-798.5657591000854,1141,7,-320.6351261975145,-798.5657591000854,1141,,0.00518242514011627,False,False
9,3.629685199997766,598144.7926693349,,,6,2091,1800,-798.5657591000854,1045,6,-200.00004970627134,-798.5657591000854,1045,,0.00033425543674870186,False,False
10,4.025081299998419,598144.7926693349,,,4,2095,2000,-798.5657591000854,1082,4,-218.85193675438268,-798.5657591000854,1082,,0.0,False,False
11,4.419274399999267,598144.7926693349,,,6,2101,2200,-798.5657591000854,328,6,-260.5130511996033,-798.5657591000854,328,,0.0,False,False
12,4.817324899999221,598144.7926693349,,,2,2103,2400,-798.5657591000854,1160,2,-14.045728420531077,-798.5657591000854,1160,,0.0,False,False
13,5.213276999998925,598144.7926693349,,,31,2134,2600,-788.1954591000854,1001,31,-127.2983878320681,-788.1954591000854,1001,,0.0,False,False
14,5.615873499998997,598144.7926693349,,,8,2142,2800,-807.5743535198308,1079,8,-137.21052789220994,-807.5743535198308,1079,,0.0,False,False
15,6.015859099999943,598144.7926693349,,,3,2145,3000,-788.1954591000854,1145,3,-217.43873142053098,-788.1954591000854,1145,,0.0,False,False
16,6.427170999999362,598144.7926693349,,,49,2194,3200,-798.5657591000854,859,49,-475.15649265826823,-798.5657591000854,859,,0.0,False,False
17,6.828516300000047,598144.7926693349,,,5,2199,3400,-798.5657591000854,1017,5,-36.55072458030327,-798.5657591000854,1017,,0.0,False,False
18,7.230967499999679,598144.7926693349,598144.7926693349,598144.7926693349,0,2199,3600,-798.5657591000854,1055,0,0.0,-798.5657591000854,1055,0.0,0.0,False,False
