iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.6579166000010446,420054.79961710365,,,429,654,150,-5928.634326595717,26282,429,-5928.634326595717,-5928.634326595717,26282,,,False,False
2,0.938519899998937,393453.31582715554,,,387,1041,300,-3835.590807904135,19494,387,-3835.590807904135,-3835.590807904135,19494,,,False,False
3,1.3327907999992021,385866.6892366938,,,381,1422,450,-3476.1449452677944,17261,381,-3476.1449452677944,-3476.1449452677944,17261,,,False,False
4,1.80719339999996,385143.2281752553,,,377,1799,600,-3476.1449192905357,14354,377,-3476.1449192905357,-3476.1449192905357,14354,,,False,False
5,2.3709510000007867,383172.8895634475,,,356,2155,750,-3181.3601658163598,13297,356,-3181.3601658163598,-3181.3601658163598,13297,,,False,False
6,2.9630915999987337,370955.6133455456,,,389,2544,900,-2949.09986837772,11701,389,-2949.09986837772,-2949.09986837772,11701,,0.11688757351734554,False,False
7,3.6674512999998115,366997.8911248443,,,392,2936,1050,-2946.13977833698,10904,392,-2946.13977833698,-2946.13977833698,10904,,0.06723904371397678,False,False
8,4.521860500000912,365294.38459213864,,,390,3326,1200,-3119.9590611124995,10044,390,-3119.9590611124995,-3119.9590611124995,10044,,0.05331453898041954,False,False
9,5.314219200001389,365260.60504790087,,,393,3719,1350,-3565.5383526085016,9856,393,-3565.5383526085016,-3565.5383526085016,9856,,0.051623971740474305,False,False
10,6.156837599999562,365161.28493373346,,,388,4107,1500,-3260.077168325764,9718,388,-3260.077168325764,-3260.077168325764,9718,,0.04700646919523673,False,False
11,7.157059400000435,364840.78138071555,,,393,4500,1650,-3300.360656983636,9366,393,-3300.360656983636,-3300.360656983636,9366,,0.016483999014550776,False,False
12,8.218680099998892,364840.78138071735,,,397,4897,1800,-1806.5363550175193,9861,397,-1806.5363550175193,-1806.5363550175193,9861,,0.005877717001357828,False,False
13,9.373654999999417,364388.9054712901,,,394,5291,1950,-3283.006579787148,9026,394,-3283.006579787148,-3283.006579787148,9026,,0.002478765508151784,False,False
14,10.515630800000508,364159.06670262263,,,403,5694,2100,-1800.0000497944682,8891,403,-1800.0000497944682,-1800.0000497944682,8891,,0.003015760062965956,False,False
15,11.59803109999848,364120.5591954026,,,397,6091,2250,-3314.027370232566,8191,397,-3314.027370232566,-3314.027370232566,8191,,0.0028500440251209083,False,False
16,12.759573100000125,363840.03932440677,,,384,6475,2400,-1800.0000497944682,8169,384,-1800.0000497944682,-1800.0000497944682,8169,,0.0027429555778318926,False,False
17,13.982050599999639,363743.4209990368,,,378,6853,2550,-3404.31185608374,7165,378,-3404.31185608374,-3404.31185608374,7165,,0.003007778838559791,False,False
18,15.320433900000353,363743.4209990419,,,391,7244,2700,-1800.0000497944682,6738,391,-1800.0000497944682,-1800.0000497944682,6738,,0.0017714163701372482,False,False
19,16.644429399999353,363686.0821511293,,,355,7599,2850,-1800.0000497944682,8683,355,-1800.0000497944682,-1800.0000497944682,8683,,0.0012988405198203045,False,False
20,17.94120340000154,363686.08215130185,,,306,7905,3000,-1800.0000497944682,7765,306,-1800.0000497944682,-1800.0000497944682,7765,,0.001193223049697663,False,False
21,19.305006499998854,363686.08215142536,,,321,8226,3150,-3479.901972802377,3928,321,-3479.901972802377,-3479.901972802377,3928,,0.0004231452186166185,False,False
22,20.708395000001474,363686.0821110282,,,334,8560,3300,-1800.0000443695337,5745,334,-1800.0000443695337,-1800.0000443695337,5745,,0.00015763553290154209,False,False
23,21.993257000001904,363686.08215095766,,,325,8885,3450,-1800.0000443695337,5392,325,-1800.0000443695337,-1800.0000443695337,5392,,0.0001576354231417491,False,False
24,23.298008099998697,363670.36637523887,363670.3663752838,363670.36637517356,297,9182,3600,-1800.0000443695337,6693,297,-1800.0000443695337,-1800.0000443695337,6693,0.0,4.3212475433469536e-05,False,True
