iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.2167786999998498,571132.042853084,,,957,1372,200,-5993.114247028561,36732,957,-5993.114247028561,-5993.114247028561,36732,,,False,False
2,1.6652598999971815,569826.6452935273,,,995,2367,400,-9521.386452791921,22627,995,-9521.386452791921,-9521.386452791921,22627,,,False,False
3,2.2888629999979457,561049.8102872148,,,992,3359,600,-4682.93574665503,17865,992,-4682.93574665503,-4682.93574665503,17865,,,False,False
4,3.0812261999999464,552256.2801223281,,,987,4346,800,-3288.9006341822706,17223,987,-3288.9006341822706,-3288.9006341822706,17223,,,False,False
5,4.021132099998795,538394.9864181766,,,991,5337,1000,-2432.8181160000004,15376,991,-2432.8181160000004,-2432.8181160000004,15376,,,False,False
6,5.133710399997653,528787.5830182292,,,973,6310,1200,-2271.43992220064,12544,973,-2271.43992220064,-2271.43992220064,12544,,0.07414127847445491,False,False
7,6.417689399997471,522479.7654761525,,,954,7264,1400,-1902.7386617036718,11325,954,-1902.7386617036718,-1902.7386617036718,11325,,0.08308997167548322,False,False
8,7.889260799998738,515376.54001034447,,,936,8200,1600,-1810.0239583757634,9922,936,-1810.0239583757634,-1810.0239583757634,9922,,0.08140680103516854,False,False
9,9.513950399999885,510568.88394189347,,,943,9143,1800,-1385.184797727556,9232,943,-1385.184797727556,-1385.184797727556,9232,,0.07548559913379457,False,False
10,11.363516099998378,509428.7868635935,,,855,9998,2000,-546.0453986583302,8883,855,-546.0453986583302,-546.0453986583302,8883,,0.05380102022734055,False,False
11,13.437653599998157,508339.6331697869,,,656,10654,2200,-447.1777427752372,7445,656,-428.7327647963632,-447.1777427752372,7445,,0.03866949698729485,False,False
12,15.722076899997774,508260.5926690785,,,529,11183,2400,-459.8120184871798,5830,529,-459.8120184871798,-459.8120184871798,5830,,0.027214781789904517,False,False
13,18.075157299997954,508252.6917166378,,,541,11724,2600,-447.1777427752372,11962,541,-391.4614457673988,-447.1777427752372,11962,,0.013822608793104301,False,False
14,20.48445189999984,508216.1857088396,,,352,12076,2800,-447.1777427752372,4767,352,-360.63179264346127,-447.1777427752372,4767,,0.004607993763524373,False,False
15,22.97489779999887,508216.1857088396,,,213,12289,3000,-447.1777427752372,4173,213,-285.4880714871797,-447.1777427752372,4173,,0.002380315337536217,False,False
16,25.51709739999933,508216.18570883956,,,373,12662,3200,-447.1777427752372,5746,373,-233.89161618690378,-447.1777427752372,5746,,0.00024284445455798967,False,False
17,28.129097099998035,508216.18570883956,,,110,12772,3400,-447.1777427752372,4459,110,-173.49587649369732,-447.1777427752372,4459,,8.737045696526818e-05,False,False
18,30.900794999997743,508216.1857088396,,,103,12875,3600,-447.1777427752372,4689,103,-267.24992372755605,-447.1777427752372,4689,,7.182649180841645e-05,False,False
19,33.536372099999426,508216.1857088397,,,164,13039,3800,-447.1777427752372,4604,164,-166.66668137774514,-447.1777427752372,4604,,0.0,False,False
20,36.378982299997006,508216.18570883985,508216.18570883985,508239.4963983259,191,13230,4000,-447.1777427752372,4777,191,-166.6666470673108,-447.1777427752372,4777,0.0045865560727240086,0.0,False,True
