iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.687534599997889,1842837.0202962542,,,2460,3100,500,-3675.453923524237,15062,2460,-3675.453923524237,-3675.453923524237,15062,,,False,False
2,2.3410406000002695,1761585.119213123,,,1871,4971,1000,-3513.38334887699,4106,1871,-3513.38334887699,-3513.38334887699,4106,,,False,False
3,3.2151419000001624,1728240.3663150675,,,408,5379,1500,-1597.851438952318,2018,408,-866.3489526299511,-1597.851438952318,2018,,,False,False
4,4.278728199999023,1726047.4894839446,,,168,5547,2000,-1576.982994286131,1393,168,-528.8834357693461,-1576.982994286131,1393,,,False,False
5,5.257676999997784,1725765.0545740994,,,84,5631,2500,-1576.982994286131,1070,84,-515.7775967787188,-1576.982994286131,1070,,,False,False
6,6.24034759999995,1725765.0545740994,,,89,5720,3000,-1576.982994286131,1710,89,-1197.872750828331,-1576.982994286131,1710,,0.06352811693751104,False,False
7,7.235661200000322,1725765.0545740994,,,16,5736,3500,-1576.982994286131,1047,16,-118.30656693099127,-1576.982994286131,1047,,0.02033399592693204,False,False
8,8.243844999997236,1725765.0545740994,,,29,5765,4000,-1579.5771942861306,1197,29,-415.40832281147823,-1579.5771942861306,1197,,0.0014322728419114365,False,False
9,9.241310299999896,1725765.0545740994,,,63,5828,4500,-1576.982994286131,1871,63,-389.0927499999998,-1576.982994286131,1871,,0.0001636310191729889,False,False
10,10.24351039999965,1725765.0545740994,,,25,5853,5000,-1579.5771942861306,1839,25,-411.7405049640506,-1579.5771942861306,1839,,0.0,False,False
11,11.261061099998187,1725765.0545740994,,,19,5872,5500,-1576.982994286131,1170,19,-277.8328351346554,-1576.982994286131,1170,,0.0,False,False
12,12.275865600000543,1725765.0545740994,,,31,5903,6000,-1597.2741942861308,1237,31,-553.4585801083613,-1597.2741942861308,1237,,0.0,False,False
13,13.294432999999117,1725765.0545740994,,,21,5924,6500,-1579.5771942861306,1180,21,-102.14219337253235,-1579.5771942861306,1180,,0.0,False,False
14,14.334522599998309,1725765.0545740994,,,25,5949,7000,-1579.5771942861306,946,25,-84.88082918146938,-1579.5771942861306,946,,0.0,False,False
15,15.361519599999156,1725765.0545740994,,,22,5971,7500,-1576.982994286131,955,22,-202.66892899999993,-1576.982994286131,955,,0.0,False,False
16,16.382170699998824,1725765.0545740994,,,19,5990,8000,-1576.982994286131,1952,19,-213.70326174532283,-1576.982994286131,1952,,0.0,False,False
17,17.408182399998623,1725765.0545740994,,,21,6011,8500,-1579.5771942861306,2021,21,-761.2900950000003,-1579.5771942861306,2021,,0.0,False,False
18,18.442795699997077,1725765.0545740994,,,7,6018,9000,-1579.5771942861306,1426,7,-71.7864710642375,-1579.5771942861306,1426,,0.0,False,False
19,19.47970559999885,1725765.0545740994,,,9,6027,9500,-1579.5771942861306,1959,9,-123.66170835032653,-1579.5771942861306,1959,,0.0,False,False
20,20.517251599998417,1725765.0545740994,1725765.0545740994,1725765.0545740994,8,6035,10000,-1576.982994286131,1287,8,-68.75361447013302,-1576.982994286131,1287,0.0,0.0,False,True
