iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,2.672804500001803,1815005.511106081,,,2477,3195,500,-5967.189335356128,83292,2477,-5967.189335356128,-5967.189335356128,83292,,,False,False
2,3.6804111000019475,1814974.2537596799,,,2490,5685,1000,-6368.414835356129,57466,2490,-6368.414835356129,-6368.414835356129,57466,,,False,False
3,5.340661199999886,1804044.4965215656,,,2490,8175,1500,-4886.20619601147,49352,2490,-4886.20619601147,-4886.20619601147,49352,,,False,False
4,7.171710800001165,1777717.1066105752,,,2487,10662,2000,-3434.3623680344085,34623,2487,-3434.3623680344085,-3434.3623680344085,34623,,,False,False
5,9.416632299999037,1762905.6424815205,,,2459,13121,2500,-3313.9583433726757,29862,2459,-3313.9583433726757,-3313.9583433726757,29862,,,False,False
6,12.095733300000575,1739300.241788179,,,2397,15518,3000,-3093.5077232097565,19784,2397,-3093.5077232097565,-3093.5077232097565,19784,,0.04171076553468241,False,False
7,15.154721499999141,1728950.4465782612,,,2322,17840,3500,-3036.8425918782505,16574,2322,-3036.8425918782505,-3036.8425918782505,16574,,0.04739670934902916,False,False
8,18.78877300000022,1720600.242720511,,,1990,19830,4000,-2921.8587315287514,13288,1990,-2921.8587315287514,-2921.8587315287514,13288,,0.04625398872474932,False,False
9,22.84707580000031,1708807.3321654839,,,1652,21482,4500,-2824.109782504197,14258,1652,-2824.109782504197,-2824.109782504197,14258,,0.03876307101329293,False,False
10,27.278161000002,1699663.1007029554,,,1414,22896,5000,-2775.0186060683845,7682,1414,-2775.0186060683845,-2775.0186060683845,7682,,0.035874036734911685,False,False
11,32.29922810000062,1689101.0863428675,,,1237,24133,5500,-1937.8809948720805,8702,1237,-1937.8809948720805,-1937.8809948720805,8702,,0.028861696353069885,False,False
12,37.627281900000526,1685561.6917363363,,,506,24639,6000,-1322.4941694477866,2192,506,-463.0014975649565,-1322.4941694477866,2192,,0.025095429963186557,False,False
13,43.35753449999902,1685299.1005537652,,,585,25224,6500,-1361.1445616725623,4828,585,-200.00003825069734,-1361.1445616725623,4828,,0.020516759959843884,False,False
14,49.15255669999897,1685298.9578733859,,,524,25748,7000,-1372.3473115078705,5482,524,-326.5458414505929,-1372.3473115078705,5482,,0.013757182480196308,False,False
15,55.07657969999855,1685298.9578733318,,,224,25972,7500,-1372.3473115078705,917,224,-159.17680329317318,-1372.3473115078705,917,,0.008451170601799111,False,False
16,61.03962120000142,1685298.9579215648,,,394,26366,8000,-1372.3473115078705,1834,394,-38.80394456966678,-1372.3473115078705,1834,,0.0022509774293821426,False,False
17,67.31690900000103,1685298.9578364447,,,159,26525,8500,-1369.4883898344488,1548,159,-34.296034099999815,-1369.4883898344488,1548,,0.00015587320308695497,False,False
18,73.45722490000117,1685298.9578745917,,,190,26715,9000,-1315.7491694477867,1300,190,-30.28764963855565,-1315.7491694477867,1300,,8.46610393683017e-08,False,False
19,80.11379559999841,1685298.957873935,,,155,26870,9500,-1392.1963673240512,1114,155,-30.9106799070355,-1392.1963673240512,1114,,0.0,False,False
20,86.45556479999868,1685298.9578730585,1685298.9578731628,1685301.7553041822,146,27016,10000,-1369.4883898344488,1175,146,-142.88632273454323,-1369.4883898344488,1175,0.00016598991904940717,1.6219269250280258e-13,False,True
