iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.1698299999989104,582900.9135842491,,,939,1323,200,-5815.629421167348,29693,939,-5815.629421167348,-5815.629421167348,29693,,,False,False
2,1.5814470000004803,582021.9641154599,,,973,2296,400,-5815.629421167348,26238,973,-5815.629421167348,-5815.629421167348,26238,,,False,False
3,2.1915068999987852,581071.6196795197,,,981,3277,600,-5440.008325501631,18216,981,-5440.008325501631,-5440.008325501631,18216,,,False,False
4,2.949886599999445,573885.5274249916,,,987,4264,800,-4668.690415501631,14810,987,-4668.690415501631,-4668.690415501631,14810,,,False,False
5,3.875934799998504,560830.4263915846,,,995,5259,1000,-3574.851377431294,11190,995,-3574.851377431294,-3574.851377431294,11190,,,False,False
6,4.915808099998685,552579.428499478,,,977,6236,1200,-2783.6413503640247,9631,977,-2783.6413503640247,-2783.6413503640247,9631,,0.05201824937676748,False,False
7,6.089989100000821,543960.3427984773,,,940,7176,1400,-1521.2871437527604,6639,940,-1521.2871437527604,-1521.2871437527604,6639,,0.06539550680845457,False,False
8,7.452512200001365,538120.5589107645,,,909,8085,1600,-1867.563928738772,5828,909,-1867.563928738772,-1867.563928738772,5828,,0.07391698254415538,False,False
9,8.987731799999892,534840.8312247948,,,747,8832,1800,-969.7805803488554,7463,747,-969.7805803488554,-969.7805803488554,7463,,0.06803568714372223,False,False
10,10.616826299999957,534038.7061806069,,,510,9342,2000,-784.8957694001112,4926,510,-784.8957694001112,-784.8957694001112,4926,,0.04777151693312574,False,False
11,12.462390299999242,533470.5908731354,,,358,9700,2200,-657.8275587571411,3369,358,-370.6076518640948,-657.8275587571411,3369,,0.03458115999401652,False,False
12,14.410422000000835,533273.5030377106,,,510,10210,2400,-405.0026108113361,3474,510,-250.23104172231615,-405.0026108113361,3474,,0.019646358235945707,False,False
13,16.368094000001292,533012.8972182426,,,379,10589,2600,-405.0026108113361,6265,379,-150.60470726011135,-405.0026108113361,6265,,0.00949166800625597,False,False
14,18.46072540000023,533011.125023087,,,54,10643,2800,-947.5336487571411,2773,54,-199.99999124077203,-947.5336487571411,2773,,0.003421029388346751,False,False
15,20.51493219999975,533011.1250210907,,,16,10659,3000,-851.5743687571411,3061,16,-136.28872486409455,-851.5743687571411,3061,,0.0019241698169506893,False,False
16,22.585740700000315,533011.1250341133,,,57,10716,3200,-405.0026108113361,563,57,-167.17054959387724,-405.0026108113361,563,,0.0008612767917910167,False,False
17,24.821605299999646,533011.125023087,,,21,10737,3400,-1093.4674987571411,159,21,-313.65161424077223,-1093.4674987571411,159,,0.0004920139724342963,False,False
18,26.953833399998985,533011.1250230869,,,12,10749,3600,-737.146398757141,2770,12,-4.1046567503144615e-05,-737.146398757141,2770,,3.3248635539239244e-06,False,False
19,29.01120240000091,533011.125023087,,,28,10777,3800,-463.48873875714116,661,28,-147.5726508640946,-463.48873875714116,661,,0.0,False,False
20,31.084233499997936,533011.1250230869,533011.1250230871,533019.2426807745,9,10786,4000,-838.1171087571411,3169,9,-40.82022142871074,-838.1171087571411,3169,0.0015229577166054162,0.0,False,True
