iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.871376600000076,1833128.4122392,,,731,1231,250,-5993.860831329492,41914,731,-5993.860831329492,-5993.860831329492,41914,,,False,False
2,2.3151655000001483,1833128.4122392,,,744,1975,500,-5993.860831329492,36484,744,-5993.860831329492,-5993.860831329492,36484,,,False,False
3,2.913435299997218,1833128.4122392042,,,732,2707,750,-5993.860831329492,30257,732,-5993.860831329492,-5993.860831329492,30257,,,False,False
4,3.6488509999981034,1833128.4122392049,,,741,3448,1000,-7686.012041217464,29002,741,-7686.012041217464,-7686.012041217464,29002,,,False,False
5,4.503672599999845,1833128.4122392,,,739,4187,1250,-7288.981754702158,23030,739,-7288.981754702158,-7288.981754702158,23030,,,False,False
6,5.497312999999849,1833128.4122392,1832128.4122392,1832128.4122392,746,4933,1500,-7096.02604209047,26057,746,-7096.02604209047,-7096.02604209047,26057,0.0,0.0,False,True
