iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,1.1876726000009512,612088.5283016212,,,977,1356,200,-5933.13566537965,31106,977,-5933.13566537965,-5933.13566537965,31106,,,False,False
2,1.6192005000011704,610096.3428646703,,,992,2348,400,-4777.214757147664,21555,992,-4777.214757147664,-4777.214757147664,21555,,,False,False
3,2.2556917000001704,597888.7920217564,,,985,3333,600,-3674.559659632475,14666,985,-3674.559659632475,-3674.559659632475,14666,,,False,False
4,2.9976263999997173,590479.9882220047,,,994,4327,800,-3282.8210990464763,12543,994,-3282.8210990464763,-3282.8210990464763,12543,,,False,False
5,3.844436700001097,576538.6138697611,,,980,5307,1000,-2750.8743093263424,11763,980,-2750.8743093263424,-2750.8743093263424,11763,,,False,False
6,4.87641369999983,571145.4616287705,,,963,6270,1200,-2218.9312797559646,9685,963,-2218.9312797559646,-2218.9312797559646,9685,,0.06689075971813521,False,False
7,6.028380600000673,566828.8827292768,,,903,7173,1400,-2113.1951266094065,8585,903,-2113.1951266094065,-2113.1951266094065,8585,,0.07091906162268374,False,False
8,7.281195999999909,561476.40801732,,,871,8044,1600,-1999.0215266094065,6875,871,-1999.0215266094065,-1999.0215266094065,6875,,0.0609015999134358,False,False
9,8.677654999999504,554765.145948771,,,825,8869,1800,-1893.2167266094066,4906,825,-1893.2167266094066,-1893.2167266094066,4906,,0.0604844245116159,False,False
10,10.268881500000134,552332.6205736656,,,653,9522,2000,-1241.0407025280124,7289,653,-1241.0407025280124,-1241.0407025280124,7289,,0.04198503398345423,False,False
11,12.09303809999983,550261.2553408591,,,436,9958,2200,-485.92592478892993,2610,436,-247.31228262439527,-485.92592478892993,2610,,0.03656547708241369,False,False
12,13.942583500000183,550132.4976835157,,,406,10364,2400,-480.7424431329646,7424,406,-309.9614708627123,-480.7424431329646,7424,,0.029455776786405374,False,False
13,15.914912600001117,550106.098134113,,,257,10621,2600,-502.84839319980574,3599,257,-106.28822769604017,-502.84839319980574,3599,,0.020250734885473985,False,False
14,17.887720899998385,550105.8854791877,,,236,10857,2800,-511.98409319980556,4999,236,-333.66080138290135,-511.98409319980556,4999,,0.008398617872099667,False,False
15,20.00211820000186,550105.885479188,,,151,11008,3000,-519.0632450686926,2359,151,-106.47579581562013,-519.0632450686926,2359,,0.004031511106776413,False,False
16,22.25282380000135,550105.6399018646,,,172,11180,3200,-502.84839319980574,6298,172,-166.66670161562024,-502.84839319980574,6298,,0.00028280282771878963,False,False
17,24.432916800000385,550105.6398904894,,,47,11227,3400,-519.0632450686926,5467,47,-76.82545869603996,-519.0632450686926,5467,,4.88205898385328e-05,False,False
18,26.64302680000037,550105.6398851019,,,55,11282,3600,-519.0632450686926,5901,55,-311.9647648058476,-519.0632450686926,5901,,8.330193259651305e-07,False,False
19,28.80413259999841,550105.6399059277,,,36,11318,3800,-519.0632450686926,5914,36,-145.29810480584774,-519.0632450686926,5914,,4.464108937728965e-07,False,False
20,30.986006899998756,550105.6399100891,550105.6399216275,550115.3089235366,8,11326,4000,-502.84839319980574,3426,8,-39.62147464346117,-502.84839319980574,3426,0.0017576318550395441,4.464033295032289e-07,False,True
