iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.44293670000115526,261798.3518220025,,,306,495,110,-5925.844255527891,19862,306,-5925.844255527891,-5925.844255527891,19862,,,False,False
2,0.6648177999995823,246369.87254513096,,,288,783,220,-5269.561188080868,14722,288,-5269.561188080868,-5269.561188080868,14722,,,False,False
3,0.9604785000010452,242550.00925003435,,,288,1071,330,-5800.910083728293,12949,288,-5800.910083728293,-5800.910083728293,12949,,,False,False
4,1.3122485999992932,240750.00925003082,,,282,1353,440,-4964.167508157088,12016,282,-4964.167508157088,-4964.167508157088,12016,,,False,False
5,1.7202813000003516,237666.91535970639,,,236,1589,550,-3224.5221244712643,9248,236,-3224.5221244712643,-3224.5221244712643,9248,,,False,False
6,2.182699400000274,220205.984301634,,,280,1869,660,-2841.5735960483507,9272,280,-2841.5735960483507,-2841.5735960483507,9272,,0.1588717699363031,False,False
7,2.700247299999319,218651.0706811818,,,269,2138,770,-2572.6493758176944,8729,269,-2572.6493758176944,-2572.6493758176944,8729,,0.11250889395525229,False,False
8,3.2829689999998664,215458.01847419993,,,290,2428,880,-2682.438695768884,7915,290,-2682.438695768884,-2682.438695768884,7915,,0.1116965151211619,False,False
9,3.887121899999329,213801.0697981691,,,302,2730,990,-2901.5256711397687,7342,302,-2901.5256711397687,-2901.5256711397687,7342,,0.11193743890524178,False,False
10,4.530348799999047,213553.91934228185,,,293,3023,1100,-2164.1159511848796,7074,293,-2164.1159511848796,-2164.1159511848796,7074,,0.10145710008029417,False,False
11,5.2103003000011086,212794.03628150618,,,293,3316,1210,-1751.7813734695237,6911,293,-1751.7813734695237,-1751.7813734695237,6911,,0.033659158008962464,False,False
12,5.924106099999335,212650.9928742485,,,304,3620,1320,-1833.4441776915542,7399,304,-1833.4441776915542,-1833.4441776915542,7399,,0.027441337416006007,False,False
13,6.673597599998175,212650.9928742485,,,301,3921,1430,-1680.973280691554,7381,301,-1680.973280691554,-1680.973280691554,7381,,0.013028178852798404,False,False
14,7.475578800000221,212650.9928742485,,,305,4226,1540,-1437.1269873710198,7149,305,-1437.1269873710198,-1437.1269873710198,7149,,0.005379191624280858,False,False
15,8.307934000000387,212650.99279744,,,283,4509,1650,-1437.1269873710198,6291,283,-1437.1269873710198,-1437.1269873710198,6291,,0.004228096340365657,False,False
16,9.147383600000467,212548.09169997094,,,307,4816,1760,-2763.874160202436,5986,307,-2763.874160202436,-2763.874160202436,5986,,0.001155787003400209,False,False
17,10.027853499999765,212548.09169997094,,,279,5095,1870,-1560.1811650114391,4270,279,-1560.1811650114391,-1560.1811650114391,4270,,0.0004838969848516659,False,False
18,10.930360300000757,212548.09169997094,,,291,5386,1980,-1432.6289642426073,4216,291,-1432.6289642426073,-1432.6289642426073,4216,,0.0004838969848516659,False,False
19,11.853027900000598,212548.0916653081,,,291,5677,2090,-1432.6289665836712,5542,291,-1432.6289665836712,-1432.6289665836712,5542,,0.0004838971478550746,False,False
20,12.84899089999817,212187.43231925828,,,281,5958,2200,-1432.628962047179,5148,281,-1432.628962047179,-1432.628962047179,5148,,0.002179912127771191,False,False
21,13.861095699998259,212187.43231925822,,,213,6171,2310,-1432.628962047179,4627,213,-1432.628962047179,-1432.628962047179,4627,,0.0016968365974408337,False,False
22,14.92482039999959,212187.4323192582,,,208,6379,2420,-1432.6289665836712,4351,208,-1432.6289665836712,-1432.6289665836712,4351,,0.0016968365974409708,False,False
23,15.977942500001518,212162.0170560447,,,203,6582,2530,-1432.628962047179,4472,203,-1432.628962047179,-1432.628962047179,4472,,0.0018164107747964844,False,False
24,17.11579999999958,211987.43231925822,,,216,6798,2640,-1432.628962047179,4433,216,-1432.628962047179,-1432.628962047179,4433,,0.002637799952270259,False,False
25,18.242874200001097,211977.17951078646,,,194,6992,2750,-1522.625005914849,2502,194,-1522.625005914849,-1522.625005914849,2502,,0.0009908824767504328,False,False
26,19.4406127000002,211964.46666364156,,,191,7183,2860,-1432.628962047179,4242,191,-1432.628962047179,-1432.628962047179,4242,,0.001050795766646462,False,False
27,20.626355899999908,211964.08693898044,,,152,7335,2970,-1432.628962047179,4148,152,-1432.628962047179,-1432.628962047179,4148,,0.0010525853385213915,False,False
28,21.841797100001713,211904.5286179831,,,164,7499,3080,-1432.6289602024358,4005,164,-1432.6289602024358,-1432.6289602024358,4005,,0.0012136406018121797,False,False
29,23.075973499999236,211897.17168733326,,,183,7682,3190,-1438.2022787138258,4716,183,-1438.2022787138258,-1438.2022787138258,4716,,0.0004257829388160429,False,False
30,24.30947329999981,211763.32745567255,,,193,7875,3300,-1432.6289511848795,4323,193,-1432.6289511848795,-1432.6289511848795,4323,,0.001008844704922712,False,False
31,25.627408799999102,211466.89436592336,,,186,8061,3410,-1437.1269873710198,5101,186,-1437.1269873710198,-1437.1269873710198,5101,,0.0023474325935383313,False,False
32,27.055410900000425,210090.7345885643,,,123,8184,3520,-1232.6289511848795,3861,123,-1232.6289511848795,-1232.6289511848795,3861,,0.008838064869712819,False,False
33,28.465259900000092,209885.53832412235,,,123,8307,3630,-1008.4752536549488,2938,123,-1008.4752536549488,-1008.4752536549488,2938,,0.009527829853511756,False,False
34,29.89621199999965,209549.09707847465,,,143,8450,3740,-854.860607914849,2473,143,-854.860607914849,-854.860607914849,2473,,0.01108119844243763,False,False
35,31.37370870000086,209549.09706888997,,,96,8546,3850,-1118.5613787138254,4012,96,-1118.5613787138254,-1118.5613787138254,4012,,0.010456155999182993,False,False
36,32.84428040000057,209549.0970499273,,,86,8632,3960,-924.197354914849,3496,86,-924.197354914849,-924.197354914849,3496,,0.00906901915662263,False,False
37,34.36134239999956,209549.09706888994,,,58,8690,4070,-424.86333091484903,3172,58,-424.86333091484903,-424.86333091484903,3172,,0.002578112360524009,False,False
38,35.81701469999825,209549.09706888994,,,82,8772,4180,-399.99999737102036,3756,82,-366.8497459148491,-399.99999737102036,3756,,0.0016029749258514732,False,False
39,37.40715350000028,209549.09706888994,209549.09706889,209549.09706889,66,8838,4290,-279.543771914849,1399,66,-279.543771914849,-279.543771914849,1399,0.0,4.573966869953056e-11,False,True
