iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.7972061999989819,561864.9240215688,,,284,484,100,-5810.220417997588,18651,,,False,False
2,0.9976081999993767,561864.9240215688,,,276,760,200,-5810.220427864111,18032,,,False,False
3,1.2462799999993877,561864.9240215688,,,285,1045,300,-6773.236486884305,16801,,,False,False
4,1.5585264999990613,561864.9240215688,,,289,1334,400,-6404.095827864112,13051,,,False,False
5,1.9204735000002984,561864.9240215688,,,291,1625,500,-10135.786286884304,12701,,,False,False
6,2.337434299999586,561864.9240215688,561864.9240215688,561864.9240215688,276,1901,600,-7142.115860652913,9301,0.0,0.0,False,True
