iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.8948548000007577,593180.9473364725,,,287,487,100,-5810.220417997588,15445,,,False,False
2,1.0874751999999717,593180.9473364725,,,288,775,200,-5810.220427864111,15015,,,False,False
3,1.3337066000003688,593180.9473364725,,,293,1068,300,-6730.016891314083,13406,,,False,False
4,1.643791799999235,593180.9473364725,,,291,1359,400,-10303.193227864112,9413,,,False,False
5,1.9980082999991282,593180.9473364868,,,291,1650,500,-8457.317860652913,8950,,,False,False
6,2.3954343000004883,593180.9473364725,591662.9518940019,591662.9518940019,283,1933,600,-7104.895947339419,8270,0.0,0.0,False,True
