iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,0.8104155000000901,566123.1598157154,,,282,482,100,-5822.800757254379,18495,,,False,False
2,1.0085725999997521,566123.1598157154,,,282,764,200,-6000.000017091827,18006,,,False,False
3,1.2679995999988023,566123.1598157154,,,279,1043,300,-5822.800757254379,15810,,,False,False
4,1.5831366999991587,566123.1598157154,,,282,1325,400,-5822.800670610546,14571,,,False,False
5,1.9619418999991467,566123.1598157154,,,295,1620,500,-5344.715169639577,15087,,,False,False
6,2.3935148999989906,566123.1598157154,566123.1598157154,566123.1598157154,288,1908,600,-5822.800757254379,14859,0.0,0.0,False,True
