experiment,scenario,mechanism,operation_mode,N,seed,method,param_name,param_value,obj,runtime_total,runtime_pricing,gap,status,error,num_iters,num_pricing_calls,num_columns_added,min_reduced_cost_last,pricing_time_share,cost_energy,cost_delay,shore_utilization,mode_shore_count,mode_battery_count,mode_brown_count,infeasible_jobs,shore_ratio,battery_ratio,brown_ratio,mechanism_counts,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D
simops,U,hybrid,simops,25,6,greedy,operation_mode,simops,38663.74685984492,0.016833000001497567,,,ok,,,,,,,38663.74685984492,0.0,1.0,10.0,15.0,0.0,0,0.4,0.6,0.0,"{'shore': 10, 'battery': 15, 'brown': 0}",6.0,13815.41188368941,0.0,13815.41188368941,0.5,0.5,0.0,0.0,12.0,12774.927983400594,0.0,12774.927983400594,0.5833333333333334,0.4166666666666667,0.0,0.0,4.0,6673.406992754915,0.0,6673.406992754915,0.0,1.0,0.0,0.0,3.0,5400.0,0.0,5400.0,0.0,1.0,0.0,0.0,21.0,4.0,0.9256860075767673,61.42103010083051,15.489127880650683,5.0,1.0,0.9953561719405214,9.0,3.0,0.8475010964813378,4.0,0.0,1.0,3.0,0.0,1.0
simops,U,hybrid,simops,25,6,fifo,operation_mode,simops,38663.74685984492,0.004101400030776858,,,ok,,,,,,,38663.74685984492,0.0,1.0,10.0,15.0,0.0,0,0.4,0.6,0.0,"{'shore': 10, 'battery': 15, 'brown': 0}",6.0,13815.41188368941,0.0,13815.41188368941,0.5,0.5,0.0,0.0,12.0,12774.927983400594,0.0,12774.927983400594,0.5833333333333334,0.4166666666666667,0.0,0.0,4.0,6673.406992754915,0.0,6673.406992754915,0.0,1.0,0.0,0.0,3.0,5400.0,0.0,5400.0,0.0,1.0,0.0,0.0,21.0,4.0,0.9256860075767673,61.42103010083051,15.489127880650683,5.0,1.0,0.9953561719405214,9.0,3.0,0.8475010964813378,4.0,0.0,1.0,3.0,0.0,1.0
simops,U,hybrid,sequential,25,6,cg,operation_mode,sequential,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,sequential,25,6,greedy,operation_mode,sequential,47288.086379500586,0.009060800017323345,,,ok,,,,,,,47088.086379500586,200.0,1.0,6.0,19.0,0.0,0,0.24,0.76,0.0,"{'shore': 6, 'battery': 19, 'brown': 0}",6.0,20638.679041428946,0.0,20638.679041428946,0.0,1.0,0.0,0.0,12.0,15576.00034531672,200.0,15776.00034531672,0.4166666666666667,0.5833333333333334,0.0,0.020833333333333332,4.0,6673.406992754915,0.0,6673.406992754915,0.0,1.0,0.0,0.0,3.0,4200.0,0.0,4200.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,17.18934733454757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,sequential,25,6,fifo,operation_mode,sequential,47288.086379500586,0.0009231999865733087,,,ok,,,,,,,47088.086379500586,200.0,1.0,6.0,19.0,0.0,0,0.24,0.76,0.0,"{'shore': 6, 'battery': 19, 'brown': 0}",6.0,20638.679041428946,0.0,20638.679041428946,0.0,1.0,0.0,0.0,12.0,15576.00034531672,200.0,15776.00034531672,0.4166666666666667,0.5833333333333334,0.0,0.020833333333333332,4.0,6673.406992754915,0.0,6673.406992754915,0.0,1.0,0.0,0.0,3.0,4200.0,0.0,4200.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,17.18934733454757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,simops,25,7,cg,operation_mode,simops,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,simops,25,7,greedy,operation_mode,simops,35440.4947796682,0.018474799988325685,,,ok,,,,,,,34315.4947796682,1125.0,1.0,12.0,13.0,0.0,0,0.48,0.52,0.0,"{'shore': 12, 'battery': 13, 'brown': 0}",4.0,9799.116733143022,0.0,9799.116733143022,0.25,0.75,0.0,0.0,13.0,12193.92079393909,0.0,12193.92079393909,0.7692307692307693,0.23076923076923078,0.0,0.0,4.0,6322.45725258608,0.0,6322.45725258608,0.0,1.0,0.0,0.0,4.0,6000.0,1125.0,7125.0,0.25,0.75,0.0,0.1875,19.0,6.0,0.8710661161219599,52.69848079962641,14.091973802691136,4.0,0.0,1.0,8.0,5.0,0.8237943777067086,4.0,0.0,1.0,3.0,1.0,0.766831498215446
simops,U,hybrid,simops,25,7,fifo,operation_mode,simops,35440.494779668195,0.0038651000359095633,,,ok,,,,,,,34315.494779668195,1125.0,1.0,12.0,13.0,0.0,0,0.48,0.52,0.0,"{'shore': 12, 'battery': 13, 'brown': 0}",4.0,9799.116733143022,0.0,9799.116733143022,0.25,0.75,0.0,0.0,13.0,12193.92079393909,0.0,12193.92079393909,0.7692307692307693,0.23076923076923078,0.0,0.0,4.0,6322.45725258608,0.0,6322.45725258608,0.0,1.0,0.0,0.0,4.0,6000.0,1125.0,7125.0,0.25,0.75,0.0,0.1875,19.0,6.0,0.8710661161219599,52.69848079962641,14.091973802691136,4.0,0.0,1.0,8.0,5.0,0.8237943777067086,4.0,0.0,1.0,3.0,1.0,0.766831498215446
simops,U,hybrid,sequential,25,7,cg,operation_mode,sequential,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,sequential,25,7,greedy,operation_mode,sequential,43047.270549603854,0.010681700019631535,,,ok,,,,,,,41847.270549603854,1200.0,1.0,6.0,19.0,0.0,0,0.24,0.76,0.0,"{'shore': 6, 'battery': 19, 'brown': 0}",4.0,11879.754863231481,0.0,11879.754863231481,0.0,1.0,0.0,0.0,13.0,17645.058433786304,1200.0,18845.058433786304,0.38461538461538464,0.6153846153846154,0.0,0.11538461538461539,4.0,6322.45725258608,0.0,6322.45725258608,0.0,1.0,0.0,0.0,4.0,6000.0,0.0,6000.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,15.525609304406066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,sequential,25,7,fifo,operation_mode,sequential,43047.27054960386,0.0011214999831281602,,,ok,,,,,,,41847.27054960386,1200.0,1.0,6.0,19.0,0.0,0,0.24,0.76,0.0,"{'shore': 6, 'battery': 19, 'brown': 0}",4.0,11879.754863231481,0.0,11879.754863231481,0.0,1.0,0.0,0.0,13.0,17645.058433786304,1200.0,18845.058433786304,0.38461538461538464,0.6153846153846154,0.0,0.11538461538461539,4.0,6322.45725258608,0.0,6322.45725258608,0.0,1.0,0.0,0.0,4.0,6000.0,0.0,6000.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,15.525609304406066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,simops,25,8,cg,operation_mode,simops,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,simops,25,8,greedy,operation_mode,simops,36500.46493269334,0.05116599996108562,,,ok,,,,,,,36500.46493269334,0.0,1.0,11.0,14.0,0.0,0,0.44,0.56,0.0,"{'shore': 11, 'battery': 14, 'brown': 0}",5.0,13184.184231777053,0.0,13184.184231777053,0.2,0.8,0.0,0.0,15.0,14960.712460109586,0.0,14960.712460109586,0.6666666666666666,0.3333333333333333,0.0,0.0,2.0,2955.5682408067087,0.0,2955.5682408067087,0.0,1.0,0.0,0.0,3.0,5400.0,0.0,5400.0,0.0,1.0,0.0,0.0,21.0,4.0,0.9442184469831509,54.88516529585384,13.971982048995397,4.0,1.0,0.9124665626347779,12.0,3.0,0.9362085574269925,2.0,0.0,1.0,3.0,0.0,1.0
simops,U,hybrid,simops,25,8,fifo,operation_mode,simops,36086.195704883445,0.011812599957920611,,,ok,,,,,,,36086.195704883445,0.0,1.0,12.0,13.0,0.0,0,0.48,0.52,0.0,"{'shore': 12, 'battery': 13, 'brown': 0}",5.0,15249.222992787207,0.0,15249.222992787207,0.0,1.0,0.0,0.0,15.0,12481.404471289534,0.0,12481.404471289534,0.8,0.2,0.0,0.0,2.0,2955.5682408067087,0.0,2955.5682408067087,0.0,1.0,0.0,0.0,3.0,5400.0,0.0,5400.0,0.0,1.0,0.0,0.0,19.0,6.0,0.8960451453308429,51.55892220563695,14.135031772604075,5.0,0.0,1.0,9.0,6.0,0.8267419088847382,2.0,0.0,1.0,3.0,0.0,1.0
simops,U,hybrid,sequential,25,8,cg,operation_mode,sequential,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,sequential,25,8,greedy,operation_mode,sequential,42458.07535666233,0.02950480004074052,,,ok,,,,,,,40708.07535666233,1750.0,1.0,8.0,17.0,0.0,0,0.32,0.68,0.0,"{'shore': 8, 'battery': 17, 'brown': 0}",5.0,15249.222992787207,0.0,15249.222992787207,0.0,1.0,0.0,0.0,15.0,18303.284123068413,1000.0,19303.284123068413,0.4666666666666667,0.5333333333333333,0.0,0.08333333333333333,2.0,2955.5682408067087,0.0,2955.5682408067087,0.0,1.0,0.0,0.0,3.0,4200.0,750.0,4950.0,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,15.901995668195726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,sequential,25,8,fifo,operation_mode,sequential,42458.07535666233,0.004218699992634356,,,ok,,,,,,,40708.07535666233,1750.0,1.0,8.0,17.0,0.0,0,0.32,0.68,0.0,"{'shore': 8, 'battery': 17, 'brown': 0}",5.0,15249.222992787207,0.0,15249.222992787207,0.0,1.0,0.0,0.0,15.0,18303.284123068413,1000.0,19303.284123068413,0.4666666666666667,0.5333333333333333,0.0,0.08333333333333333,2.0,2955.5682408067087,0.0,2955.5682408067087,0.0,1.0,0.0,0.0,3.0,4200.0,750.0,4950.0,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,15.901995668195726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,simops,25,9,cg,operation_mode,simops,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,simops,25,9,greedy,operation_mode,simops,36953.57158891625,0.014739699952770025,,,ok,,,,,,,35828.57158891625,1125.0,1.0,9.0,16.0,0.0,0,0.36,0.64,0.0,"{'shore': 9, 'battery': 16, 'brown': 0}",3.0,5511.022414202491,0.0,5511.022414202491,0.6666666666666666,0.3333333333333333,0.0,0.0,7.0,7282.953983300515,0.0,7282.953983300515,0.7142857142857143,0.2857142857142857,0.0,0.0,7.0,11034.595191413247,0.0,11034.595191413247,0.0,1.0,0.0,0.0,8.0,12000.0,1125.0,13125.0,0.25,0.75,0.0,0.09375,20.0,3.0,0.8785903279650864,45.35188432598187,13.300500216458799,2.0,1.0,0.8483349061756571,5.0,2.0,0.9171076400857413,7.0,0.0,1.0,6.0,0.0,0.75
simops,U,hybrid,simops,25,9,fifo,operation_mode,simops,38292.00340479732,0.002503100025933236,,,ok,,,,,,,36792.00340479731,1500.0,1.0,9.0,16.0,0.0,0,0.36,0.64,0.0,"{'shore': 9, 'battery': 16, 'brown': 0}",3.0,7674.454230083542,0.0,7674.454230083542,0.3333333333333333,0.6666666666666666,0.0,0.0,7.0,7282.953983300515,0.0,7282.953983300515,0.7142857142857143,0.2857142857142857,0.0,0.0,7.0,11034.595191413247,0.0,11034.595191413247,0.0,1.0,0.0,0.0,8.0,10800.0,1500.0,12300.0,0.375,0.625,0.0,0.125,19.0,3.0,0.8331620238661283,37.879405257412714,13.453292620715834,3.0,0.0,1.0,4.0,3.0,0.8327215138076012,7.0,0.0,1.0,5.0,0.0,0.625
simops,U,hybrid,sequential,25,9,cg,operation_mode,sequential,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,sequential,25,9,greedy,operation_mode,sequential,43452.59095893566,0.010305199946742505,,,ok,,,,,,,40302.59095893566,3150.0,1.0,7.0,18.0,0.0,0,0.28,0.72,0.0,"{'shore': 7, 'battery': 18, 'brown': 0}",3.0,9835.981245163634,0.0,9835.981245163634,0.0,1.0,0.0,0.0,7.0,8632.014522358773,2400.0,11032.014522358773,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,7.0,11034.595191413247,0.0,11034.595191413247,0.0,1.0,0.0,0.0,8.0,10800.0,750.0,11550.0,0.375,0.625,0.0,0.0625,0.0,0.0,0.0,0.0,14.78300982057146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,sequential,25,9,fifo,operation_mode,sequential,43452.59095893566,0.0007373999687843025,,,ok,,,,,,,40302.59095893566,3150.0,1.0,7.0,18.0,0.0,0,0.28,0.72,0.0,"{'shore': 7, 'battery': 18, 'brown': 0}",3.0,9835.981245163634,0.0,9835.981245163634,0.0,1.0,0.0,0.0,7.0,8632.014522358773,2400.0,11032.014522358773,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,7.0,11034.595191413247,0.0,11034.595191413247,0.0,1.0,0.0,0.0,8.0,10800.0,750.0,11550.0,0.375,0.625,0.0,0.0625,0.0,0.0,0.0,0.0,14.78300982057146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,simops,25,10,cg,operation_mode,simops,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,simops,25,10,greedy,operation_mode,simops,35835.10768824053,0.014445000037085265,,,ok,,,,,,,35835.10768824053,0.0,1.0,9.0,16.0,0.0,0,0.36,0.64,0.0,"{'shore': 9, 'battery': 16, 'brown': 0}",4.0,6257.858245115491,0.0,6257.858245115491,0.75,0.25,0.0,0.0,9.0,9064.616511304197,0.0,9064.616511304197,0.6666666666666666,0.3333333333333333,0.0,0.0,6.0,9712.632931820848,0.0,9712.632931820848,0.0,1.0,0.0,0.0,6.0,10800.0,0.0,10800.0,0.0,1.0,0.0,0.0,23.0,2.0,0.9623582997757896,55.46827346708436,13.813275509252565,3.0,1.0,0.9021350904646067,8.0,1.0,0.9389352369484789,6.0,0.0,1.0,6.0,0.0,1.0
simops,U,hybrid,simops,25,10,fifo,operation_mode,simops,35835.10768824053,0.0035398000036366284,,,ok,,,,,,,35835.10768824053,0.0,1.0,9.0,16.0,0.0,0,0.36,0.64,0.0,"{'shore': 9, 'battery': 16, 'brown': 0}",4.0,6257.858245115491,0.0,6257.858245115491,0.75,0.25,0.0,0.0,9.0,9064.616511304197,0.0,9064.616511304197,0.6666666666666666,0.3333333333333333,0.0,0.0,6.0,9712.632931820848,0.0,9712.632931820848,0.0,1.0,0.0,0.0,6.0,10800.0,0.0,10800.0,0.0,1.0,0.0,0.0,23.0,2.0,0.9616486223564347,55.46827346708436,13.813275509252565,3.0,1.0,0.910199606593639,8.0,1.0,0.9333796813929235,6.0,0.0,1.0,6.0,0.0,1.0
simops,U,hybrid,sequential,25,10,cg,operation_mode,sequential,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,sequential,25,10,greedy,operation_mode,sequential,42143.01159982543,0.007821599952876568,,,ok,,,,,,,41018.01159982543,1125.0,1.0,7.0,18.0,0.0,0,0.28,0.72,0.0,"{'shore': 7, 'battery': 18, 'brown': 0}",4.0,12206.153633884156,0.0,12206.153633884156,0.0,1.0,0.0,0.0,9.0,11899.225034120425,0.0,11899.225034120425,0.4444444444444444,0.5555555555555556,0.0,0.0,6.0,9712.632931820848,0.0,9712.632931820848,0.0,1.0,0.0,0.0,6.0,7200.0,1125.0,8325.0,0.5,0.5,0.0,0.125,0.0,0.0,0.0,0.0,15.651862169640268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,sequential,25,10,fifo,operation_mode,sequential,43343.01159982543,0.0010929999989457428,,,ok,,,,,,,42218.01159982543,1125.0,1.0,6.0,19.0,0.0,0,0.24,0.76,0.0,"{'shore': 6, 'battery': 19, 'brown': 0}",4.0,12206.153633884156,0.0,12206.153633884156,0.0,1.0,0.0,0.0,9.0,11899.225034120425,0.0,11899.225034120425,0.4444444444444444,0.5555555555555556,0.0,0.0,6.0,9712.632931820848,0.0,9712.632931820848,0.0,1.0,0.0,0.0,6.0,8400.0,1125.0,9525.0,0.3333333333333333,0.6666666666666666,0.0,0.125,0.0,0.0,0.0,0.0,15.541862169640266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,simops,50,1,cg,operation_mode,simops,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,simops,50,1,greedy,operation_mode,simops,84177.67244258133,0.03421329997945577,,,ok,,,,,,,81777.67244258133,2400.0,1.0,13.0,37.0,0.0,0,0.26,0.74,0.0,"{'shore': 13, 'battery': 37, 'brown': 0}",8.0,23937.487251130216,0.0,23937.487251130216,0.125,0.875,0.0,0.0,26.0,32762.518963171657,2400.0,35162.51896317166,0.4230769230769231,0.5769230769230769,0.0,0.11538461538461539,9.0,13677.66622827944,0.0,13677.66622827944,0.0,1.0,0.0,0.0,7.0,11400.0,0.0,11400.0,0.14285714285714285,0.8571428571428571,0.0,0.0,42.0,6.0,0.8981517307417994,67.47452919115942,14.924469949321697,7.0,1.0,0.9710513856379301,20.0,4.0,0.8287677315762185,9.0,0.0,1.0,6.0,1.0,0.941602061572121
simops,U,hybrid,simops,50,1,fifo,operation_mode,simops,80998.2166032549,0.011104100034572184,,,ok,,,,,,,80998.2166032549,0.0,1.0,14.0,36.0,0.0,0,0.28,0.72,0.0,"{'shore': 14, 'battery': 36, 'brown': 0}",8.0,23937.487251130216,0.0,23937.487251130216,0.125,0.875,0.0,0.0,26.0,33183.06312384521,0.0,33183.06312384521,0.4230769230769231,0.5769230769230769,0.0,0.0,9.0,13677.66622827944,0.0,13677.66622827944,0.0,1.0,0.0,0.0,7.0,10200.0,0.0,10200.0,0.2857142857142857,0.7142857142857143,0.0,0.0,39.0,10.0,0.8836850744017242,68.12607293362352,14.928558042035645,7.0,1.0,0.9675791634157078,18.0,7.0,0.8203182604068113,9.0,0.0,1.0,5.0,2.0,0.8736208060262084
simops,U,hybrid,sequential,50,1,cg,operation_mode,sequential,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,sequential,50,1,greedy,operation_mode,sequential,99536.79297931399,0.020442000008188188,,,ok,,,,,,,93136.792979314,6400.0,1.0,9.0,39.0,2.0,0,0.18,0.78,0.04,"{'shore': 9, 'battery': 39, 'brown': 2}",8.0,29189.54350481099,0.0,29189.54350481099,0.0,0.875,0.125,0.0,26.0,35869.58324622355,6400.0,42269.58324622355,0.34615384615384615,0.6538461538461539,0.0,0.3076923076923077,9.0,13677.66622827944,0.0,13677.66622827944,0.0,1.0,0.0,0.0,7.0,14400.0,0.0,14400.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,16.138609168153895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,sequential,50,1,fifo,operation_mode,sequential,103154.61362510285,0.0030824000132270157,,,ok,,,,,,,96504.61362510287,6650.0,1.0,9.0,37.0,4.0,0,0.18,0.74,0.08,"{'shore': 9, 'battery': 37, 'brown': 4}",8.0,29189.54350481099,0.0,29189.54350481099,0.0,0.875,0.125,0.0,26.0,39237.40389201241,6400.0,45637.40389201241,0.34615384615384615,0.5769230769230769,0.07692307692307693,0.3076923076923077,9.0,13677.66622827944,250.0,13927.66622827944,0.0,1.0,0.0,0.05555555555555555,7.0,14400.0,0.0,14400.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,15.638609168153897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,simops,50,2,cg,operation_mode,simops,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,simops,50,2,greedy,operation_mode,simops,91012.3676288242,0.03761900000972673,,,ok,,,,,,,88237.3676288242,2775.0,1.0,12.0,38.0,0.0,0,0.24,0.76,0.0,"{'shore': 12, 'battery': 38, 'brown': 0}",9.0,26084.613101376464,0.0,26084.613101376464,0.1111111111111111,0.8888888888888888,0.0,0.0,30.0,44805.79691358002,2400.0,47205.79691358002,0.3333333333333333,0.6666666666666666,0.0,0.1,5.0,7746.957613867761,0.0,7746.957613867761,0.0,1.0,0.0,0.0,6.0,9600.0,375.0,9975.0,0.16666666666666666,0.8333333333333334,0.0,0.041666666666666664,43.0,6.0,0.9276306081753691,68.48381830800065,14.490052156207547,8.0,1.0,0.9567683076056982,25.0,5.0,0.9256871880105726,5.0,0.0,1.0,5.0,0.0,0.8333333333333334
simops,U,hybrid,simops,50,2,fifo,operation_mode,simops,89347.00642938165,0.011490800010506064,,,ok,,,,,,,86947.00642938165,2400.0,1.0,13.0,37.0,0.0,0,0.26,0.74,0.0,"{'shore': 13, 'battery': 37, 'brown': 0}",9.0,26084.613101376464,0.0,26084.613101376464,0.1111111111111111,0.8888888888888888,0.0,0.0,30.0,42315.43571413747,2400.0,44715.43571413747,0.4,0.6,0.0,0.1,5.0,7746.957613867761,0.0,7746.957613867761,0.0,1.0,0.0,0.0,6.0,10800.0,0.0,10800.0,0.0,1.0,0.0,0.0,42.0,8.0,0.9030774200315149,67.49673154387962,14.593762078115205,8.0,1.0,0.964704815542206,23.0,7.0,0.8490509220565294,5.0,0.0,1.0,6.0,0.0,1.0
simops,U,hybrid,sequential,50,2,cg,operation_mode,sequential,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,sequential,50,2,greedy,operation_mode,sequential,95868.12715658412,0.02383909997297451,,,ok,,,,,,,93268.12715658412,2600.0,1.0,9.0,41.0,0.0,0,0.18,0.82,0.0,"{'shore': 9, 'battery': 41, 'brown': 0}",9.0,27909.940884218304,0.0,27909.940884218304,0.0,1.0,0.0,0.0,30.0,48011.2286584981,2600.0,50611.2286584981,0.26666666666666666,0.7333333333333333,0.0,0.10833333333333334,5.0,7746.957613867761,0.0,7746.957613867761,0.0,1.0,0.0,0.0,6.0,9600.0,0.0,9600.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,16.292577819684126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,sequential,50,2,fifo,operation_mode,sequential,95868.12715658412,0.0035920999944210052,,,ok,,,,,,,93268.12715658415,2600.0,1.0,9.0,41.0,0.0,0,0.18,0.82,0.0,"{'shore': 9, 'battery': 41, 'brown': 0}",9.0,27909.940884218304,0.0,27909.940884218304,0.0,1.0,0.0,0.0,30.0,48011.2286584981,2600.0,50611.2286584981,0.26666666666666666,0.7333333333333333,0.0,0.10833333333333334,5.0,7746.957613867761,0.0,7746.957613867761,0.0,1.0,0.0,0.0,6.0,9600.0,0.0,9600.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,16.292577819684126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,simops,50,3,cg,operation_mode,simops,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,simops,50,3,greedy,operation_mode,simops,83314.27756697309,0.03174900001613423,,,ok,,,,,,,82614.27756697309,700.0,1.0,12.0,38.0,0.0,0,0.24,0.76,0.0,"{'shore': 12, 'battery': 38, 'brown': 0}",8.0,21192.701630994932,500.0,21692.701630994932,0.25,0.75,0.0,0.03125,26.0,36587.22605031174,200.0,36787.22605031174,0.34615384615384615,0.6538461538461539,0.0,0.009615384615384616,11.0,17034.349885666416,0.0,17034.349885666416,0.0,1.0,0.0,0.0,5.0,7800.0,0.0,7800.0,0.2,0.8,0.0,0.0,43.0,6.0,0.8906625050399279,67.40508853574269,15.374078915387194,6.0,2.0,0.8431743812387416,23.0,3.0,0.9056211503671947,11.0,0.0,1.0,3.0,1.0,0.6483160585078792
