experiment,scenario,mechanism,operation_mode,N,seed,method,param_name,param_value,obj,runtime_total,runtime_pricing,gap,status,error,num_iters,num_pricing_calls,num_columns_added,min_reduced_cost_last,pricing_time_share,cost_energy,cost_delay,shore_utilization,mode_shore_count,mode_battery_count,mode_brown_count,infeasible_jobs,shore_ratio,battery_ratio,brown_ratio,mechanism_counts,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D
simops,U,hybrid,sequential,25,2,greedy,operation_mode,sequential,45326.76554546224,0.008697999990545213,,,ok,,,,,,,44326.76554546225,1000.0,1.0,5.0,20.0,0.0,0,0.2,0.8,0.0,"{'shore': 5, 'battery': 20, 'brown': 0}",5.0,15368.888217465506,0.0,15368.888217465506,0.0,1.0,0.0,0.0,15.0,20821.718506068588,1000.0,21821.718506068588,0.3333333333333333,0.6666666666666666,0.0,0.08333333333333333,3.0,4536.158821928152,0.0,4536.158821928152,0.0,1.0,0.0,0.0,2.0,3600.0,0.0,3600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.511402147324356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,sequential,25,2,fifo,operation_mode,sequential,45326.76554546225,0.0013562000240199268,,,ok,,,,,,,44326.76554546225,1000.0,1.0,5.0,20.0,0.0,0,0.2,0.8,0.0,"{'shore': 5, 'battery': 20, 'brown': 0}",5.0,15368.888217465506,0.0,15368.888217465506,0.0,1.0,0.0,0.0,15.0,20821.718506068588,1000.0,21821.718506068588,0.3333333333333333,0.6666666666666666,0.0,0.08333333333333333,3.0,4536.158821928152,0.0,4536.158821928152,0.0,1.0,0.0,0.0,2.0,3600.0,0.0,3600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.511402147324356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,simops,25,3,cg,operation_mode,simops,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,simops,25,3,greedy,operation_mode,simops,39500.862948088754,0.017086099949665368,,,ok,,,,,,,38700.862948088754,800.0,1.0,10.0,15.0,0.0,0,0.4,0.6,0.0,"{'shore': 10, 'battery': 15, 'brown': 0}",5.0,14413.508850197826,0.0,14413.508850197826,0.2,0.8,0.0,0.0,14.0,13966.195828606098,800.0,14766.195828606098,0.6428571428571429,0.35714285714285715,0.0,0.07142857142857142,3.0,4921.158269284824,0.0,4921.158269284824,0.0,1.0,0.0,0.0,3.0,5400.0,0.0,5400.0,0.0,1.0,0.0,0.0,22.0,2.0,0.9359171961128502,56.01050222365077,13.825219644873854,5.0,0.0,1.0,11.0,2.0,0.8855664216300897,3.0,0.0,1.0,3.0,0.0,1.0
simops,U,hybrid,simops,25,3,fifo,operation_mode,simops,39500.862948088754,0.004070800030604005,,,ok,,,,,,,38700.862948088754,800.0,1.0,10.0,15.0,0.0,0,0.4,0.6,0.0,"{'shore': 10, 'battery': 15, 'brown': 0}",5.0,14413.508850197826,0.0,14413.508850197826,0.2,0.8,0.0,0.0,14.0,13966.195828606098,800.0,14766.195828606098,0.6428571428571429,0.35714285714285715,0.0,0.07142857142857142,3.0,4921.158269284824,0.0,4921.158269284824,0.0,1.0,0.0,0.0,3.0,5400.0,0.0,5400.0,0.0,1.0,0.0,0.0,22.0,2.0,0.9359171961128502,56.01050222365077,13.825219644873854,5.0,0.0,1.0,11.0,2.0,0.8855664216300897,3.0,0.0,1.0,3.0,0.0,1.0
simops,U,hybrid,sequential,25,3,cg,operation_mode,sequential,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,sequential,25,3,greedy,operation_mode,sequential,45510.338999520434,0.009953000000678003,,,ok,,,,,,,44185.338999520434,1325.0,1.0,7.0,18.0,0.0,0,0.28,0.72,0.0,"{'shore': 7, 'battery': 18, 'brown': 0}",5.0,16792.123482734394,0.0,16792.123482734394,0.0,1.0,0.0,0.0,14.0,18272.057247501205,1200.0,19472.057247501205,0.42857142857142855,0.5714285714285714,0.0,0.10714285714285714,3.0,4921.158269284824,125.0,5046.158269284824,0.0,1.0,0.0,0.08333333333333333,3.0,4200.0,0.0,4200.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.799795057979425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,sequential,25,3,fifo,operation_mode,sequential,45510.338999520434,0.0016930000274442136,,,ok,,,,,,,44185.338999520434,1325.0,1.0,7.0,18.0,0.0,0,0.28,0.72,0.0,"{'shore': 7, 'battery': 18, 'brown': 0}",5.0,16792.123482734394,0.0,16792.123482734394,0.0,1.0,0.0,0.0,14.0,18272.057247501205,1200.0,19472.057247501205,0.42857142857142855,0.5714285714285714,0.0,0.10714285714285714,3.0,4921.158269284824,125.0,5046.158269284824,0.0,1.0,0.0,0.08333333333333333,3.0,4200.0,0.0,4200.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.799795057979425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simops,U,hybrid,simops,25,4,cg,operation_mode,simops,,,,,error,"User name mismatch (licensed to 'researcher', current user is 'codexsandboxoffline')",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simops,U,hybrid,simops,25,4,greedy,operation_mode,simops,36430.28104748829,0.018009599996730685,,,ok,,,,,,,34630.28104748829,1800.0,1.0,11.0,14.0,0.0,0,0.44,0.56,0.0,"{'shore': 11, 'battery': 14, 'brown': 0}",4.0,8251.493829159848,1000.0,9251.493829159848,0.5,0.5,0.0,0.125,10.0,11057.85395128964,800.0,11857.85395128964,0.6,0.4,0.0,0.1,3.0,4520.933267038805,0.0,4520.933267038805,0.0,1.0,0.0,0.0,8.0,10800.0,0.0,10800.0,0.375,0.625,0.0,0.0,18.0,7.0,0.8495375459680987,48.38707546175792,14.520687169681473,2.0,2.0,0.7097841966450247,6.0,4.0,0.7911554099195363,3.0,0.0,1.0,7.0,1.0,0.9359684704283757
