N,scenario,seed,method,C_BS,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,pool_gap_pct,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,pricing_converged,objective_stabilized,relative_improvement_last_5,injected_columns_count,injected_incumbent_methods,min_reduced_cost,operation_mode,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,objective,total_cost,delay_cost,avg_stay_h,masking_rate,avg_delay_h,emissions_total
100,U,4,Rolling-Horizon,0.3,ok,,142223.07452337176,20.73602720000053,,,,,,,,,,,,,,,,20.73602720000053,,,,,,,,,,,,,True,,,,,,,0,142223.07452337176,0.0,14,32810.231167614744,0.0,32810.231167614744,0.0714285714285714,0.8571428571428571,0.0714285714285714,0.0,56,64703.85795307682,0.0,64703.85795307682,0.2142857142857142,0.75,0.0357142857142857,0.0,10,14108.985402680197,0.0,14108.985402680197,0.0,0.8,0.2,0.0,20,30600.0,0.0,30600.0,0.05,0.8,0.15,0.0,49,7,0.5220578630301289,65.22295882116768,15.938347931181085,7,2,0.5870796753515961,28,4,0.5231416285152737,6,0,0.6,8,1,0.4345369825617606,14,78,8,0.14,0.78,0.08,142223.07452337176,142223.07452337176,0.0,15.938347931181085,0.5220578630301289,,0.08
100,U,4,Fix-and-Optimize,0.3,ok,,146023.39402695218,14.729612899998756,,,,,,,,,,,,,,,,14.729612899998756,,,,,,,,,,,,,True,,,,,,,0,139823.39402695218,6200.0,14,32810.231167614744,0.0,32810.231167614744,0.0714285714285714,0.8571428571428571,0.0714285714285714,0.0,56,67156.24421208641,200.0,67356.24421208641,0.2142857142857142,0.7321428571428571,0.0535714285714285,0.0044642857142857,10,12256.91864725102,1500.0,13756.91864725102,0.0,0.9,0.1,0.3,20,27600.0,4500.0,32100.0,0.1,0.8,0.1,0.15,57,8,0.5981477362068568,77.22063938356457,15.864094130115438,10,0,0.7142857142857143,34,6,0.646475767775558,7,1,0.700332914597801,6,1,0.3304400739638212,15,78,7,0.15,0.78,0.07,146023.39402695218,146023.39402695218,6200.0,15.864094130115438,0.5981477362068568,,0.07
100,U,5,CG+IR,0.3,ok,,123106.47997877028,16.906685699999798,0.0,2.1721699870859523e-05,0.0021721699870859,123103.80589676002,123103.80589676002,123106.47997877028,0.0021721699870859,0.0,0.0,0.0,0.0,0.0,0.0,43663.0,1.0,16.906685699999798,full_pricing_converged,Full-CG LP-IP gap,1.0,1.0,0.0,,0.0,,0.0,simops,Optimal,Optimal,True,1.0,0.0,0.0,43663.0,0.0,0.0,0,123106.47997877028,0.0,17,35232.3201521998,0.0,35232.3201521998,0.0588235294117647,0.9411764705882352,0.0,0.0,50,51315.76573129731,0.0,51315.76573129731,0.26,0.74,0.0,0.0,17,17958.394095273186,0.0,17958.394095273186,0.0,1.0,0.0,0.0,16,18600.0,0.0,18600.0,0.0625,0.9375,0.0,0.0,40,10,0.4563331113626843,68.13044976229918,15.635217010601115,10,0,0.5882352941176471,12,9,0.3356019295736789,7,0,0.4117647058823529,11,1,0.7408259160990305,15,85,0,0.15,0.85,0.0,123106.47997877028,123106.47997877028,0.0,15.635217010601115,0.4563331113626843,,0.0
100,U,5,Rolling-Horizon,0.3,ok,,150702.19255192636,18.301486600001223,,,,,,,,,,,,,,,,18.301486600001223,,,,,,,,,,,,,True,,,,,,,0,146652.19255192636,4050.0,17,34301.83944782566,0.0,34301.83944782566,0.1176470588235294,0.8823529411764706,0.0,0.0,50,59748.830330536,2800.0,62548.830330536,0.2,0.74,0.06,0.07,17,22001.522773564702,1250.0,23251.522773564702,0.0,0.8823529411764706,0.1176470588235294,0.1470588235294117,16,30600.0,0.0,30600.0,0.0625,0.625,0.3125,0.0,44,9,0.485637906876097,63.8497024554631,15.267794868526778,7,4,0.5625639995581381,22,5,0.480004053902427,7,0,0.4117647058823529,8,0,0.5,13,77,10,0.13,0.77,0.1,150702.19255192636,150702.19255192636,4050.0,15.267794868526778,0.485637906876097,,0.1
100,U,5,Fix-and-Optimize,0.3,ok,,158583.59068579736,14.938278300000093,,,,,,,,,,,,,,,,14.938278300000093,,,,,,,,,,,,,True,,,,,,,0,153208.59068579736,5375.0,17,38616.64172988911,2000.0,40616.64172988911,0.1176470588235294,0.8235294117647058,0.0588235294117647,0.0588235294117647,50,59500.31515072793,1000.0,60500.31515072793,0.2,0.74,0.06,0.025,17,22091.63380518033,2375.0,24466.63380518033,0.0,0.8823529411764706,0.1176470588235294,0.2794117647058823,16,33000.0,0.0,33000.0,0.0625,0.5625,0.375,0.0,47,10,0.5300855112768994,77.50368228578336,14.884231373670902,11,1,0.6972503970298144,22,7,0.5266296710053134,7,1,0.4275332327595391,7,1,0.4722341169378288,13,75,12,0.13,0.75,0.12,158583.59068579736,158583.59068579736,5375.0,14.884231373670902,0.5300855112768994,,0.12
100,U,6,CG+IR,0.3,ok,,125411.98185382831,15.212849600000482,0.0,3.797747683656905e-06,0.0003797747683656,125411.50557076473,125411.50557076473,125411.98185382831,0.0003797747683656,0.0,0.0,0.0,0.0,0.0,0.0,43388.0,1.0,15.212849600000482,full_pricing_converged,Full-CG LP-IP gap,1.0,1.0,0.0,,0.0,,0.0,simops,Optimal,Optimal,True,1.0,0.0,0.0,43388.0,0.0,0.0,0,125411.98185382831,0.0,18,34513.71694493627,0.0,34513.71694493627,0.2222222222222222,0.7777777777777778,0.0,0.0,46,50561.09880893007,0.0,50561.09880893007,0.1956521739130435,0.8043478260869565,0.0,0.0,16,16937.166099962018,0.0,16937.166099962018,0.0,1.0,0.0,0.0,20,23400.0,0.0,23400.0,0.05,0.95,0.0,0.0,42,9,0.4698391547705635,70.84262920832687,15.81016482152023,4,5,0.3770237658123224,15,2,0.3374925643932806,8,1,0.5427657908687685,15,1,0.7994288538221668,14,86,0,0.14,0.86,0.0,125411.98185382831,125411.98185382831,0.0,15.81016482152023,0.4698391547705635,,0.0
100,U,6,Rolling-Horizon,0.3,ok,,152326.11834854932,21.49340559999837,,,,,,,,,,,,,,,,21.49340559999837,,,,,,,,,,,,,True,,,,,,,0,147251.11834854932,5075.0,18,34379.734749798066,500.0,34879.734749798066,0.2222222222222222,0.7777777777777778,0.0,0.0138888888888888,46,59566.54616169039,2200.0,61766.54616169039,0.108695652173913,0.8260869565217391,0.0652173913043478,0.0597826086956521,16,19104.83743706088,2000.0,21104.83743706088,0.0,0.9375,0.0625,0.25,20,34200.0,375.0,34575.0,0.15,0.6,0.25,0.0125,36,10,0.4111449145782178,61.54428586913372,15.777921139147232,11,3,0.6846888329659345,13,4,0.3291720832138853,3,1,0.2447077409694564,9,2,0.4866426390542465,12,79,9,0.12,0.79,0.09,152326.11834854932,152326.11834854932,5075.0,15.777921139147232,0.4111449145782178,,0.09
100,U,6,Fix-and-Optimize,0.3,ok,,152243.0076623564,12.97559199999887,,,,,,,,,,,,,,,,12.97559199999887,,,,,,,,,,,,,True,,,,,,,0,148668.0076623564,3575.0,18,33487.431817016375,2000.0,35487.431817016375,0.2777777777777778,0.7222222222222222,0.0,0.0555555555555555,46,61875.73840827914,1200.0,63075.73840827914,0.0869565217391304,0.8260869565217391,0.0869565217391304,0.0326086956521739,16,19104.83743706088,0.0,19104.83743706088,0.0,0.9375,0.0625,0.0,20,34200.0,375.0,34575.0,0.15,0.6,0.25,0.0125,46,11,0.4965199249669259,68.06980540817138,15.30748150525028,9,5,0.5969595774030761,20,3,0.4655324066740869,10,2,0.6536933405132381,7,1,0.3516567974108707,12,78,10,0.12,0.78,0.1,152243.0076623564,152243.0076623564,3575.0,15.30748150525028,0.4965199249669259,,0.1
100,U,7,CG+IR,0.3,ok,,129206.21226547206,17.219540699999925,0.0,1.1389989799918651e-05,0.0011389989799918,129204.74060803228,129204.74060803228,129206.21226547206,0.0011389989799918,0.0,0.0,0.0,0.0,0.0,0.0,45148.0,1.0,17.219540699999925,full_pricing_converged,Full-CG LP-IP gap,1.0,1.0,0.0,,0.0,,0.0,simops,Optimal,Optimal,True,1.0,0.0,0.0,45148.0,0.0,0.0,0,129206.21226547206,0.0,21,43968.959441855215,0.0,43968.959441855215,0.0,1.0,0.0,0.0,54,57526.88582850608,0.0,57526.88582850608,0.2592592592592592,0.7407407407407407,0.0,0.0,10,10310.366995110788,0.0,10310.366995110788,0.0,1.0,0.0,0.0,15,17400.0,0.0,17400.0,0.0666666666666666,0.9333333333333332,0.0,0.0,48,7,0.5272757107769435,78.59165174447848,15.883641096358888,11,1,0.5585233086621044,22,6,0.4814552147368546,4,0,0.4,11,0,0.7333333333333333,15,85,0,0.15,0.85,0.0,129206.21226547206,129206.21226547206,0.0,15.883641096358888,0.5272757107769435,,0.0
100,U,7,Rolling-Horizon,0.3,ok,,163340.60753940555,22.19296899999972,,,,,,,,,,,,,,,,22.19296899999972,,,,,,,,,,,,,True,,,,,,,0,162340.60753940555,1000.0,21,50798.54955457972,0.0,50798.54955457972,0.0952380952380952,0.8095238095238095,0.0952380952380952,0.0,54,69356.24607919456,1000.0,70356.24607919456,0.2037037037037037,0.7222222222222222,0.074074074074074,0.0231481481481481,10,12185.81190563129,0.0,12185.81190563129,0.0,0.9,0.1,0.0,15,30000.0,0.0,30000.0,0.0,0.6666666666666666,0.3333333333333333,0.0,44,8,0.4755967594931112,69.47283876127499,15.57190080344481,11,0,0.5235678272375265,25,7,0.5129381207348195,5,0,0.5,3,1,0.2577395371761882,13,75,12,0.13,0.75,0.12,163340.60753940555,163340.60753940555,1000.0,15.57190080344481,0.4755967594931112,,0.12
100,U,7,Fix-and-Optimize,0.3,ok,,162038.8973774171,15.204790799998593,,,,,,,,,,,,,,,,15.204790799998593,,,,,,,,,,,,,True,,,,,,,0,160313.8973774171,1725.0,21,50695.647288741406,0.0,50695.647288741406,0.0952380952380952,0.8095238095238095,0.0952380952380952,0.0,54,67432.43818304442,600.0,68032.43818304442,0.2037037037037037,0.7407407407407407,0.0555555555555555,0.0138888888888888,10,12185.81190563129,0.0,12185.81190563129,0.0,0.9,0.1,0.0,15,30000.0,1125.0,31125.0,0.0,0.6666666666666666,0.3333333333333333,0.05,50,9,0.5409733089243377,78.89862215575045,15.435388957033444,14,0,0.6661968326882873,28,6,0.5640951026210737,4,2,0.5574089294079512,4,1,0.2714648380241499,13,76,11,0.13,0.76,0.11,162038.8973774171,162038.8973774171,1725.0,15.435388957033444,0.5409733089243377,,0.11
100,U,8,CG+IR,0.3,ok,,127481.80482441068,18.04345770000145,0.0,1.0936486120016155e-05,0.0010936486120016,127480.41062142166,127480.41062142166,127481.80482441068,0.0010936486120016,0.0,0.0,0.0,0.0,0.0,0.0,45587.0,1.0,18.04345770000145,full_pricing_converged,Full-CG LP-IP gap,1.0,1.0,0.0,,0.0,,0.0,simops,Optimal,Optimal,True,1.0,0.0,0.0,45587.0,0.0,0.0,0,127481.80482441068,0.0,19,39063.00921387939,0.0,39063.00921387939,0.0526315789473684,0.9473684210526316,0.0,0.0,61,66493.47498743798,0.0,66493.47498743798,0.2131147540983606,0.7868852459016393,0.0,0.0,9,9325.320623093274,0.0,9325.320623093274,0.0,1.0,0.0,0.0,11,12600.0,0.0,12600.0,0.0909090909090909,0.9090909090909092,0.0,0.0,52,7,0.5436278674658657,81.35695137535322,15.982478870396124,9,1,0.4879187395216673,29,5,0.5022742135385512,5,1,0.6059559633136957,9,0,0.8181818181818182,15,85,0,0.15,0.85,0.0,127481.80482441068,127481.80482441068,0.0,15.982478870396124,0.5436278674658657,,0.0
100,U,8,Rolling-Horizon,0.3,ok,,154363.4321441277,22.013245499998447,,,,,,,,,,,,,,,,22.013245499998447,,,,,,,,,,,,,True,,,,,,,0,149188.4321441277,5175.0,19,46917.17996632109,1500.0,48417.17996632109,0.1052631578947368,0.7894736842105263,0.1052631578947368,0.0394736842105263,61,73145.93155471334,1800.0,74945.93155471334,0.1311475409836065,0.8360655737704918,0.0327868852459016,0.0368852459016393,9,9325.320623093274,1875.0,11200.320623093274,0.0,1.0,0.0,0.4166666666666667,11,19800.0,0.0,19800.0,0.0909090909090909,0.6363636363636364,0.2727272727272727,0.0,44,7,0.4737788707620624,69.32885921129088,16.084146366106644,6,1,0.3582005375215979,27,5,0.4721532304269715,6,0,0.6666666666666666,5,1,0.5246118006591464,11,82,7,0.11,0.82,0.07,154363.4321441277,154363.4321441277,5175.0,16.084146366106644,0.4737788707620624,,0.07
100,U,8,Fix-and-Optimize,0.3,ok,,158082.51296373163,18.242011599999387,,,,,,,,,,,,,,,,18.242011599999387,,,,,,,,,,,,,True,,,,,,,0,152882.51296373163,5200.0,19,52327.85182644524,0.0,52327.85182644524,0.0526315789473684,0.7894736842105263,0.1578947368421052,0.0,61,71429.34051419313,5200.0,76629.34051419313,0.180327868852459,0.7868852459016393,0.0327868852459016,0.1065573770491803,9,9325.320623093274,0.0,9325.320623093274,0.0,1.0,0.0,0.0,11,19800.0,0.0,19800.0,0.0909090909090909,0.6363636363636364,0.2727272727272727,0.0,53,9,0.5713123418834273,80.0705663471664,15.749666742549552,11,1,0.59397192165682,31,8,0.5712420930633304,7,0,0.7777777777777778,4,0,0.3636363636363636,13,79,8,0.13,0.79,0.08,158082.51296373163,158082.51296373163,5200.0,15.749666742549552,0.5713123418834273,,0.08
100,U,9,CG+IR,0.3,ok,,124774.11977451891,15.149485000001732,0.0,4.1144763406854685e-06,0.0004114476340685,124773.60639435516,124773.60639435516,124774.11977451891,0.0004114476340685,0.0,0.0,0.0,0.0,0.0,0.0,41005.0,1.0,15.149485000001732,full_pricing_converged,Full-CG LP-IP gap,1.0,1.0,0.0,,0.0,,0.0,simops,Optimal,Optimal,True,1.0,0.0,0.0,41005.0,0.0,0.0,0,124774.11977451891,0.0,19,39438.03043857819,0.0,39438.03043857819,0.0,1.0,0.0,0.0,43,44018.47007567119,0.0,44018.47007567119,0.3255813953488372,0.6744186046511628,0.0,0.0,24,25717.619260269566,0.0,25717.619260269566,0.0,1.0,0.0,0.0,14,15600.0,0.0,15600.0,0.1428571428571428,0.8571428571428571,0.0,0.0,48,8,0.5293606941181503,70.39352011293485,15.451234905584933,8,2,0.4862783855844963,18,4,0.4777964842134208,11,0,0.4583333333333333,11,2,0.8679665188951794,16,84,0,0.16,0.84,0.0,124774.11977451891,124774.11977451891,0.0,15.451234905584933,0.5293606941181503,,0.0
100,U,9,Rolling-Horizon,0.3,ok,,169945.59263984533,15.72506280000016,,,,,,,,,,,,,,,,15.72506280000016,,,,,,,,,,,,,True,,,,,,,0,158520.59263984533,11425.0,19,40377.492193957485,3500.0,43877.492193957485,0.1578947368421052,0.7894736842105263,0.0526315789473684,0.0921052631578947,43,57582.60208315512,5800.0,63382.60208315512,0.2093023255813953,0.6744186046511628,0.1162790697674418,0.1686046511627907,24,31760.49836273273,2125.0,33885.49836273273,0.0,0.875,0.125,0.1770833333333333,14,28800.0,0.0,28800.0,0.0,0.6428571428571429,0.3571428571428571,0.0,33,6,0.3548520457937264,58.32207485541741,15.44426431618866,8,1,0.4495053823257735,12,4,0.3068359539998913,10,0,0.4166666666666667,3,1,0.2679040209419728,12,74,14,0.12,0.74,0.14,169945.59263984533,169945.59263984533,11425.0,15.44426431618866,0.3548520457937264,,0.14
100,U,9,Fix-and-Optimize,0.3,ok,,160876.53491283342,11.85017979999975,,,,,,,,,,,,,,,,11.85017979999975,,,,,,,,,,,,,True,,,,,,,0,156051.53491283342,4825.0,19,40377.492193957485,0.0,40377.492193957485,0.1578947368421052,0.7894736842105263,0.0526315789473684,0.0,43,59509.45659632785,3200.0,62709.45659632785,0.2325581395348837,0.627906976744186,0.1395348837209302,0.0930232558139534,24,29764.58612254807,1250.0,31014.58612254807,0.0,0.9166666666666666,0.0833333333333333,0.1041666666666666,14,26400.0,375.0,26775.0,0.0,0.7142857142857143,0.2857142857142857,0.0178571428571428,45,3,0.4647777255120704,69.84532198469111,15.111871201974305,12,1,0.6811344342540199,19,2,0.4543306581483874,10,0,0.4166666666666667,4,0,0.2857142857142857,13,74,13,0.13,0.74,0.13,160876.53491283342,160876.53491283342,4825.0,15.111871201974305,0.4647777255120704,,0.13
100,U,10,CG+IR,0.3,ok,,124180.61660339692,16.63665939999919,0.0,8.062354692146285e-06,0.0008062354692146,124179.61541521996,124179.61541521996,124180.61660339692,0.0008062354692146,0.0,0.0,0.0,0.0,0.0,0.0,42844.0,1.0,16.63665939999919,full_pricing_converged,Full-CG LP-IP gap,1.0,1.0,0.0,,0.0,,0.0,simops,Optimal,Optimal,True,1.0,0.0,0.0,42844.0,0.0,0.0,0,124180.61660339692,0.0,18,37621.570301773085,0.0,37621.570301773085,0.0,1.0,0.0,0.0,54,56719.98050714833,0.0,56719.98050714833,0.2592592592592592,0.7407407407407407,0.0,0.0,18,19039.06579447554,0.0,19039.06579447554,0.0,1.0,0.0,0.0,10,10800.0,0.0,10800.0,0.2,0.8,0.0,0.0,48,8,0.5097020102409643,75.20345645500396,16.2437225512292,7,1,0.4136761344893082,20,7,0.4171116778386829,13,0,0.7222222222222222,8,0,0.8,16,84,0,0.16,0.84,0.0,124180.61660339692,124180.61660339692,0.0,16.2437225512292,0.5097020102409643,,0.0
100,U,10,Rolling-Horizon,0.3,ok,,152810.66332837477,19.226333200000223,,,,,,,,,,,,,,,,19.226333200000223,,,,,,,,,,,,,True,,,,,,,0,149210.66332837477,3600.0,18,40673.72508579708,0.0,40673.72508579708,0.0555555555555555,0.8888888888888888,0.0555555555555555,0.0,54,70930.9685677969,3600.0,74530.9685677969,0.2037037037037037,0.7037037037037037,0.0925925925925925,0.0833333333333333,18,21405.96967478077,0.0,21405.96967478077,0.0,0.9444444444444444,0.0555555555555555,0.0,10,16200.0,0.0,16200.0,0.1,0.7,0.2,0.0,42,12,0.4627659670305349,55.66703221276613,16.15914164252972,5,3,0.3185748399586403,19,9,0.417449066366629,13,0,0.7222222222222222,5,0,0.5,13,78,9,0.13,0.78,0.09,152810.66332837477,152810.66332837477,3600.0,16.15914164252972,0.4627659670305349,,0.09
100,U,10,Fix-and-Optimize,0.3,ok,,152880.19582972347,13.45553049999944,,,,,,,,,,,,,,,,13.45553049999944,,,,,,,,,,,,,True,,,,,,,0,149405.19582972347,3475.0,18,41821.58948239396,0.0,41821.58948239396,0.0,0.9444444444444444,0.0555555555555555,0.0,54,72344.54055285396,2600.0,74944.54055285396,0.2592592592592592,0.6296296296296297,0.1111111111111111,0.0601851851851851,18,19039.06579447554,875.0,19914.06579447554,0.0,1.0,0.0,0.0972222222222222,10,16200.0,0.0,16200.0,0.1,0.7,0.2,0.0,52,9,0.5511661540394823,74.9300734636987,15.823319211267354,9,0,0.5,26,9,0.5391965815545967,13,0,0.7222222222222222,4,0,0.4,15,76,9,0.15,0.76,0.09,152880.19582972347,152880.19582972347,3475.0,15.823319211267354,0.5511661540394823,,0.09
100,U,1,CG+IR,0.4,ok,,159523.9286506756,17.27476309999838,0.0,1.4774595437087404e-05,0.0014774595437087,159521.57174916723,159521.57174916723,159523.9286506756,0.0014774595437087,0.0,0.0,0.0,0.0,0.0,0.0,42648.0,1.0,17.27476309999838,full_pricing_converged,Full-CG LP-IP gap,1.0,1.0,0.0,,0.0,,0.0,simops,Optimal,Optimal,True,1.0,0.0,0.0,42648.0,0.0,0.0,0,159523.9286506756,0.0,19,45928.80067540833,0.0,45928.80067540833,0.2105263157894736,0.7894736842105263,0.0,0.0,48,66047.45251958189,0.0,66047.45251958189,0.1666666666666666,0.8333333333333334,0.0,0.0,19,26147.675455685345,0.0,26147.675455685345,0.0,1.0,0.0,0.0,14,21400.0,0.0,21400.0,0.0714285714285714,0.9285714285714286,0.0,0.0,40,11,0.4584238445152465,70.4482800118959,15.897370824519914,5,3,0.3573859147874799,19,6,0.4736958585006243,7,2,0.3849816243438196,9,0,0.6428571428571429,13,87,0,0.13,0.87,0.0,159523.9286506756,159523.9286506756,0.0,15.897370824519914,0.4584238445152465,,0.0
100,U,1,Rolling-Horizon,0.4,ok,,187616.85524156943,19.55839680000281,,,,,,,,,,,,,,,,19.55839680000281,,,,,,,,,,,,,True,,,,,,,0,182341.85524156943,5275.0,19,54643.00262462037,0.0,54643.00262462037,0.0526315789473684,0.8947368421052632,0.0526315789473684,0.0,48,73911.06696416724,3400.0,77311.06696416724,0.2708333333333333,0.5833333333333334,0.1458333333333333,0.0885416666666666,19,29387.78565278184,0.0,29387.78565278184,0.0,0.8947368421052632,0.1052631578947368,0.0,14,24400.0,1875.0,26275.0,0.0,0.9285714285714286,0.0714285714285714,0.0892857142857142,37,9,0.4067597799577198,50.94739295741962,15.697383936297806,8,2,0.4786791041344143,14,5,0.3261205570859168,7,1,0.4171574790283976,8,1,0.5715211553967531,14,75,11,0.14,0.75,0.11,187616.85524156943,187616.85524156943,5275.0,15.697383936297806,0.4067597799577198,,0.11
100,U,1,Fix-and-Optimize,0.4,ok,,186244.20277103595,13.72253670000282,,,,,,,,,,,,,,,,13.72253670000282,,,,,,,,,,,,,True,,,,,,,0,180244.20277103595,6000.0,19,54655.51478524315,1000.0,55655.51478524315,0.0526315789473684,0.8947368421052632,0.0526315789473684,0.0263157894736842,48,71402.85602305984,2000.0,73402.85602305984,0.2916666666666667,0.5833333333333334,0.125,0.0520833333333333,19,27785.83196273292,3000.0,30785.83196273292,0.0,0.9473684210526316,0.0526315789473684,0.3157894736842105,14,26400.0,0.0,26400.0,0.0,0.8571428571428571,0.1428571428571428,0.0,49,7,0.5201175577402242,73.97559940989123,15.307062180866255,12,1,0.6481340833692246,20,5,0.4661583636153217,10,0,0.5263157894736842,7,1,0.5229719097479786,15,75,10,0.15,0.75,0.1,186244.20277103595,186244.20277103595,6000.0,15.307062180866255,0.5201175577402242,,0.1
100,U,2,CG+IR,0.4,ok,,170619.9168649107,20.70627810000224,0.0,7.739324583965249e-05,0.0077393245839652,170606.71203573962,170606.71203573962,170619.9168649107,0.0077393245839652,0.0,0.0,0.0,0.0,0.0,0.0,44467.0,1.0,20.70627810000224,full_pricing_converged,Full-CG LP-IP gap,1.0,1.0,0.0,,0.0,,0.0,simops,Optimal,Optimal,True,1.0,0.0,0.0,44467.0,0.0,0.0,0,170619.9168649107,0.0,23,64030.92615863924,0.0,64030.92615863924,0.0434782608695652,0.9565217391304348,0.0,0.0,53,70235.35301283485,0.0,70235.35301283485,0.2830188679245283,0.7169811320754716,0.0,0.0,12,17153.637693436638,0.0,17153.637693436638,0.0,1.0,0.0,0.0,12,19200.0,0.0,19200.0,0.0,1.0,0.0,0.0,46,12,0.5057798182838009,71.65849388224487,15.584802044544904,10,1,0.4494618836904942,23,11,0.5139690283679006,4,0,0.3333333333333333,9,0,0.75,16,84,0,0.16,0.84,0.0,170619.9168649107,170619.9168649107,0.0,15.584802044544904,0.5057798182838009,,0.0
100,U,2,Rolling-Horizon,0.4,ok,,208048.4887047825,19.55797159999929,,,,,,,,,,,,,,,,19.55797159999929,,,,,,,,,,,,,True,,,,,,,0,202898.4887047825,5150.0,23,67086.92730288909,0.0,67086.92730288909,0.0434782608695652,0.9130434782608696,0.0434782608695652,0.0,53,94073.82168154836,4400.0,98473.82168154836,0.1886792452830188,0.6037735849056604,0.2075471698113207,0.1037735849056603,12,20537.73972034507,750.0,21287.73972034507,0.0,0.8333333333333334,0.1666666666666666,0.125,12,21200.0,0.0,21200.0,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.0,43,12,0.4915909592927276,67.89121897813126,15.17505278796146,10,2,0.4765655945154524,24,6,0.5255747610068126,5,1,0.4382724863508866,4,3,0.4236129238204709,13,71,16,0.13,0.71,0.16,208048.4887047825,208048.4887047825,5150.0,15.17505278796146,0.4915909592927276,,0.16
100,U,2,Fix-and-Optimize,0.4,ok,,199898.06123898827,15.76764220000041,,,,,,,,,,,,,,,,15.76764220000041,,,,,,,,,,,,,True,,,,,,,0,193323.06123898827,6575.0,23,65092.43598921035,500.0,65592.43598921035,0.0869565217391304,0.8695652173913043,0.0434782608695652,0.0108695652173913,53,85047.43061889306,5200.0,90247.43061889306,0.1886792452830188,0.6981132075471698,0.1132075471698113,0.1226415094339622,12,18983.19463088486,875.0,19858.19463088486,0.0,0.9166666666666666,0.0833333333333333,0.1458333333333333,12,24200.0,0.0,24200.0,0.0833333333333333,0.6666666666666666,0.25,0.0,48,11,0.5396064264753956,80.65629991667728,15.209455380535797,11,2,0.5338460805799433,25,8,0.5505133693394428,8,0,0.6666666666666666,4,1,0.3754145182675324,13,76,11,0.13,0.76,0.11,199898.06123898827,199898.06123898827,6575.0,15.209455380535797,0.5396064264753956,,0.11
100,U,3,CG+IR,0.4,ok,,163874.81177874684,16.327461000000767,0.0,0.0,0.0,163874.81179317628,163874.81179317628,163874.81177874684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42771.0,1.0,16.327461000000767,full_pricing_converged,Full-CG LP-IP gap,1.0,1.0,0.0,,0.0,,0.0,simops,Optimal,Optimal,True,1.0,0.0,0.0,42771.0,0.0,0.0,0,163474.81177874684,400.0,19,49878.05268186037,0.0,49878.05268186037,0.0526315789473684,0.9473684210526316,0.0,0.0,51,70017.60560592354,400.0,70417.60560592354,0.2941176470588235,0.7058823529411765,0.0,0.0098039215686274,18,25379.153490963,0.0,25379.153490963,0.0,1.0,0.0,0.0,12,18200.0,0.0,18200.0,0.0833333333333333,0.9166666666666666,0.0,0.0,52,9,0.5572900343854448,76.26871669414126,16.327366951004727,10,2,0.5413577940808194,24,6,0.5323865098889203,11,1,0.6273051859263319,7,0,0.5833333333333334,17,83,0,0.17,0.83,0.0,163874.81177874684,163874.81177874684,400.0,16.327366951004727,0.5572900343854448,,0.0
