obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,pool_gap_pct,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,pricing_converged,objective_stabilized,relative_improvement_last_5,injected_columns_count,injected_incumbent_methods,min_reduced_cost,status,operation_mode,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,method,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,objective,total_cost,delay_cost,avg_stay_h,masking_rate,N,scenario,seed,avg_delay_h,simops_saving_pct,dominance_check_passed
46578.52916873955,2.00450980000096,0.0,0.0,0.0,46578.52916873955,46578.52916873955,46578.52916873955,0.0,0.0,0,0,0.0,0.0,0,6712,1,2.00450980000096,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,sequential,Optimal,Optimal,True,1,0,0,6712,0.0,0.0,0,46178.52916873955,400.0,6,20638.679041428943,0.0,20638.679041428943,0.0,1.0,0.0,0.0,12,15866.443134555691,400.0,16266.443134555691,0.4166666666666667,0.5833333333333334,0.0,0.0416666666666666,4,6673.406992754915,0.0,6673.406992754915,0.0,1.0,0.0,0.0,3,3000.0,0.0,3000.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0,0.0,0.0,17.88934733454757,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,CG+IR,7,18,0,0.28,0.72,0.0,46578.52916873955,46578.52916873955,400.0,17.88934733454757,0.0,25,U,6,,,
37328.28414418796,3.428400500000862,0.0,0.0,0.0,37328.28414418796,37328.28414418796,37328.28414418796,0.0,0.0,0,0,0.0,0.0,0,10756,1,3.428400500000862,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,simops,Optimal,Optimal,True,1,0,0,10756,0.0,0.0,0,37328.28414418796,0.0,6,15853.95344336299,0.0,15853.95344336299,0.3333333333333333,0.6666666666666666,0.0,0.0,12,11800.923708070046,0.0,11800.923708070046,0.6666666666666666,0.3333333333333333,0.0,0.0,4,6673.406992754915,0.0,6673.406992754915,0.0,1.0,0.0,0.0,3,3000.0,0.0,3000.0,0.6666666666666666,0.3333333333333333,0.0,0.0,17,4,0.7890381243511032,53.44856635398952,16.30062833627699,5,1,0.9768376534220028,7,2,0.7007956357884811,3,0,0.75,2,1,0.8184598529279296,CG+IR,12,13,0,0.48,0.52,0.0,37328.28414418796,37328.28414418796,0.0,16.30062833627699,0.7890381243511032,25,U,6,,19.85946140772464,1.0
42120.314976486814,2.0502540999987104,0.0,0.0011075176660031,0.1107517666003123,42073.66598355274,42073.66598355274,42120.314976486814,0.1107517666003123,0.0,0,0,0.0,0.0,0,7192,1,2.0502540999987104,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,sequential,Optimal,Optimal,True,1,0,0,7192,0.0,0.0,0,42120.314976486814,0.0,4,11879.75486323148,0.0,11879.75486323148,0.0,1.0,0.0,0.0,13,17918.102860669253,0.0,17918.102860669253,0.3846153846153846,0.6153846153846154,0.0,0.0,4,6322.45725258608,0.0,6322.45725258608,0.0,1.0,0.0,0.0,4,6000.0,0.0,6000.0,0.25,0.75,0.0,0.0,0,0,0.0,0.0,15.635609304406069,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,CG+IR,6,19,0,0.24,0.76,0.0,42120.314976486814,42120.314976486814,0.0,15.635609304406069,0.0,25,U,7,,,
32756.225103979235,3.589268800002173,0.0,0.0002512357129484,0.0251235712948419,32747.99557041174,32747.99557041174,32756.225103979235,0.0251235712948419,0.0,0,0,0.0,0.0,0,10914,1,3.589268800002173,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,simops,Optimal,Optimal,True,1,0,0,10914,0.0,0.0,0,32756.225103979235,0.0,4,6165.7884340315,0.0,6165.7884340315,0.75,0.25,0.0,0.0,13,13067.979417361654,0.0,13067.979417361654,0.6923076923076923,0.3076923076923077,0.0,0.0,4,6322.45725258608,0.0,6322.45725258608,0.0,1.0,0.0,0.0,4,7200.0,0.0,7200.0,0.0,1.0,0.0,0.0,10,5,0.4841766888425236,38.90065667040592,15.69664134664773,1,2,0.5812698388818403,4,3,0.3676413742719793,2,0,0.5,3,0,0.75,CG+IR,12,13,0,0.48,0.52,0.0,32756.225103979235,32756.225103979235,0.0,15.69664134664773,0.4841766888425236,25,U,7,,22.231766020113987,1.0
41370.980814116505,2.26983200000177,0.0,0.0,0.0,41370.980814116505,41370.980814116505,41370.980814116505,0.0,0.0,0,0,0.0,0.0,0,7799,1,2.26983200000177,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,sequential,Optimal,Optimal,True,1,0,0,7799,0.0,0.0,0,40770.980814116505,600.0,5,15249.222992787209,0.0,15249.222992787209,0.0,1.0,0.0,0.0,15,17166.189580522594,600.0,17766.189580522594,0.5333333333333333,0.4666666666666667,0.0,0.05,2,2955.5682408067087,0.0,2955.5682408067087,0.0,1.0,0.0,0.0,3,5400.0,0.0,5400.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,16.011995668195723,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,CG+IR,8,17,0,0.32,0.68,0.0,41370.980814116505,41370.980814116505,600.0,16.011995668195723,0.0,25,U,8,,,
34645.72680220072,3.603744200001529,0.0,2.1001024616176481e-16,2.1001024616176483e-14,34645.72680220071,34645.72680220071,34645.72680220072,2.1001024616176483e-14,0.0,0,0,0.0,0.0,0,11618,1,3.603744200001529,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,simops,Optimal,Optimal,True,1,0,0,11618,0.0,0.0,0,34645.72680220072,0.0,5,13184.184231777052,0.0,13184.184231777052,0.2,0.8,0.0,0.0,15,16705.97432961695,0.0,16705.97432961695,0.5333333333333333,0.4666666666666667,0.0,0.0,2,2955.5682408067087,0.0,2955.5682408067087,0.0,1.0,0.0,0.0,3,1800.0,0.0,1800.0,1.0,0.0,0.0,0.0,15,6,0.6971010322025133,42.721018917142175,14.899995384034696,3,1,0.7253697884412296,8,4,0.6276879650550755,2,0,1.0,2,1,0.7951191290101834,CG+IR,12,13,0,0.48,0.52,0.0,34645.72680220072,34645.72680220072,0.0,14.899995384034696,0.6971010322025133,25,U,8,,16.25596947322315,1.0
42702.59095893565,1.9291206000016248,0.0,0.0,0.0,42702.59095893565,42702.59095893565,42702.59095893565,0.0,0.0,0,0,0.0,0.0,0,6982,1,1.9291206000016248,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,sequential,Optimal,Optimal,True,1,0,0,6982,0.0,0.0,0,40302.59095893565,2400.0,3,9835.981245163634,0.0,9835.981245163634,0.0,1.0,0.0,0.0,7,8632.014522358773,2400.0,11032.014522358772,0.5714285714285714,0.4285714285714285,0.0,0.4285714285714285,7,11034.595191413247,0.0,11034.595191413247,0.0,1.0,0.0,0.0,8,10800.0,0.0,10800.0,0.375,0.625,0.0,0.0,0,0,0.0,0.0,15.21300982057146,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,CG+IR,7,18,0,0.28,0.72,0.0,42702.59095893565,42702.59095893565,2400.0,15.21300982057146,0.0,25,U,9,,,
34152.08611984524,2.860859199998231,0.0,0.0,0.0,34152.08611984524,34152.08611984524,34152.08611984524,0.0,0.0,0,0,0.0,0.0,0,9966,1,2.860859199998231,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,simops,Optimal,Optimal,True,1,0,0,9966,0.0,0.0,0,34152.08611984524,0.0,3,7672.549429282582,0.0,7672.549429282582,0.3333333333333333,0.6666666666666666,0.0,0.0,7,5844.941499149411,0.0,5844.941499149411,0.8571428571428571,0.1428571428571428,0.0,0.0,7,11034.595191413247,0.0,11034.595191413247,0.0,1.0,0.0,0.0,8,9600.0,0.0,9600.0,0.5,0.5,0.0,0.0,16,5,0.705260052123517,37.487666101002205,13.97671792590688,1,2,0.754414304451147,5,2,0.7653146013160071,6,0,0.8571428571428571,4,1,0.5013820225653038,CG+IR,11,14,0,0.44,0.56,0.0,34152.08611984524,34152.08611984524,0.0,13.97671792590688,0.705260052123517,25,U,9,,20.023386513743123,1.0
41991.9304362425,1.931619099999807,0.0,0.0,0.0,41991.9304362425,41991.9304362425,41991.9304362425,0.0,0.0,0,0,0.0,0.0,0,7023,1,1.931619099999807,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,sequential,Optimal,Optimal,True,1,0,0,7023,0.0,0.0,0,40466.9304362425,1525.0,4,12206.153633884156,0.0,12206.153633884156,0.0,1.0,0.0,0.0,9,11348.143870537488,400.0,11748.143870537488,0.4444444444444444,0.5555555555555556,0.0,0.0555555555555555,6,9712.632931820848,0.0,9712.632931820848,0.0,1.0,0.0,0.0,6,7200.0,1125.0,8325.0,0.5,0.5,0.0,0.125,0,0,0.0,0.0,15.931862169640269,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,CG+IR,7,18,0,0.28,0.72,0.0,41991.9304362425,41991.9304362425,1525.0,15.931862169640269,0.0,25,U,10,,,
34388.24966285009,3.175018000001728,0.0,0.0003297889282838,0.0329788928283823,34376.90879884822,34376.90879884822,34388.24966285009,0.0329788928283823,0.0,0,0,0.0,0.0,0,10467,1,3.175018000001728,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,ok,simops,Optimal,Optimal,True,1,0,0,10467,0.0,0.0,0,34388.24966285009,0.0,4,5980.293832215395,0.0,5980.293832215395,0.75,0.25,0.0,0.0,9,10295.322898813842,0.0,10295.322898813842,0.5555555555555556,0.4444444444444444,0.0,0.0,6,9712.632931820848,0.0,9712.632931820848,0.0,1.0,0.0,0.0,6,8400.0,0.0,8400.0,0.3333333333333333,0.6666666666666666,0.0,0.0,16,5,0.7439782961411677,46.43758527226153,14.74506509156041,1,3,0.6755104277576818,5,1,0.5565891316931388,6,0,1.0,4,1,0.8146855845433695,CG+IR,10,15,0,0.4,0.6,0.0,34388.24966285009,34388.24966285009,0.0,14.74506509156041,0.7439782961411677,25,U,10,,18.107480876444324,1.0
