N,scenario,seed,method,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,pool_gap_pct,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,pricing_converged,objective_stabilized,relative_improvement_last_5,injected_columns_count,injected_incumbent_methods,min_reduced_cost,operation_mode,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,objective,total_cost,delay_cost,avg_stay_h,masking_rate,avg_delay_h
200,U,2,Rolling-Horizon,ok,,589846.5367186675,36.98645469999974,,,,,,,,,,,,,,,,36.98645469999974,,,,,,,,,,,,,1.0,,,,,,,0,571996.5367186675,17850.0,42,167571.5513700876,1000.0,168571.5513700876,0.0476190476190476,0.6666666666666666,0.2857142857142857,0.0119047619047619,100,238067.29465693329,13600.0,251667.29465693329,0.1,0.47,0.43,0.17,27,64357.69069164666,3250.0,67607.69069164665,0.0,0.5185185185185185,0.4814814814814814,0.2407407407407407,31,102000.0,0.0,102000.0,0.064516129032258,0.064516129032258,0.8709677419354839,0.0,31,7,0.1765326163778481,48.10701188517331,15.38752401426937,13,1,0.327255638125675,12,4,0.1448859411087519,5,1,0.2194295073658665,1,1,0.0370514730496024,14,91,95,0.07,0.455,0.475,589846.5367186675,589846.5367186675,17850.0,15.38752401426937,0.1765326163778481,
200,U,2,Fix-and-Optimize,ok,,585263.364591562,23.95877180000025,,,,,,,,,,,,,,,,23.95877180000025,,,,,,,,,,,,,1.0,,,,,,,0,572213.364591562,13050.0,42,167609.15891068455,3000.0,170609.15891068455,0.0476190476190476,0.6666666666666666,0.2857142857142857,0.0357142857142857,100,239252.78227686687,6800.0,246052.78227686687,0.12,0.44,0.44,0.085,27,60951.42340401063,3250.0,64201.42340401063,0.0,0.5925925925925926,0.4074074074074074,0.2407407407407407,31,104400.0,0.0,104400.0,0.0,0.1290322580645161,0.8709677419354839,0.0,43,10,0.234313650799326,68.26299354094465,15.04474810374014,14,2,0.3586414682542089,19,8,0.2179978849318843,7,0,0.2592592592592592,3,0,0.0967741935483871,14,92,94,0.07,0.46,0.47,585263.364591562,585263.364591562,13050.0,15.04474810374014,0.234313650799326,
200,U,3,CG+IR,ok,,524520.6665741678,34.51931060000061,3.1327520000195364,0.0,0.0,524520.6665741678,524520.6665741678,524520.6665741678,0.0,-402.7567921055556,3523.0,122.0,-218.3145205350156,-402.7567921055556,3523.0,11462.0,20.0,34.51931060000061,budgeted_stabilized,Pool LP-IP gap,0.0,0.0,1.0,2.219461105074943e-16,294.0,Greedy:200;FIFO:200,-402.7567921055556,simops,Optimal,Optimal,1.0,20.0,4000.0,11064.0,11462.0,-402.7567921055556,0.090753608503974,0,522470.6665741678,2050.0,34,106519.32684744523,0.0,106519.32684744523,0.0,1.0,0.0,0.0,110,251927.8385269465,800.0,252727.8385269465,0.1454545454545454,0.4272727272727272,0.4272727272727272,0.009090909090909,32,98623.50119977604,1250.0,99873.50119977604,0.0,0.0625,0.9375,0.078125,24,65400.0,0.0,65400.0,0.0416666666666666,0.4166666666666667,0.5416666666666666,0.0,45,11,0.250196329344089,71.01402158901827,14.81846603750804,8,1,0.241259676885844,29,9,0.3044588352946163,0,0,0.0,8,1,0.3477485405121379,17,93,90,0.085,0.465,0.45,524520.6665741678,524520.6665741678,2050.0,14.81846603750804,0.250196329344089,
200,U,3,Restricted-CG,ok,,582550.7040513592,4.165262200000143,0.6257989000077941,0.0,0.0,582550.7040513592,582550.7040513592,582550.7040513592,0.0,-9976.202310865578,8005.0,294.0,-9976.202310865578,-9976.202310865578,8005.0,2530.0,8.0,4.165262200000143,budgeted_max_iter,Pool LP-IP gap,0.0,0.0,0.0,0.0015203943121663,0.0,,-9976.202310865578,simops,Optimal,Optimal,1.0,8.0,800.0,2330.0,2530.0,-9976.202310865578,0.1502423785008715,0,567000.7040513592,15550.0,34,158020.38645837325,1500.0,159520.38645837325,0.0588235294117647,0.4117647058823529,0.5294117647058824,0.0220588235294117,110,264354.0951511982,8800.0,273154.0951511982,0.1,0.4727272727272727,0.4272727272727272,0.1,32,72026.22244178766,4125.0,76151.22244178766,0.0,0.59375,0.40625,0.2578125,24,72600.0,1125.0,73725.0,0.0416666666666666,0.25,0.7083333333333334,0.03125,50,5,0.2580699812392358,70.25753814281501,14.768700397168336,7,2,0.2243476315254967,30,3,0.2816925161452753,8,0,0.25,5,0,0.2083333333333333,14,91,95,0.07,0.455,0.475,582550.7040513592,582550.7040513592,15550.0,14.768700397168336,0.2580699812392358,
200,U,3,Greedy,ok,,583699.7237901287,0.1619461999980558,,,,,,,,,,,,,,,,0.1619461999980558,,,,,,,,,,,,,,,,,,,,0,566649.7237901287,17050.0,34,155940.19023835767,3000.0,158940.19023835767,0.088235294117647,0.3823529411764705,0.5294117647058824,0.0441176470588235,110,266083.3111099832,8800.0,274883.3111099832,0.0909090909090909,0.4818181818181818,0.4272727272727272,0.1,32,72026.22244178766,4125.0,76151.22244178766,0.0,0.59375,0.40625,0.2578125,24,72600.0,1125.0,73725.0,0.0416666666666666,0.25,0.7083333333333334,0.03125,49,7,0.2571819534543142,68.18509898509689,14.764652314791071,6,3,0.2109474845087745,29,3,0.2726016070543662,9,1,0.2899374825495072,5,0,0.2083333333333333,14,91,95,0.07,0.455,0.475,583699.7237901287,583699.7237901287,17050.0,14.764652314791071,0.2571819534543142,
200,U,3,FIFO,ok,,583726.6350043884,0.0840495000011287,,,,,,,,,,,,,,,,0.0840495000011287,,,,,,,,,,,,,,,,,,,,0,563651.6350043885,20075.0,34,155255.24674345567,3500.0,158755.24674345567,0.0588235294117647,0.4411764705882353,0.5,0.0514705882352941,110,264052.1548323238,12200.0,276252.1548323238,0.1,0.4727272727272727,0.4272727272727272,0.1386363636363636,32,73544.2334286088,2875.0,76419.2334286088,0.0,0.5625,0.4375,0.1796875,24,70800.0,1500.0,72300.0,0.0416666666666666,0.2916666666666667,0.6666666666666666,0.0416666666666666,48,6,0.254993100994947,71.18119309713313,14.800523581642292,7,1,0.2276290442061767,28,4,0.2729996000764937,8,0,0.25,5,1,0.2178865286485451,14,92,94,0.07,0.46,0.47,583726.6350043884,583726.6350043884,20075.0,14.800523581642292,0.254993100994947,
200,U,3,Rolling-Horizon,ok,,583809.1968647114,36.66951639999752,,,,,,,,,,,,,,,,36.66951639999752,,,,,,,,,,,,,1.0,,,,,,,0,567159.1968647114,16650.0,34,151906.0285921653,2500.0,154406.0285921653,0.0588235294117647,0.4705882352941176,0.4705882352941176,0.0367647058823529,110,272708.9348439373,10400.0,283108.9348439373,0.1,0.4272727272727272,0.4727272727272727,0.1181818181818181,32,73544.2334286088,3750.0,77294.2334286088,0.0,0.5625,0.4375,0.234375,24,69000.0,0.0,69000.0,0.0416666666666666,0.3333333333333333,0.625,0.0,43,5,0.2251796102929986,63.90818876116407,14.941849460396082,4,2,0.1549978753893679,25,3,0.234236311776011,8,0,0.25,6,0,0.25,14,89,97,0.07,0.445,0.485,583809.1968647114,583809.1968647114,16650.0,14.941849460396082,0.2251796102929986,
200,U,3,Fix-and-Optimize,ok,,571734.5314249374,25.399527900000976,,,,,,,,,,,,,,,,25.399527900000976,,,,,,,,,,,,,1.0,,,,,,,0,562184.5314249374,9550.0,34,151888.8047612311,2000.0,153888.8047612311,0.0588235294117647,0.4705882352941176,0.4705882352941176,0.0294117647058823,110,265880.7112501981,4800.0,270680.7112501981,0.1,0.4636363636363636,0.4363636363636363,0.0545454545454545,32,73615.01541350815,2750.0,76365.01541350815,0.0,0.5625,0.4375,0.171875,24,70800.0,0.0,70800.0,0.0416666666666666,0.2916666666666667,0.6666666666666666,0.0,47,10,0.2619103404390758,75.06635168339926,14.70580878160074,8,0,0.2352941176470588,25,8,0.263529738785211,9,1,0.3020162541836517,5,1,0.2387198619818785,14,92,94,0.07,0.46,0.47,571734.5314249374,571734.5314249374,9550.0,14.70580878160074,0.2619103404390758,
200,U,4,CG+IR,ok,,530525.733322258,32.86231889999908,3.172595399995771,2.871054436310244e-06,0.000287105443631,530524.2101539978,530524.2101539978,530525.733322258,0.000287105443631,-470.4848479140178,3429.0,140.0,-42.30973100758047,-470.4848479140178,3429.0,11972.0,20.0,32.86231889999908,budgeted_stabilized,Pool LP-IP gap,0.0,0.0,1.0,1.7023402143034343e-05,262.0,Greedy:200;FIFO:200,-470.4848479140178,simops,Optimal,Optimal,1.0,20.0,4000.0,11607.0,11972.0,-470.4848479140178,0.0965420428683095,0,528525.733322258,2000.0,30,93291.64653863512,0.0,93291.64653863512,0.0,1.0,0.0,0.0,102,227902.5666533684,0.0,227902.5666533684,0.1176470588235294,0.5392156862745098,0.3431372549019608,0.0,31,87931.52013025447,2000.0,89931.52013025447,0.0,0.1935483870967742,0.8064516129032258,0.1290322580645161,37,119400.0,0.0,119400.0,0.1081081081081081,0.027027027027027,0.8648648648648649,0.0,46,5,0.2436158033371359,66.72259795361633,14.551211633319165,20,0,0.6666666666666666,23,4,0.2426024037223549,0,0,0.0,3,1,0.1075058239931619,16,92,92,0.08,0.46,0.46,530525.733322258,530525.733322258,2000.0,14.551211633319165,0.2436158033371359,
200,U,4,Restricted-CG,ok,,591355.2377852187,2.9901583999999275,0.4737138000018603,0.0,0.0,591355.2377852189,591355.2377852189,591355.2377852187,0.0,-9840.326114864094,8121.0,275.0,-9840.326114864094,-9840.326114864094,8121.0,1881.0,6.0,2.9901583999999275,budgeted_stabilized,Pool LP-IP gap,0.0,0.0,1.0,0.0,0.0,,-9840.326114864094,simops,Optimal,Optimal,1.0,6.0,600.0,1681.0,1881.0,-9840.326114864094,0.1584243162508955,0,572605.2377852187,18750.0,30,141443.04984279655,4500.0,145943.04984279655,0.0333333333333333,0.4333333333333333,0.5333333333333333,0.075,102,258995.8372273333,10000.0,268995.83722733334,0.1176470588235294,0.4215686274509804,0.4607843137254901,0.1225490196078431,31,67166.35071508879,2750.0,69916.35071508879,0.0,0.6129032258064516,0.3870967741935484,0.1774193548387097,37,105000.0,1500.0,106500.0,0.027027027027027,0.3783783783783784,0.5945945945945946,0.027027027027027,50,11,0.2750479330623072,75.30769977863639,14.360494439524045,8,2,0.3038189150764921,25,7,0.2704604789413124,8,2,0.3002596873597681,9,0,0.2432432432432432,14,89,97,0.07,0.445,0.485,591355.2377852187,591355.2377852187,18750.0,14.360494439524045,0.2750479330623072,
200,U,4,Greedy,ok,,592155.2377852186,0.1622982999979285,,,,,,,,,,,,,,,,0.1622982999979285,,,,,,,,,,,,,,,,,,,,0,572605.2377852185,19550.0,30,141443.04984279655,4500.0,145943.04984279655,0.0333333333333333,0.4333333333333333,0.5333333333333333,0.075,102,258995.8372273333,10800.0,269795.83722733334,0.1176470588235294,0.4215686274509804,0.4607843137254901,0.1323529411764706,31,67166.35071508879,2750.0,69916.35071508879,0.0,0.6129032258064516,0.3870967741935484,0.1774193548387097,37,105000.0,1500.0,106500.0,0.027027027027027,0.3783783783783784,0.5945945945945946,0.027027027027027,51,11,0.2762979330623072,75.3076997786364,14.354457760167143,8,2,0.3038189150764921,26,7,0.2729114593334693,8,2,0.3002596873597681,9,0,0.2432432432432432,14,89,97,0.07,0.445,0.485,592155.2377852186,592155.2377852186,19550.0,14.354457760167143,0.2762979330623072,
200,U,4,FIFO,ok,,587871.5748173497,0.0814651000000594,,,,,,,,,,,,,,,,0.0814651000000594,,,,,,,,,,,,,,,,,,,,0,565446.5748173498,22425.0,30,137100.10098707082,6500.0,143600.10098707082,0.0,0.5333333333333333,0.4666666666666667,0.1083333333333333,102,256180.12311519025,11800.0,267980.1231151902,0.1372549019607843,0.4019607843137255,0.4607843137254901,0.1446078431372549,31,67166.35071508879,2625.0,69791.35071508879,0.0,0.6129032258064516,0.3870967741935484,0.1693548387096774,37,105000.0,1500.0,106500.0,0.027027027027027,0.3783783783783784,0.5945945945945946,0.027027027027027,50,12,0.2727883603028355,70.62813256091535,14.43362901365654,10,0,0.3333333333333333,23,8,0.2518040718037129,8,2,0.3002596873597681,9,2,0.2585299034712319,15,90,95,0.075,0.45,0.475,587871.5748173497,587871.5748173497,22425.0,14.43362901365654,0.2727883603028355,
200,U,4,Rolling-Horizon,ok,,586093.4869797275,35.44680470000094,,,,,,,,,,,,,,,,35.44680470000094,,,,,,,,,,,,,1.0,,,,,,,0,576943.4869797275,9150.0,30,136056.44507015392,1500.0,137556.44507015392,0.0333333333333333,0.5,0.4666666666666667,0.025,102,266936.9794764314,5400.0,272336.9794764314,0.1176470588235294,0.3725490196078431,0.5098039215686274,0.0661764705882353,31,68950.0624331422,2250.0,71200.0624331422,0.0,0.5806451612903226,0.4193548387096774,0.1451612903225806,37,105000.0,0.0,105000.0,0.027027027027027,0.3783783783783784,0.5945945945945946,0.0,37,10,0.2074239460573423,61.039412794120494,14.471599981595034,6,2,0.2400710098850536,20,7,0.227285655163003,4,0,0.1290322580645161,7,1,0.1918789753592041,14,85,101,0.07,0.425,0.505,586093.4869797275,586093.4869797275,9150.0,14.471599981595034,0.2074239460573423,
200,U,4,Fix-and-Optimize,ok,,574597.7346626907,24.823729700001422,,,,,,,,,,,,,,,,24.823729700001422,,,,,,,,,,,,,1.0,,,,,,,0,563247.7346626907,11350.0,30,131306.4017860288,3500.0,134806.4017860288,0.0,0.6,0.4,0.0583333333333333,102,256174.9821615731,5600.0,261774.9821615731,0.1372549019607843,0.4019607843137255,0.4607843137254901,0.0686274509803921,31,67166.35071508879,2250.0,69416.35071508879,0.0,0.6129032258064516,0.3870967741935484,0.1451612903225806,37,108600.0,0.0,108600.0,0.027027027027027,0.3243243243243243,0.6486486486486487,0.0,53,6,0.2810724429364926,76.17695956234891,14.359250509023076,10,0,0.3333333333333333,25,6,0.2766126332088091,9,0,0.2903225806451613,9,0,0.2432432432432432,15,90,95,0.075,0.45,0.475,574597.7346626907,574597.7346626907,11350.0,14.359250509023076,0.2810724429364926,
