N,scenario,method,objective_mean,objective_std,rel_gap_to_CG_mean,runtime_mean,runtime_std,status_success_rate,cg_status,gap_type,pricing_converged_rate,objective_stabilized_rate,pool_gap_pct_mean,columns_mean,iterations_mean,relative_improvement_last_5_mean
500,U,CG+IR,1690831.876915054,14156.217056970641,0.0,96.90446760999984,2.2100146459001837,1.0,budgeted_stabilized,Pool LP-IP gap,0.0,1.0,0.0002249985384267974,27593.5,20.0,2.7459522262532787e-06
500,U,FIFO,1825679.247300726,14934.872805436353,7.975869716837687,0.267851909998717,0.01286093592501611,1.0,,,,,,,,
500,U,Fix-and-Optimize,1812278.476515089,14785.584862604734,7.183287829106686,56.26804870999986,2.1795768596267964,1.0,,,,,,,,
500,U,Greedy,1821269.8360819549,16513.729317101643,7.714550992282007,0.41283193000017493,0.007290777556528765,1.0,,,,,,,,
500,U,Restricted-CG,1820005.9658709299,15925.63966411835,7.640170681916812,7.802894390000074,1.2560446970812442,1.0,budgeted_max_iter;budgeted_stabilized,Pool LP-IP gap,0.0,0.7,0.010501266438781406,5217.3,6.4,0.0004903453794198379
500,U,Rolling-Horizon,1821716.3846232998,14175.73538226959,7.741821698326348,79.43523203000004,3.8801797097055557,1.0,,,,,,,,
