obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,pool_gap_pct,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,pricing_converged,objective_stabilized,relative_improvement_last_5,injected_columns_count,injected_incumbent_methods,min_reduced_cost,status,operation_mode,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,avg_delay_h,delay_cost,emissions_total_kg,emissions_total_tCO2,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,objective,total_cost,avg_stay_h,masking_rate,N,scenario,seed,method,dominance_check_passed,stabilization_applicable,objective_stabilized_rate_display,simops_saving_pct
252854.28727485405,3.474379899998894,0.6171237000162364,1.1510119432975115e-16,1.1510119432975115e-14,252854.28727485402,252854.28727485402,252854.28727485405,1.1510119432975115e-14,-422.6177496919436,259,0,0.0,-422.6177496919436,259,1636,11,3.474379899998894,budgeted_max_iter,Pool LP-IP gap,False,False,False,0.0,132,Greedy:110;FIFO:110,-422.6177496919436,ok,sequential,Optimal,Optimal,True,11,1210,1428,1636,-422.6177496919436,0.1776212497707671,0,251804.28727485405,1050.0,21,65031.204741304085,0.0,65031.204741304085,0.0,1.0,0.0,0.0,51,100760.81220749598,800.0,101560.81220749598,0.17647058823529413,0.5882352941176471,0.23529411764705882,0.0196078431372549,17,46412.270326053935,250.0,46662.270326053935,0.0,0.29411764705882354,0.7058823529411765,0.029411764705882353,21,39600.0,0.0,39600.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0,0,0.0,0.0,13.214456265891899,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.050996396156213986,1050.0,243256.90002206757,243.25690002206755,12,71,27,0.10909090909090909,0.6454545454545455,0.24545454545454545,252854.28727485405,252854.28727485405,13.214456265891899,0.0,110,U,6,CG+IR,True,True,False,
206609.90061563812,27.185677100002067,1.7720732999878237,0.0004630752135091735,0.046307521350917355,206514.22469179743,206514.22469179743,206609.90061563812,0.046307521350917355,-300.83409616551785,4368,100,-85.26145996302967,-300.83409616551785,4368,7354,20,27.185677100002067,budgeted_max_iter,Pool LP-IP gap,False,False,False,0.0,306,incumbent:110;Greedy:110;FIFO:110,-300.83409616551785,ok,simops,Optimal,Optimal,True,20,2200,6983,7354,-300.83409616551785,0.06518407812574545,0,205109.90061563812,1500.0,21,65031.204741304085,0.0,65031.204741304085,0.0,1.0,0.0,0.0,51,73489.77581823397,1000.0,74489.77581823397,0.3333333333333333,0.6666666666666666,0.0,0.024509803921568627,17,29988.92005610006,500.0,30488.92005610006,0.0,0.8823529411764706,0.11764705882352941,0.058823529411764705,21,36600.0,0.0,36600.0,0.047619047619047616,0.9523809523809523,0.0,0.0,45,10,0.4409322263122856,63.983583857190766,15.917726969031898,9,0,0.42857142857142855,20,9,0.44866696199620343,3,0,0.17647058823529413,13,1,0.6485966586926212,0.04466660395626098,1500.0,220145.0270900728,220.1450270900728,18,90,2,0.16363636363636364,0.8181818181818182,0.01818181818181818,206609.90061563812,206609.90061563812,15.917726969031898,0.4409322263122856,110,U,6,CG+IR,True,True,False,18.28894702858964
261798.3518220025,3.739578900000197,0.6420574000148918,0.0,0.0,261798.3518220025,261798.3518220025,261798.3518220025,0.0,-301.5664450458271,660,0,0.0,-301.5664450458271,660,1901,11,3.739578900000197,budgeted_max_iter,Pool LP-IP gap,False,False,False,0.0,121,Greedy:110;FIFO:110,-301.5664450458271,ok,sequential,Optimal,Optimal,True,11,1210,1713,1901,-301.5664450458271,0.17169243307444534,0,259598.3518220025,2200.0,21,68278.72079964787,0.0,68278.72079964787,0.0,1.0,0.0,0.0,62,129869.78047080727,2200.0,132069.78047080728,0.14516129032258066,0.532258064516129,0.3225806451612903,0.04435483870967742,10,25449.85055154728,0.0,25449.85055154728,0.0,0.4,0.6,0.0,17,36000.0,0.0,36000.0,0.17647058823529413,0.5294117647058824,0.29411764705882354,0.0,0,0,0.0,0.0,12.779560821908182,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.053409514160939926,2200.0,248682.66735322084,248.68266735322084,12,67,31,0.10909090909090909,0.6090909090909091,0.2818181818181818,261798.3518220025,261798.3518220025,12.779560821908182,0.0,110,U,7,CG+IR,True,True,False,
209549.09706889,29.1758589999954,1.8723772000012104,2.777757658117297e-16,2.777757658117297e-14,209549.09706888994,209549.09706888994,209549.09706889,2.777757658117297e-14,-134.06459128212498,742,31,-134.06459128212498,-134.06459128212498,742,8809,20,29.1758589999954,budgeted_stabilized,Pool LP-IP gap,False,False,True,1.5794982814609794e-10,263,incumbent:110;Greedy:110;FIFO:110,-134.06459128212498,ok,simops,Optimal,Optimal,True,20,2200,8480,8809,-134.06459128212498,0.06417556377693989,0,209349.09706889,200.0,21,68278.72079964787,0.0,68278.72079964787,0.0,1.0,0.0,0.0,62,92996.00608488575,200.0,93196.00608488575,0.27419354838709675,0.7096774193548387,0.016129032258064516,0.004032258064516129,10,18674.370184356318,0.0,18674.370184356318,0.0,0.8,0.2,0.0,17,29400.0,0.0,29400.0,0.058823529411764705,0.9411764705882353,0.0,0.0,40,12,0.4136235333762812,64.78886556608943,16.10898392010634,4,1,0.21258944085741302,21,8,0.40275309977721485,2,2,0.2584988788857484,13,1,0.792854672843556,0.021689812371389422,200.0,223112.6690807948,223.1126690807948,18,89,3,0.16363636363636364,0.8090909090909091,0.02727272727272727,209549.09706889,209549.09706889,16.10898392010634,0.4136235333762812,110,U,7,CG+IR,True,True,True,19.957824176309916
270485.78880682006,3.060847199994896,0.5352614000003086,0.0,0.0,270485.78880682006,270485.78880682006,270485.78880682006,0.0,-511.09871588125407,337,0,0.0,-511.09871588125407,337,1682,9,3.060847199994896,budgeted_max_iter,Pool LP-IP gap,False,False,False,0.0,137,Greedy:110;FIFO:110,-511.09871588125407,ok,sequential,Optimal,Optimal,True,9,990,1478,1682,-511.09871588125407,0.17487361015643027,0,268310.78880682006,2175.0,22,69974.72700401793,0.0,69974.72700401793,0.0,1.0,0.0,0.0,64,137851.77783822696,800.0,138651.77783822696,0.125,0.5625,0.3125,0.015625,11,31084.283964575232,625.0,31709.283964575232,0.0,0.2727272727272727,0.7272727272727273,0.11363636363636363,13,29400.0,750.0,30150.0,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.038461538461538464,0,0,0.0,0.0,12.146652530148105,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.04639411280625464,2175.0,255304.647779292,255.304647779292,12,64,34,0.10909090909090909,0.5818181818181818,0.3090909090909091,270485.78880682006,270485.78880682006,12.146652530148105,0.0,110,U,8,CG+IR,True,True,False,
217046.55470277474,29.24270550000074,1.8909664000020712,0.0004195725402063901,0.04195725402063901,216955.48792847505,216955.48792847505,217046.55470277474,0.04195725402063901,-74.68743226834704,2897,0,0.0,-74.68743226834704,2897,7343,20,29.24270550000074,budgeted_max_iter,Pool LP-IP gap,False,False,False,0.0,285,incumbent:110;Greedy:110;FIFO:110,-74.68743226834704,ok,simops,Optimal,Optimal,True,20,2200,6995,7343,-74.68743226834704,0.06466455027569264,0,214021.55470277474,3025.0,22,69974.72700401793,0.0,69974.72700401793,0.0,1.0,0.0,0.0,64,99705.79452555154,1400.0,101105.79452555154,0.28125,0.6875,0.03125,0.02734375,11,20941.033173205284,1625.0,22566.033173205284,0.0,0.8181818181818182,0.18181818181818182,0.29545454545454547,13,23400.0,0.0,23400.0,0.0,1.0,0.0,0.0,45,8,0.434808373222365,64.07237455845384,16.10472986049976,5,1,0.2512063985920179,28,7,0.47347469195993364,3,0,0.2727272727272727,9,0,0.6923076923076923,0.06965885490483636,3025.0,227298.60378380257,227.29860378380258,18,88,4,0.16363636363636364,0.8,0.03636363636363636,217046.55470277474,217046.55470277474,16.10472986049976,0.434808373222365,110,U,8,CG+IR,True,True,False,19.756762209127157
258455.05330178404,3.6846344000005047,0.65021000001434,0.0,0.0,258455.05330178404,258455.05330178404,258455.05330178404,0.0,-344.94221123887064,614,0,0.0,-344.94221123887064,614,1817,12,3.6846344000005047,budgeted_max_iter,Pool LP-IP gap,False,False,False,0.0,154,Greedy:110;FIFO:110,-344.94221123887064,ok,sequential,Optimal,Optimal,True,12,1320,1594,1817,-344.94221123887064,0.17646526885116498,0,256080.05330178404,2375.0,21,68541.9621914838,0.0,68541.9621914838,0.0,1.0,0.0,0.0,50,104891.042121826,1000.0,105891.042121826,0.18,0.48,0.34,0.025,25,61047.04898847433,1375.0,62422.04898847433,0.0,0.44,0.56,0.11,14,21600.0,0.0,21600.0,0.21428571428571427,0.7857142857142857,0.0,0.0,0,0,0.0,0.0,12.25837596830858,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.058424277372099064,2375.0,245465.41922750353,245.46541922750353,12,67,31,0.10909090909090909,0.6090909090909091,0.2818181818181818,258455.05330178404,258455.05330178404,12.25837596830858,0.0,110,U,9,CG+IR,True,True,False,
215346.59193730098,25.507953799999086,1.6656081000110134,4.377572103087518e-05,0.004377572103087517,215337.16498496738,215337.16498496738,215346.59193730098,0.004377572103087517,-141.7586813186117,3508,2,-23.38629130674053,-141.7586813186117,3508,7978,20,25.507953799999086,budgeted_stabilized,Pool LP-IP gap,False,False,True,2.4448404431677285e-11,258,incumbent:110;Greedy:110;FIFO:110,-141.7586813186117,ok,simops,Optimal,Optimal,True,20,2200,7659,7978,-141.7586813186117,0.06529759748941812,0,212646.59193730098,2700.0,21,68541.9621914838,0.0,68541.9621914838,0.0,1.0,0.0,0.0,50,69565.97474156259,1200.0,70765.97474156259,0.34,0.66,0.0,0.03,25,49338.65500425469,1500.0,50838.65500425469,0.0,0.72,0.28,0.12,14,25200.0,0.0,25200.0,0.0,1.0,0.0,0.0,46,10,0.4486644764808804,67.06370998721127,15.428157541369135,9,2,0.44560325176364524,19,7,0.42544411142470584,7,0,0.28,11,1,0.837372753901786,0.05706990694279174,2700.0,223344.73506934126,223.34473506934125,17,86,7,0.15454545454545454,0.7818181818181819,0.06363636363636363,215346.59193730098,215346.59193730098,15.428157541369135,0.4486644764808804,110,U,9,CG+IR,True,True,True,16.679287486845006
261655.11008885296,3.4828183999998146,0.5613274999850546,2.2245948452411736e-16,2.2245948452411736e-14,261655.1100888529,261655.1100888529,261655.11008885296,2.2245948452411736e-14,-423.39816573524513,384,0,0.0,-423.39816573524513,384,1922,10,3.4828183999998146,budgeted_max_iter,Pool LP-IP gap,False,False,False,0.0,130,Greedy:110;FIFO:110,-423.39816573524513,ok,sequential,Optimal,Optimal,True,10,1100,1727,1922,-423.39816573524513,0.16117047618247465,0,258705.11008885296,2950.0,19,60225.50141008921,0.0,60225.50141008921,0.0,1.0,0.0,0.0,60,121213.29614526435,2200.0,123413.29614526435,0.18333333333333332,0.5333333333333333,0.2833333333333333,0.04583333333333333,20,48466.31253349941,750.0,49216.31253349941,0.0,0.45,0.55,0.075,11,28800.0,0.0,28800.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0,0,0.0,0.0,12.17090849040567,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.06642789013064188,2950.0,246739.46488665606,246.73946488665607,11,66,33,0.1,0.6,0.3,261655.11008885296,261655.11008885296,12.17090849040567,0.0,110,U,10,CG+IR,True,True,False,
212941.44173981986,24.835495500003162,1.7455290000143577,1.1517188201101933e-10,1.1517188201101932e-08,212941.441715295,212941.441715295,212941.44173981986,1.1517188201101932e-08,-130.26324979695892,1286,4,-17.97224814884521,-130.26324979695892,1286,7937,20,24.835495500003162,budgeted_stabilized,Pool LP-IP gap,False,False,True,0.0,271,incumbent:110;Greedy:110;FIFO:110,-130.26324979695892,ok,simops,Optimal,Optimal,True,20,2200,7601,7937,-130.26324979695892,0.07028363899621554,0,212116.44173981986,825.0,19,60225.50141008921,0.0,60225.50141008921,0.0,1.0,0.0,0.0,60,93641.5063232422,200.0,93841.5063232422,0.2833333333333333,0.6833333333333333,0.03333333333333333,0.004166666666666667,20,38449.43400648847,625.0,39074.43400648847,0.0,0.75,0.25,0.0625,11,19800.0,0.0,19800.0,0.0,1.0,0.0,0.0,44,7,0.4179433655457518,65.81008189784232,15.866276569052966,8,0,0.42105263157894735,27,7,0.48289617016721176,4,0,0.2,5,0,0.45454545454545453,0.031008543657060274,825.0,222928.3546718248,222.92835467182482,17,86,7,0.15454545454545454,0.7818181818181819,0.06363636363636363,212941.44173981986,212941.44173981986,15.866276569052966,0.4179433655457518,110,U,10,CG+IR,True,True,True,18.617510788339235
